,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_012,9:50,-110,-15,3.23,3.48,11.96,2.1,558096,2.1,2.78,8.09,957773,7413,8955,4119,1758
VIP_013,9:50,-70,-7,2.02,2.28,9.42,5.8,639774,4.1,2.53,2.34,847196,42053,7344,464,2224
VIP_014,9:50,-63,-15,0.35,1.55,1.62,14.3,148711,4.88,2.21,11.71,993441,46997,10211,4726,668
VIP_015,9:50,-98,-12,5.1,1.71,1.99,11.8,265669,1.9,2.59,11.4,633730,22624,30708,114,2955
VIP_016,9:50,-68,-16,3.38,0.32,11.82,17.9,424754,4.2,1.2,0.52,141308,36035,36616,3580,851
VIP_017,9:50,-89,-9,1.95,3.59,10.49,3.5,388352,5.03,4.18,7.64,152296,25874,12001,688,2504
VIP_018,9:50,-114,-12,3.45,3.27,6.94,11,353836,3.49,1.58,5.63,295045,49839,24847,1374,1852
VIP_019,9:50,-119,-8,4.83,1.67,2.57,18,329980,5.39,2.21,8.09,180960,17529,1486,734,864
VIP_020,9:50,-95,-14,2.45,1.26,3.86,8.4,260815,5.02,4.06,2.9,393022,29054,8930,1738,2863
VIP_021,9:50,-88,-9,0.56,1.54,2.48,6.2,175709,5.11,3.46,9.58,639632,47000,12020,2592,162
VIP_022,9:50,-100,-16,2.89,4.18,10.45,19,259585,0.88,1.32,3.65,490632,18838,19305,1324,1479
VIP_023,9:50,-72,-11,4.47,0.87,8.74,8,960353,5.19,2.18,10.18,952826,37795,20029,2425,162
VIP_024,9:50,-92,-7,0.58,3.35,9.77,6.8,124729,4.68,1.24,11.67,676552,21094,20467,4081,639
VIP_025,9:50,-61,-16,1.53,1.1,5.52,13.5,276770,2.23,1.91,1.42,878249,8706,44912,4023,679
VIP_026,9:50,-86,-7,1.11,5.42,10.53,3.6,642262,1.08,0.89,6.64,995292,47074,42764,1918,1614
VIP_027,9:50,-117,-7,2.42,4.41,6.85,16.5,526482,4.51,3.25,10.1,701750,49930,47164,3695,2721
VIP_028,9:50,-78,-13,1.44,2.35,3.21,7.6,456216,0.3,1.1,0.97,109731,2739,10272,939,2497
VIP_029,9:50,-60,-9,2.95,2.41,0.83,18.7,597141,0.68,1.07,11.46,244791,48595,6079,1009,775
VIP_030,9:50,-107,-6,0.24,3.29,8.03,19,373173,2.89,1.27,1.26,206949,12549,46574,1898,1680
VIP_031,9:50,-66,-8,1.2,4.71,3.76,14.8,702996,5.04,4.67,5.61,177204,9816,34300,473,1111
VIP_032,9:50,-72,-11,3.95,0.74,10.97,8,664596,5.34,5.27,1.33,779494,31603,26102,3942,269
VIP_033,9:50,-65,-6,5.47,2.78,4.79,15.1,557678,3.09,3.15,0.5,288381,22976,11930,4647,1695
VIP_034,9:50,-67,-14,3.99,5.26,4.45,10.6,795327,4.35,5.03,5.59,990969,41355,32488,1996,176
VIP_035,9:50,-79,-10,3.24,0.72,4.41,4.5,652566,0.92,3.38,4.2,120526,42213,44746,4751,1012
VIP_036,9:50,-80,-10,3.83,2.07,5.99,12,110034,2.88,1.62,6.33,433930,5748,19014,2071,251
VIP_037,9:50,-88,-7,1.49,2.42,2.94,16.8,379863,0.88,2.43,0.71,784038,49043,15165,997,1139
VIP_038,9:50,-71,-7,5.46,0.47,6.65,15.2,802885,1.79,4.77,6.45,504524,25135,48249,805,1915
VIP_039,9:50,-112,-14,1.86,5.39,4.23,5.7,780910,0.07,1.3,3.07,932068,33701,17248,4583,1181
VIP_040,9:50,-69,-14,2.67,0.45,7.02,3.6,427934,0.19,2.57,4.2,603376,9439,25806,4598,1234
VIP_041,9:50,-74,-10,3.23,5.1,7.53,19.2,777038,1.61,4.31,2.8,969965,14223,34762,1305,1580
VIP_042,9:50,-109,-12,5.48,5.12,3.97,18.2,372411,2.19,5.43,7.28,179026,12582,2588,17,627
VIP_043,9:50,-107,-7,0.67,1.6,9.86,8.3,784343,5.24,4.33,1.27,994062,27137,47382,1486,2236
VIP_044,9:50,-78,-7,1.23,2.28,1,3,448388,5.47,0.12,4.84,561025,9664,36766,1658,1744
VIP_045,9:50,-82,-9,4.39,1.61,3.96,3,431983,1.28,2.18,2.33,954499,32241,3128,1999,2439
VIP_046,9:50,-82,-9,2.99,0.08,9.12,4,748307,4.21,4.49,9.67,775812,38043,39561,4551,2776
VIP_047,9:50,-97,-13,2.11,1.82,1.56,15.4,665578,5.14,2.99,8.37,832620,23733,31379,3058,2765
VIP_048,9:50,-112,-10,5.2,0.82,9.93,1.3,818415,3.63,5.05,3.78,558117,21852,43746,1992,150
VIP_049,9:50,-78,-16,0.73,4.04,9.69,15.1,576202,2.62,2.24,6.4,240077,35909,2480,1129,2087
VIP_050,9:50,-86,-13,0.97,1.58,4.42,15.6,217498,0.45,0.43,1.01,767418,4013,49183,1860,1279
VIP_051,9:50,-68,-16,2.35,5.13,7.94,4.1,678897,1.96,3.31,9.27,660272,22061,10693,4094,2295
VIP_052,9:50,-97,-12,5.5,2.18,10.05,9,431786,2.51,3.3,2.75,983086,7748,49652,1638,2928
VIP_053,9:50,-120,-15,0.86,5.15,9.69,6.9,740300,1.14,4.67,0.43,299252,30959,3541,681,9
VIP_054,9:50,-75,-10,0.13,4.37,3.92,10.9,883806,1.12,0.36,0.66,210023,40066,6531,264,1167
VIP_055,9:50,-94,-8,0.57,0.68,1.9,8.4,199156,4.82,0.75,0.74,235475,23799,23847,2316,1944
VIP_056,9:50,-97,-7,4.21,4.7,5.66,14.5,478054,1.2,0.09,2.9,815550,43424,11019,3249,1686
VIP_057,9:50,-105,-15,2.15,2.11,11.46,13,383380,3.21,5.17,2.04,542978,42252,7467,1191,706
VIP_058,9:50,-92,-6,4.39,3.45,11.26,2.2,155309,4.97,0.66,2.85,976061,23293,18834,2256,2911
VIP_059,9:50,-107,-16,4.07,2.61,9.91,13.5,677120,3.28,2.8,9.67,976278,4157,11276,4173,1398
VIP_060,9:50,-96,-16,5.1,2.25,11.6,13.7,150603,0.48,3.04,8.66,850859,44672,47736,107,1197
VIP_061,9:50,-120,-15,1.31,1.86,10.22,8.1,720186,4.32,4.24,5.89,792716,5187,39949,3502,1159
VIP_062,9:50,-64,-15,4.37,3.16,1.28,4,185790,0.39,3.77,7.08,666611,45066,4321,4222,2506
VIP_063,9:50,-93,-12,3.68,1.38,9.23,10.5,822656,5.49,3.44,7.32,975658,28041,25495,4698,2148
VIP_064,9:50,-106,-11,3.38,4.63,5.77,15.9,745854,4.35,3.38,9.45,753669,31086,5756,4467,1844
VIP_065,9:50,-64,-7,0.82,1.68,5.34,7.2,188232,5.01,5.21,7.32,328656,9900,15442,4212,1839
VIP_066,9:50,-72,-13,0.7,3.56,7.67,6.2,732997,4.26,5.47,11.2,807869,21628,14100,84,1445
VIP_067,9:50,-101,-9,1.37,3.4,9.39,2.5,932893,3.63,4.41,0.2,241861,10501,8608,4703,2826
VIP_068,9:50,-110,-8,1.63,3.37,11.95,13.1,162719,4.61,1.16,5.94,299723,22532,27105,3091,2829
VIP_069,9:50,-107,-9,0.16,3.87,8.08,3.3,632218,4.94,4.23,8.81,509276,15965,4761,2440,522
VIP_070,9:50,-86,-11,4.31,3.49,4.29,17.2,774829,1.31,3.92,9.61,298043,12025,40368,1208,240
VIP_071,9:50,-87,-11,5.2,0.17,2.52,6.6,175391,0.59,0.28,2.78,689335,6635,8034,1114,1366
VIP_072,9:50,-83,-7,5.38,3.48,5.33,2,439660,2.65,4.24,5.86,583979,10959,9563,2662,2898
VIP_073,9:50,-97,-15,0.05,4.69,11.11,6.6,285481,3.95,5.37,5.46,460755,32466,18952,1379,2328
VIP_074,9:50,-62,-14,1.5,3.46,3.13,15.7,193579,0.21,4.18,10.46,295276,46435,46077,1136,567
VIP_075,9:50,-119,-15,4.04,0.25,7.51,6.7,824734,2.43,2.23,1.22,898234,29861,38721,2419,32
VIP_076,9:50,-90,-14,2.16,0.31,0.38,1.9,365113,3.71,0.75,6.03,338230,45274,12342,796,393
VIP_077,9:50,-111,-16,2.53,2.75,2.51,9,495273,0.42,1.24,0.49,969522,33440,6971,1423,17
VIP_078,9:50,-73,-10,3.6,0.22,5.44,19,885385,2,5.42,1.81,305990,32498,40094,4133,1745
VIP_079,9:50,-90,-10,5.02,4.51,1.26,6.7,339439,1.74,4.22,0.81,893087,3632,37854,2863,2014
VIP_080,9:50,-70,-15,0.99,0.66,2.07,13.6,514921,5.11,3.36,4.88,277489,12624,47348,1124,890
VIP_081,9:50,-104,-12,4.29,1.6,9.6,2.4,305390,0.51,1.89,6.08,195468,10857,43654,3963,2552
VIP_082,9:50,-90,-12,1.27,1.66,8.3,1,536447,4.39,0.06,10.26,779911,37029,28240,2861,1284
VIP_083,9:50,-107,-10,5.17,3.13,2.66,5.9,145872,3,4.98,9.49,783503,13141,35258,1321,991
VIP_084,9:50,-96,-8,1.12,4.02,9.13,14.5,925337,1.17,2.06,3.95,763772,31740,34686,765,2469
VIP_085,9:50,-74,-13,3.4,0.19,10.86,16.4,947048,3.61,0.29,10.78,186882,30522,4519,3175,385
VIP_086,9:50,-93,-12,3.29,0.13,11.45,9.1,728851,0.65,0.71,4.68,635238,25803,7654,2960,2441
VIP_087,9:50,-74,-8,1.57,3.96,7.51,10,274501,0.52,4.04,7.44,689547,39833,31495,4073,52
VIP_088,9:50,-113,-12,3,1.59,8.15,3.8,157447,2.66,3.86,2.54,208228,1474,44823,715,361
VIP_089,9:50,-77,-6,5.26,2.17,6.11,3.2,905713,3.99,0.9,5.1,388665,35897,48926,953,1802
VIP_090,9:50,-61,-10,2.68,2.2,3.57,13.2,255049,4.42,3.95,1.5,954175,21542,10484,3196,1023
VIP_091,9:50,-66,-12,0.79,0.56,12,2.1,478468,5.22,0.21,3.3,569720,20375,47670,72,1059
VIP_092,9:50,-117,-14,4.23,4.87,3.84,8.4,147678,1.12,1.91,2.39,992201,23126,3474,403,683
VIP_093,9:50,-103,-10,1.83,1.52,8.63,0.8,991687,2.1,4.99,11.76,815908,22644,20684,4392,2233
VIP_094,9:50,-95,-13,2.73,5,4.43,19.7,468267,0.3,3.34,4.07,750921,1397,46463,3460,73
VIP_095,9:50,-95,-16,0.75,3.19,2.04,14.7,184129,1.77,2.53,9.7,613375,27239,2602,4121,2538
VIP_096,9:50,-99,-9,2.84,3.61,8.37,13.7,396385,0.44,1.87,11.63,740847,29100,43644,239,1482
VIP_097,9:50,-72,-13,0.35,2.17,1.03,9.4,648948,4.28,3.97,2.61,182216,22100,30143,327,1263
VIP_098,9:50,-60,-6,2.36,1.75,0.14,1.9,597604,3.67,1.33,8.12,381808,14263,45562,628,1668
VIP_099,9:50,-93,-7,0.66,4.73,1.86,19.6,830518,3.94,2.76,3.79,498928,45645,43078,2675,33
VIP_100,9:50,-118,-16,5.3,0.16,3.93,1.2,323433,1.51,4.13,7.25,723103,35354,3096,1418,1363
VIP_101,9:50,-102,-13,0.76,1.26,8.31,12.3,813816,0.26,3.24,8.28,930994,48850,40158,599,879
VIP_102,9:50,-73,-11,2.34,2.6,7.58,17.6,149053,1.04,1.75,6.14,951663,25305,14901,4939,491
VIP_103,9:50,-76,-11,1.2,4.57,2.43,0.7,101363,1.41,2.82,1.05,980805,27985,37893,849,322
VIP_104,9:50,-98,-13,1.06,3.11,8.65,15.5,232510,2.08,5.4,4.26,696456,10996,47498,4432,2759
VIP_105,9:50,-95,-13,4.83,4.4,4.33,7.8,453404,1.19,3.93,7.64,814963,39543,17771,4783,870
VIP_106,9:50,-93,-16,1.35,2.43,10.07,11.6,628588,1.63,2.25,5.81,946135,26530,28398,3292,2776
VIP_107,9:50,-91,-13,1.32,0.43,2.15,14.4,769914,0.58,2.26,11.72,852488,1639,40255,3490,2007
VIP_108,9:50,-78,-16,1.61,3.98,7.52,0.8,970330,1.39,4.73,0.59,665317,31485,3886,3148,1528
VIP_109,9:50,-75,-7,4.83,0.41,4.29,7.1,739398,0.36,0.4,3.73,798139,4507,44092,2123,2561
VIP_110,9:50,-109,-14,3.17,4.11,7.32,6.3,147694,2.05,1.12,3.29,432187,25391,11863,3903,78
VIP_111,9:50,-91,-7,3.3,5.39,9.31,13.3,916247,4.87,4.16,0.13,267040,10741,23801,506,908
VIP_112,9:50,-118,-8,1.03,3.54,5.94,5.5,406332,2.36,0.55,7.74,472722,9731,49375,3644,1589
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,9:55,-87,-12,5.04,3.9,11.52,1.1,993743,3.16,3.59,0.78,923260,4070,30501,3846,2026
VIP_002,9:55,-109,-8,2.74,4.38,1.03,2.5,380783,1.01,0.12,9.42,560826,6628,31872,1815,755
VIP_003,9:55,-99,-10,3.3,4.43,11.24,11.2,928861,2.73,2.61,9.34,717412,49861,13807,1722,791
VIP_004,9:55,-67,-13,5.44,1.63,11.99,17.4,744086,0.76,1.94,4.71,965177,47032,25386,192,653
VIP_005,9:55,-89,-9,3.5,1.18,7.17,18.6,834674,1.1,0.95,2.22,667128,49100,25879,2524,2331
VIP_006,9:55,-63,-10,3.92,2.91,3.84,4.7,464339,2.82,3.61,1.88,658389,44565,15163,649,2648
VIP_007,9:55,-85,-14,0.73,0.37,5.5,4.6,918051,1.86,4.64,3.09,758461,37613,40794,564,1958
VIP_008,9:55,-116,-16,3.28,1.63,3.48,2.9,913557,0.7,1.74,10.06,992382,17593,48791,4653,1127
VIP_009,9:55,-110,-11,3.67,2.22,3.43,7.3,878687,4.24,0.77,6.89,565010,25700,19632,4322,457
VIP_010,9:55,-94,-9,4.6,3.31,7.86,6.5,675227,1.07,2.25,11.88,451631,27994,8937,347,2608
VIP_011,9:55,-61,-10,1.41,1.51,9.68,16.7,750303,2.36,1.32,4.41,548539,15594,20402,84,1321
VIP_012,9:55,-108,-8,5.21,4.42,4.55,13.5,401856,3.39,1.4,3.67,351425,3572,3161,3534,2626
VIP_013,9:55,-106,-10,0.89,4.8,5.12,8.5,482444,0.43,3.06,10.53,189644,11054,30115,4134,2916
VIP_014,9:55,-76,-7,0.75,4.14,7.13,11.4,452750,1.73,1.77,1.69,274343,45768,5178,4035,2269
VIP_015,9:55,-101,-10,3.57,2.8,11.17,17.6,452553,4.58,2.52,9.18,520506,29766,39851,941,2960
VIP_016,9:55,-62,-12,0.53,2.55,9.84,10.4,280815,2.46,0.53,7.34,851393,8690,45857,1101,1060
VIP_017,9:55,-93,-14,2.98,1.28,5.15,2.3,572153,1.69,0.27,5.85,994390,4483,47738,3961,1479
VIP_018,9:55,-74,-8,1.72,4.72,7.48,20,469624,0.34,4.55,9.45,358240,13889,45176,1793,1110
VIP_019,9:55,-64,-13,0.5,3.66,1.29,6.5,786146,1.45,2.71,4.94,906559,24323,22939,1720,1111
VIP_020,9:55,-66,-10,4.21,5.24,11.52,0.8,711977,3.37,3.59,10.74,690352,46292,12878,1081,2700
VIP_021,9:55,-109,-12,3.31,3.49,11.88,12.1,939925,1.82,2.76,11.21,693856,5626,22512,1479,1137
VIP_022,9:55,-67,-13,1.63,2.71,3.68,1.3,246879,0.86,0.88,3.59,311134,41571,35932,4723,1303
VIP_023,9:55,-82,-10,3.02,1.69,2.09,8.7,895252,3.99,5,3.76,564190,35953,10994,1203,2288
VIP_024,9:55,-97,-12,4.57,0.9,5.64,12.1,415100,3.53,4.24,10.85,865091,24794,23350,1631,2252
VIP_025,9:55,-116,-16,2.38,5.31,11.43,15.1,266833,1.25,5.39,4.71,458665,27677,21117,3589,2116
VIP_026,9:55,-104,-10,2.21,5.39,8.47,4.6,544278,3.94,2.03,10.52,250425,37586,21571,585,469
VIP_027,9:55,-60,-9,3.12,0.21,11.61,0.7,901516,2.96,0.55,0.23,931679,25326,25100,3357,249
VIP_028,9:55,-85,-8,4.49,1.25,0.05,14.4,905966,2.95,2.8,1.27,862014,5201,41505,1688,183
VIP_029,9:55,-98,-15,1.28,4.17,3.34,13.5,706600,2.19,2.29,3.62,168039,17649,13174,1086,1496
VIP_030,9:55,-106,-8,5.35,1.93,8.3,10.8,628477,3.56,4.45,1.91,839220,7241,32115,3227,2316
VIP_031,9:55,-83,-10,0.27,4.11,3.78,7.2,279636,1.17,5.4,7.54,470678,11882,41502,3173,1636
VIP_032,9:55,-113,-8,4.31,0.63,11.39,4.5,353476,3.02,0.61,4.36,118632,46579,40532,198,267
VIP_033,9:55,-98,-10,4.08,1.64,6.16,8.9,584444,1.5,3.9,1.75,884158,7783,5789,3392,389
VIP_034,9:55,-66,-6,0.14,1.92,1.3,17.5,758677,1.54,5.38,1.98,573264,32603,49604,1260,1213
VIP_035,9:55,-108,-14,2.25,0.13,9.59,16.1,576583,2.61,4.04,8.62,980198,15918,5442,1436,1189
VIP_036,9:55,-119,-6,1.78,2.85,10.91,19.7,475107,5.3,0.37,1.32,241320,1631,48653,748,647
VIP_037,9:55,-70,-9,0.98,1.79,2.1,10.9,562730,4.73,0.5,7.94,264676,35311,11438,1745,574
VIP_038,9:55,-69,-6,4.24,4.24,0.86,8.3,171481,4.11,2.5,7.05,669976,26733,12640,3472,1528
VIP_039,9:55,-94,-12,2.46,5.5,10.19,8.2,631749,1.1,0.21,3.09,450777,42632,11688,2487,1017
VIP_040,9:55,-112,-9,4.81,3.7,9.22,16.4,842586,4.59,2.95,3.98,315310,12659,18679,732,2552
VIP_041,9:55,-65,-13,4.14,4.11,2.1,20,367099,3.22,5.46,10.21,973540,43666,29745,2100,299
VIP_042,9:55,-89,-13,4.55,2.34,4.1,19.2,781759,1.66,0.21,9.16,157780,30071,1591,730,1369
VIP_043,9:55,-106,-8,0.19,1.1,6,9.1,342046,3.1,2.43,4.41,543274,39179,34587,941,1057
VIP_044,9:55,-76,-8,4.97,0.52,1.49,10.5,431586,2.32,2.78,9.68,775698,4217,42590,4766,2074
VIP_045,9:55,-108,-10,4.22,3.26,12,11.9,544685,4.04,0.79,2.83,636317,44659,25845,4320,2466
VIP_046,9:55,-96,-12,2.89,1.24,2.14,15.5,847899,3.58,2.74,10.54,654339,46481,4926,2644,58
VIP_047,9:55,-67,-12,3.98,0.67,11.26,13.4,543427,1.14,2.53,10,259284,3120,11282,3438,761
VIP_048,9:55,-92,-12,0.89,4.42,8.57,2.4,723848,4.26,2.93,2.15,880697,1283,3124,525,1133
VIP_049,9:55,-119,-13,2.59,3.58,7.39,18.9,859448,0.56,4.47,9.98,227948,37894,3571,1263,1581
VIP_050,9:55,-90,-9,4.83,5.08,3.41,0.7,907783,4.97,1.69,11.99,581334,20908,16507,2174,637
VIP_051,9:55,-64,-15,0.09,0.32,2.74,16,960348,4.58,0.38,4.87,694222,38475,41983,1143,1024
VIP_052,9:55,-116,-9,2.62,0.57,0.81,16.7,859673,2.32,5.11,5.33,820303,25041,29574,902,808
VIP_053,9:55,-89,-11,4.96,3.07,1.44,4.7,439646,1.92,5.27,11.06,165502,15951,27689,348,1386
VIP_054,9:55,-76,-9,4.51,1.18,9.55,5.7,686129,3.06,5.33,4.88,119870,18133,45029,4610,2736
VIP_055,9:55,-96,-14,3.73,2.13,6.41,14.7,934117,4.52,3.37,4.64,285466,22330,36343,1388,761
VIP_056,9:55,-99,-10,1.42,0.55,1.92,15.5,464814,4.47,5.13,7.6,947661,13436,5409,1253,391
VIP_057,9:55,-93,-10,1.08,3.34,0.06,19.8,931389,0.58,1.37,8.8,751106,24483,19014,3995,1064
VIP_058,9:55,-61,-9,2.33,5.48,6.48,8.3,215609,2.15,4.36,0.57,636015,7710,17405,4503,1571
VIP_059,9:55,-63,-11,2.35,1.31,9.29,11.2,667347,3.24,0.65,1.14,253469,13625,5068,2061,454
VIP_060,9:55,-88,-7,4.89,0.63,4.42,16.8,255839,4.31,3.84,7.03,262095,10334,45289,1563,1364
VIP_061,9:55,-88,-16,4.19,0.56,11.34,2.6,969741,3,1.1,9,138831,33898,33730,4737,355
VIP_062,9:55,-76,-15,1.33,2.35,1.49,1.6,725799,0.26,4.09,11.34,731262,42171,22087,663,2965
VIP_063,9:55,-94,-6,1.16,5.28,4.62,17.1,873532,3.58,0.83,4.21,162622,29059,4843,161,816
VIP_064,9:55,-86,-12,2.28,1.43,6.75,14.2,321586,2.16,3.26,2.32,613797,33704,44725,448,2238
VIP_065,9:55,-118,-15,1.58,0.34,8.48,15.8,356755,5.02,3.97,1.17,402317,36163,40701,1985,1477
VIP_066,9:55,-98,-7,1.32,3.54,5.49,15.9,101528,1.34,3.82,5.92,232757,45941,38066,4635,1853
VIP_067,9:55,-83,-13,1.84,0.6,2.61,12.9,316755,1.6,3.21,4.11,374720,30104,12394,2866,2909
VIP_068,9:55,-88,-11,2.27,4.24,5.01,1.5,430499,0.57,4.33,4.35,516598,22166,1790,1232,659
VIP_069,9:55,-102,-14,4.59,4.9,6.42,5.4,320420,2.87,2.79,0.5,960910,40201,9124,1697,2920
VIP_070,9:55,-82,-15,0.87,2.64,8.48,15.7,224558,2.42,3.53,3.1,705098,8393,37698,3485,122
VIP_071,9:55,-71,-13,2.07,2.85,7.12,3.5,188395,3.36,3.86,8.28,735367,29382,42310,3612,2775
VIP_072,9:55,-97,-6,5.42,4.17,0.82,8.5,632576,3.93,0.63,0.49,351640,36629,7857,2108,1806
VIP_073,9:55,-90,-16,2.67,4.29,3.43,9,589163,5.25,2.71,7.21,391005,48362,5217,2024,2089
VIP_074,9:55,-101,-11,5.17,3.11,2.92,16.5,257089,4.03,5.16,9.74,247528,14497,10139,234,1220
VIP_075,9:55,-87,-12,3.52,1.7,8.91,8.8,458373,3.03,4.61,2.98,794392,6971,27092,4368,2922
VIP_076,9:55,-111,-15,1.71,4,2.35,16.1,957676,0.98,0.56,8.43,314646,36353,49490,1678,871
VIP_077,9:55,-113,-7,5.48,2.38,10.39,1.4,831091,5.25,3.63,8.17,365602,9775,36532,3696,2752
VIP_078,9:55,-75,-7,0.3,3.95,3.26,15.9,411668,2.53,5.31,2.68,178403,24294,10661,2720,1347
VIP_079,9:55,-97,-7,1.43,1.56,8.37,12.2,798125,5.16,2.71,2.77,584487,46710,7085,3130,1637
VIP_080,9:55,-79,-13,4.79,3.26,0.21,2.2,208605,3.07,5.45,7.48,992524,31373,40642,768,1541
VIP_081,9:55,-109,-14,0.19,1.31,8.17,4.7,562987,0.4,0.86,3.86,758236,48260,7666,2506,440
VIP_082,9:55,-86,-13,0.55,4.08,7.14,20,180440,3.95,0.42,3.98,809777,10232,16601,1105,389
VIP_083,9:55,-69,-13,4.17,3.57,11.39,8,762302,3.15,4.58,11.63,388357,30672,15849,2607,1119
VIP_084,9:55,-103,-6,3.44,2.32,5.17,13.6,321513,0.73,1.24,10.8,269461,31339,19811,3987,2576
VIP_085,9:55,-84,-14,2.28,1.21,3.05,2,789339,3.25,2.15,8.12,150938,18813,8352,417,1542
VIP_086,9:55,-105,-13,0.22,0.66,0.15,13,821260,5.26,5.2,3.35,700920,34305,40188,4834,1703
VIP_087,9:55,-78,-12,5.41,3.42,2.45,14.3,570891,4.43,0.18,3.11,835728,23267,31606,1662,762
VIP_088,9:55,-99,-9,0.1,0.21,0.59,15.4,645331,5.3,4.9,5.35,522890,27630,19108,2824,1788
VIP_089,9:55,-103,-9,2.04,1.66,11.61,3.5,976438,0.1,2.61,7.26,894211,34462,38788,1958,2740
VIP_090,9:55,-99,-7,0.33,4.72,3.68,15.2,154820,3.17,1.75,2.92,553141,17152,19563,2322,452
VIP_091,9:55,-77,-10,3.47,2.36,7.51,5.9,793349,0.2,5.47,3.01,482714,26447,19607,4054,1486
VIP_092,9:55,-71,-9,4.61,2.45,4.78,0.5,347439,1.62,3.74,2.88,910179,40904,11180,573,1674
VIP_093,9:55,-84,-10,2.55,1.67,7.88,13.2,446086,1.17,5.26,10.18,704978,15775,26184,2535,2499
VIP_094,9:55,-93,-12,0.38,2.77,7.4,4.4,677321,1.25,1.35,11.24,829099,36241,15238,4759,1733
VIP_095,9:55,-84,-7,2.07,3.86,4.25,9.8,304625,1.45,1.42,7.57,642541,20842,32002,1137,1767
VIP_096,9:55,-64,-16,3.05,2.39,1.58,2.1,250186,1.15,4.74,6.26,323643,29197,27127,4488,1793
VIP_097,9:55,-102,-10,0.45,2.56,5.22,15.3,534298,1.49,1.26,2.8,115401,32293,25895,1072,658
VIP_098,9:55,-92,-12,3.76,3.7,7.23,6.1,722475,4.2,4.25,6.31,334524,33190,48281,3521,2481
VIP_099,9:55,-114,-14,3.27,1.9,8.04,7.8,932148,2.96,4.88,10.03,334411,42145,46744,1188,188
VIP_100,9:55,-95,-16,4.12,0.9,0.24,14.7,916368,3.89,1.56,4.5,646908,3229,43769,1856,491
VIP_101,9:55,-120,-16,2.96,1.42,2.52,18.6,350944,3.95,1.27,2.67,920688,26509,23758,4139,1221
VIP_102,9:55,-104,-11,5.11,3.85,0.9,17.2,294075,1.05,4.08,2.82,320433,38123,39529,3373,2566
VIP_103,9:55,-93,-10,0.24,5.06,9.53,8.9,632856,4.16,2.07,8.07,944378,18040,34083,1200,61
VIP_104,9:55,-84,-11,3.12,2.1,3.17,19.8,956044,2.01,5.35,8.41,151694,40884,2548,4766,2717
VIP_105,9:55,-61,-13,2.41,4.17,9.16,11.3,461305,1.52,4.68,7.29,451232,47477,49391,4336,2484
VIP_106,9:55,-68,-7,2.4,2.14,10.57,19.1,916294,2.42,4.69,1.82,213836,7015,13518,4155,2610
VIP_107,9:55,-91,-15,2.16,4.54,1.58,12.1,701988,2.69,1.19,9.59,161867,5943,32624,2985,289
VIP_108,9:55,-81,-10,3.58,5.2,3.62,8.5,605657,5.29,4.97,2.06,218272,24748,3715,1523,1286
VIP_109,9:55,-90,-7,3.18,3.22,11.75,1.9,217324,2.37,1.74,2.52,661473,33718,35028,2688,1819
VIP_110,9:55,-91,-10,1.18,2.09,4.74,12.6,769096,1.13,4.26,8.57,737726,23376,34040,1394,1667
VIP_111,9:55,-85,-13,4.77,4.52,2.87,7.2,880928,0.47,1.84,3.4,883103,17373,21086,2560,2300
VIP_112,9:55,-111,-7,1.9,5.35,2.16,14.5,846614,0.73,1.78,1.52,805499,18216,9136,1124,715
,,,,,,,,,,,,,,,,
VIP_001,10:00,-118,-13,2.32,0.37,1.91,14,528178,0.35,0.11,1.03,195916,22651,34952,4366,2453
VIP_002,10:00,-70,-12,3.44,3.26,7.22,13.8,180796,3.02,3.34,6.64,243888,14807,38682,33,1605
VIP_003,10:00,-79,-10,2.44,3.67,5.99,9.3,292294,2.85,2.99,0.21,437210,14564,13959,3145,1277
VIP_004,10:00,-78,-14,3.55,1.11,9.2,16.3,280782,1.62,2.58,5.21,296618,40600,31829,1159,1935
VIP_005,10:00,-116,-13,5.37,5.33,2.9,13.6,778483,1.19,5.48,8.93,579648,7849,25524,63,86
VIP_006,10:00,-65,-12,1.08,0.23,12,1.4,140551,0.12,2.12,0.26,685463,42667,16724,1410,638
VIP_007,10:00,-96,-15,0.64,2.23,8.05,13,742610,0.36,0.48,11.85,494218,14102,41462,1974,2859
VIP_008,10:00,-90,-15,2.47,0.48,4.23,16.8,201887,2.76,1.58,3.99,934488,3026,29392,4024,874
VIP_009,10:00,-112,-14,2.09,0.77,10.01,11.4,504610,2.17,0.31,5.66,577245,20140,23260,972,1022
VIP_010,10:00,-65,-16,2.4,2.32,9,16.8,473714,3.5,1.71,5.93,269480,34094,45454,4756,2047
VIP_011,10:00,-80,-10,0.31,1.24,0.24,7.4,914186,3.79,0.83,8.94,217679,21813,45775,2102,2029
VIP_012,10:00,-90,-15,1.23,1.72,8.5,6.1,984019,5.06,0.69,10.28,906419,20485,19317,2085,273
VIP_013,10:00,-103,-13,0.59,1.32,0.75,5.7,379088,0.71,1.96,5.93,548126,25185,32399,4161,538
VIP_014,10:00,-81,-7,3.79,4.78,8.08,11.5,980897,3.68,0.31,10.52,574997,10858,23182,4798,1914
