,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_092,6:00,-101,-8,0.49,4.65,6.22,3.2,957498,3.11,4.55,3.32,411123,29442,7399,1721,1434
VIP_093,6:00,-77,-10,0.39,5.39,0.22,3.9,391569,2.19,2.22,9.33,745528,45827,18605,3556,4
VIP_094,6:00,-78,-6,2.58,3.78,8.69,2.3,999858,3.47,1.37,3.86,582823,34244,5279,4845,99
VIP_095,6:00,-76,-14,3.12,3.38,3.16,15.5,396289,2.39,1.99,2.38,305620,32662,23238,3659,1616
VIP_096,6:00,-106,-8,3.03,0.91,4.57,2.9,103208,0.93,0.85,8.86,427569,26950,36636,3531,656
VIP_097,6:00,-67,-6,1.87,0.2,2.54,7.6,830666,3.97,2.41,6.8,500481,3924,38599,388,309
VIP_098,6:00,-80,-13,2.07,3.85,4.52,18.3,341489,4.98,3.04,4.76,804483,18268,23134,2493,971
VIP_099,6:00,-120,-8,2.86,0.87,7.73,11.4,192931,2.52,0.54,9.42,619083,17606,32870,3757,2387
VIP_100,6:00,-117,-10,3.65,4.31,6.67,6.3,774884,3.53,2.55,1.95,949045,43220,37421,4167,170
VIP_101,6:00,-87,-16,4.71,2.42,8.69,15.4,659388,1.23,1.52,9.34,986677,17792,14295,2816,63
VIP_102,6:00,-61,-10,2.86,3.57,4.46,19.7,955759,5.5,5.38,11.42,385372,14044,12840,2705,481
VIP_103,6:00,-117,-9,4.97,3.97,5.1,19.8,403523,1.89,2.69,8.8,611202,24900,16475,4463,1734
VIP_104,6:00,-67,-16,1.38,2.68,5.02,10.4,948207,1.42,0.06,7.87,117657,49547,34337,1161,2919
VIP_105,6:00,-109,-15,5.12,5.15,5.19,14.2,705666,2.88,1.47,0.81,880334,28079,30601,2366,897
VIP_106,6:00,-81,-9,5.32,1.62,8.11,9.1,665905,5.01,5.38,11.47,904213,8320,27656,976,2906
VIP_107,6:00,-84,-15,4.44,3.59,8.13,4.8,723991,4.02,2.97,11.36,856155,29704,22049,2197,391
VIP_108,6:00,-87,-15,1.95,3.04,10.68,9.2,183844,1.45,4.43,8.2,432236,36810,34246,468,1618
VIP_109,6:00,-101,-9,3.89,4.49,5.63,5.1,110963,3.61,0.23,6.62,534424,32803,31319,2952,1806
VIP_110,6:00,-99,-12,4.53,4.84,9.48,14.2,954067,0.48,3.52,10.61,331953,26707,40287,3435,1283
VIP_111,6:00,-75,-16,4.37,0.87,5.04,9.6,968487,5.1,4.03,9.54,551371,45355,18852,4122,2028
VIP_112,6:00,-95,-12,0.48,3.75,5.76,16.3,372983,2.03,2.82,2.63,622555,10803,48950,2387,2634
,,,,,,,,,,,,,,,,
VIP_001,7:00,-80,-16,3.42,0.77,2.5,13.8,428111,3.35,3.82,6.24,585698,21003,16316,3141,24
VIP_002,7:00,-70,-9,3.33,1.31,8.01,6.9,667719,3.21,1.14,5.53,506947,31541,7595,2204,314
VIP_003,7:00,-62,-14,4.05,1.17,6.65,1.1,309557,0.05,2.75,1.89,845407,26891,29332,4304,2792
VIP_004,7:00,-62,-15,2.8,2.12,9.06,8.1,400405,3.35,1.65,3.5,681388,12118,13139,2264,2937
VIP_005,7:00,-107,-12,2.81,4.81,4.78,8,385062,3.68,5.13,8.79,894188,5237,10774,4385,1557
VIP_006,7:00,-112,-7,2.59,4.49,4.02,2.1,713744,4.36,3.26,5.18,246108,22590,8397,4892,554
VIP_007,7:00,-87,-8,0.87,2.84,6.09,9.6,449143,2.49,3.55,4.45,891359,37283,26377,3280,1412
VIP_008,7:00,-87,-16,4.3,3.18,1.05,17.2,385357,4.7,2.22,0.87,570780,8554,38200,3120,2452
VIP_009,7:00,-104,-15,3.13,2.97,3.27,19.9,199792,2.5,3.91,10.42,292587,35153,41335,4177,8
VIP_010,7:00,-118,-6,4.88,2.27,4.57,12.3,980659,2.72,5.15,8.15,531342,19728,3869,735,1932
VIP_011,7:00,-81,-16,5.48,2.54,10.18,7.7,659885,4.82,1.86,2.07,895959,2522,6457,4136,737
VIP_012,7:00,-117,-8,2.06,2.54,7.08,11.3,736533,4.81,4.23,4.87,322048,40413,46651,2235,1721
VIP_013,7:00,-73,-7,1.48,2.78,9.58,9.9,314033,3.52,4.11,9.42,953193,39020,38787,2584,2065
VIP_014,7:00,-108,-13,3.67,2.61,3.13,2.1,896907,3.14,4.97,5.94,727533,46976,30982,485,2562
VIP_015,7:00,-65,-11,0.21,4.87,2.55,4.6,819839,0.67,0.06,0.23,828349,18004,33426,2309,2751
VIP_016,7:00,-104,-11,5.43,0.89,5.27,7.6,696558,1.34,3.36,6.29,726464,19304,30441,1465,2038
VIP_017,7:00,-88,-13,2.61,1.47,5.21,6.3,992142,1.29,0.67,2.75,515570,32611,36127,4494,621
VIP_018,7:00,-111,-10,4,1.89,4.87,4.7,772520,4.36,1.94,0.61,127214,20530,23767,3140,483
VIP_019,7:00,-103,-16,0.4,1.73,5.46,10.9,379186,0.74,2.11,11.78,489265,41544,11606,1825,1414
VIP_020,7:00,-114,-9,4.45,1.02,5.56,6.8,673133,4.67,2.94,11.73,576536,20156,14651,440,2597
VIP_021,7:00,-117,-13,2.52,2.51,10.43,18.8,411632,3.26,0.4,8.26,938316,47104,7406,2616,2143
VIP_022,7:00,-105,-16,3.02,5.22,0.31,15.1,397714,3.64,3.19,10.94,787206,43758,12186,1457,1122
VIP_023,7:00,-119,-12,3.34,5.06,11.54,4.3,534531,4.82,2.08,0.19,540102,7418,13896,2553,2613
VIP_024,7:00,-86,-7,3.51,0.64,2.66,12.7,595330,0.8,5.11,3.26,168757,46865,29623,3572,1510
VIP_025,7:00,-65,-10,2.21,2.02,0.67,18.7,104865,4.72,2.32,10.23,272791,37595,20239,2821,2495
VIP_026,7:00,-68,-6,5.41,3.93,10.72,15.6,897606,4.02,2.66,8.77,873990,13555,37123,30,2865
VIP_027,7:00,-66,-11,0.82,5.29,2.6,1,932672,2.55,1.13,11.7,980860,1847,17510,527,2502
VIP_028,7:00,-100,-16,4.68,2.98,3.76,6.3,491699,3.32,2.04,5.92,756628,15121,48047,176,2530
VIP_029,7:00,-107,-14,1.48,3.44,1.44,18.8,167291,3.06,3.35,2.97,914547,21090,11542,688,1028
VIP_030,7:00,-68,-12,4.4,1.34,0.18,2.6,298423,1.26,3.98,9.67,175510,6279,16231,4996,1682
VIP_031,7:00,-116,-8,5.37,4.57,7.45,8.3,647850,3.19,4.69,10.54,772421,12023,17625,3571,2807
VIP_032,7:00,-60,-8,4.05,4.5,5.21,15.5,975585,3.67,0.88,4.66,397714,3922,26748,2211,2829
VIP_033,7:00,-97,-12,0.41,3.54,5.75,4.8,574006,1.05,5.37,2.1,519108,11110,43470,67,1446
VIP_034,7:00,-69,-12,3.25,0.74,4.46,2,266882,4.93,1.22,1.7,473650,34789,1687,3272,1438
VIP_035,7:00,-67,-6,1.57,4.46,3.14,12.1,163816,5.49,1.97,0.31,319336,34446,38466,3318,869
VIP_036,7:00,-99,-13,2.79,0.16,3.54,12.8,787636,3.34,2.27,0.8,346389,36559,35616,2185,1359
VIP_037,7:00,-95,-14,1.54,3.19,8.66,13,311988,5.04,0.75,6.55,597843,1655,21643,4770,1661
VIP_038,7:00,-66,-7,3.25,3.73,0.38,8.6,943014,0.46,0.56,6.12,814420,12829,39582,3042,1163
VIP_039,7:00,-63,-13,1.97,3.27,4.01,7.3,775967,4.7,1.23,8.37,128711,14161,45162,3442,2141
VIP_040,7:00,-116,-10,0.25,1.49,1.88,14.1,634887,0.96,2.7,7.52,695330,42528,10617,540,118
VIP_041,7:00,-88,-13,1.85,0.55,7.93,7.4,633846,4.33,4.56,3.71,603499,13377,42426,2628,2113
VIP_042,7:00,-82,-10,0.32,1.8,1.3,17,294556,2.2,0.83,7.57,699166,39142,10896,2262,1290
VIP_043,7:00,-71,-7,2.2,4.73,10.09,9.4,106003,0.14,2.85,11.52,695085,16254,40432,784,2482
VIP_044,7:00,-119,-11,3.87,2.91,10.22,1.6,352146,3.28,1.25,2.8,710478,27484,46976,480,2519
VIP_045,7:00,-78,-10,4.43,0.28,4.7,14.6,842789,1.93,3.96,2.27,154544,49406,22396,4969,162
VIP_046,7:00,-115,-9,0.91,3.01,5.43,13.3,267368,2.33,4.31,6.37,338661,31938,5944,4333,857
VIP_047,7:00,-100,-15,2.84,1.75,0.16,13.2,581348,3.78,4.53,8.84,830349,7916,43603,4419,2197
VIP_048,7:00,-108,-16,3.81,4.37,3.73,6.5,976762,5.46,3.84,8.75,314515,32410,18873,2138,2332
VIP_049,7:00,-101,-7,2.5,4.43,7.81,4.3,653057,0.64,0.87,11.66,105543,31208,35663,4313,1840
VIP_050,7:00,-118,-12,4.58,3.83,3.91,4.7,399979,1.07,1.45,2.21,488044,48054,9172,4932,2370
VIP_051,7:00,-103,-10,2.65,4.82,0.08,8.2,686851,4.66,1,4,357442,30239,27694,3936,1628
VIP_052,7:00,-118,-8,3.21,5.31,8.21,17.9,642096,2.45,3.49,8.52,322819,44959,8756,4058,947
VIP_053,7:00,-77,-9,3.48,4.78,8.79,17.7,303148,1.25,2.91,3.81,588522,3982,39430,4826,575
VIP_054,7:00,-92,-13,3.17,1.2,11.83,6.3,930324,4.51,3.16,8.58,365764,9555,38890,2965,2578
VIP_055,7:00,-76,-15,4.32,3.3,6.64,5.4,642733,5.45,0.83,6.71,150739,15178,18209,3274,2355
VIP_056,7:00,-68,-10,2.38,3.17,1.57,18.2,193299,4.41,2.95,2.45,628480,5106,37074,4824,2385
VIP_057,7:00,-99,-12,4.71,2.47,2.94,9.6,482887,1.13,3.44,2.46,673451,10099,35114,4593,2449
VIP_058,7:00,-82,-12,3.95,4.93,6.34,16,854731,3.34,0.27,4.62,485550,5700,41055,2773,1371
VIP_059,7:00,-81,-10,2.88,2.84,5.87,19,549541,1.72,2.62,4.1,190433,47158,27599,3099,173
VIP_060,7:00,-61,-13,2.55,4.85,2.89,19.3,484409,2.92,4.92,8.07,223689,1574,33875,4938,2376
VIP_061,7:00,-90,-14,5.39,4.3,6.05,17.8,994386,2.29,4.33,10.7,752498,4556,14102,1064,1705
VIP_062,7:00,-116,-10,0.87,1.04,3.8,5.2,140577,3.77,0.82,7.7,318696,37839,15012,2618,2923
VIP_063,7:00,-101,-7,2.97,0.76,6.5,3.4,171909,3.17,0.35,0.48,254623,35500,36236,2418,905
VIP_064,7:00,-67,-6,1.62,3.02,0.1,10.5,760125,2.34,5.01,9.79,917839,6146,36059,3540,2040
VIP_065,7:00,-118,-9,0.05,3.56,11.12,7.5,895416,5.3,3.66,5.68,738775,19490,37323,1633,1281
VIP_066,7:00,-94,-15,0.94,0.3,8.82,1,356144,0.49,0.09,10.24,199093,41105,4203,512,296
VIP_067,7:00,-109,-16,0.57,0.05,2.75,12.9,938596,3.26,3.73,9.37,591739,8165,40910,1215,2419
VIP_068,7:00,-85,-11,1.38,2.1,1.33,9,927353,2.23,0.74,4.2,470625,42192,40942,1527,2548
VIP_069,7:00,-82,-15,4.43,0.44,11.37,8.7,210350,2.51,2.39,2.71,977905,31217,33005,2762,2848
VIP_070,7:00,-79,-8,3.24,4.63,11.91,12.7,623939,2.86,0.86,1.11,267371,18859,2468,4510,1928
VIP_071,7:00,-97,-7,0.1,2.31,3.46,15.9,904639,4.49,0.63,2.43,844751,25210,35068,2003,2055
VIP_072,7:00,-76,-11,4.6,1.23,0.56,2.9,721547,4.38,3.74,0.74,773033,40805,41762,4627,665
VIP_073,7:00,-89,-13,3.6,2.71,3.24,5.5,750521,3.54,4.34,1.76,480065,27981,38253,3515,701
VIP_074,7:00,-120,-10,0.94,5.39,4.89,17,544793,2.4,0.96,5.2,965988,36032,39420,4056,669
VIP_075,7:00,-73,-8,1.71,0.78,7.68,6.4,415777,3.49,0.42,11.07,451162,10653,38264,4719,894
VIP_076,7:00,-82,-7,3.47,0.42,10.72,5.5,183727,0.53,4.8,2.91,523094,41232,13372,4806,1202
VIP_077,7:00,-92,-13,2.81,0.91,11.45,6.6,728819,0.9,0.88,8.29,186092,36210,21962,386,1533
VIP_078,7:00,-83,-16,4.19,4.65,0.13,2.3,811757,0.13,2.68,6.19,966375,24758,8127,4384,457
VIP_079,7:00,-80,-9,4.69,1.41,6.72,6.8,456534,1.85,4.56,8.48,895133,11121,43292,3153,1128
VIP_080,7:00,-108,-13,1.96,2.87,0.96,2.5,127372,3.21,2.52,7.55,387372,13538,23960,1067,53
VIP_081,7:00,-89,-11,5.12,2.37,8.12,8.5,214597,3.41,3.53,8.56,813374,31865,45109,952,62
VIP_082,7:00,-99,-6,2.6,2.59,3.38,16.5,390879,1.61,2.41,6.75,227953,13413,9096,4519,1791
VIP_083,7:00,-72,-10,1.26,3.32,6.81,8.8,291755,1.93,3.13,6.86,524510,12001,15461,2928,1983
VIP_084,7:00,-83,-16,2.07,5.47,9.6,8.3,124602,0.99,3.81,1.2,367503,44265,45390,3589,1032
VIP_085,7:00,-96,-12,1.96,5.33,9.57,12.1,226747,3.26,1.11,8.26,618455,18777,23744,3680,1217
VIP_086,7:00,-110,-10,2.95,4.55,1.29,5.5,802615,0.55,4.6,3.1,348912,38600,12426,4585,298
VIP_087,7:00,-86,-10,0.96,0.89,11.89,7.2,805150,3.49,1.57,5.45,679079,8228,29606,4456,14
VIP_088,7:00,-104,-10,5.04,0.58,0.34,3.1,770967,1.19,1.06,7.55,271952,19645,10567,1307,1691
VIP_089,7:00,-66,-9,4.65,0.92,4.47,9.8,489390,1.39,0.56,11.19,991268,11802,30710,4342,1925
VIP_090,7:00,-115,-10,1.38,2.81,11.73,6.7,240983,0.93,4.18,5.63,695425,31780,8531,2299,1215
VIP_091,7:00,-80,-11,0.64,4.75,3.94,7.3,299955,3.3,3.37,0.96,847339,36410,40784,1021,542
VIP_092,7:00,-107,-12,2.52,4.43,1,19.5,286676,5.1,4.24,8.19,432429,45909,33446,3515,1349
VIP_093,7:00,-104,-8,5.19,4.01,3.87,15.8,548747,2.7,0.56,11.85,910081,22999,5039,3981,2632
VIP_094,7:00,-83,-11,4.88,2.4,11.13,9.8,373653,0.39,2.31,8.1,508126,45742,46558,4765,525
VIP_095,7:00,-86,-11,2.79,4.96,3.37,11.6,640184,1.47,1.17,1.4,685844,1414,14085,1851,2720
VIP_096,7:00,-81,-10,4.36,0.93,5.32,10,211509,1.17,5.14,6.53,534540,2863,14591,443,2802
VIP_097,7:00,-76,-8,4.37,4.42,5.22,15.8,849934,3.11,0.12,8.33,292860,1632,27283,3969,2712
VIP_098,7:00,-61,-8,1.25,3.82,2.11,16.7,667660,5.38,5.11,7.13,766242,25927,35840,1584,2560
VIP_099,7:00,-71,-9,4.92,4.21,4.27,0.8,741179,0.58,3.08,3.89,443681,18891,11787,4613,2030
VIP_100,7:00,-73,-7,2.81,1.15,2.27,6.4,856477,3.14,4.61,0.28,769514,34359,25906,2612,1149
VIP_101,7:00,-109,-15,5.06,0.06,4.5,10.5,232761,3.39,0.39,11.38,680935,24885,29846,2892,376
VIP_102,7:00,-70,-6,5,4.82,0.67,12.2,173327,1.7,1.89,9.49,940724,49472,38270,2240,1864
VIP_103,7:00,-80,-12,3.52,2.45,8.76,14.9,545218,1.27,1.81,3.44,470391,31775,8138,4745,2904
VIP_104,7:00,-66,-8,1.42,1.53,7.77,15.1,562307,3.97,0.29,8.29,251227,24428,30452,760,276
VIP_105,7:00,-109,-8,4.9,2.16,0.79,19,264204,4.33,3.39,5.86,312041,34949,49958,1600,2545
VIP_106,7:00,-68,-14,1.07,3.58,3.7,5.7,934578,3.46,5.38,9.17,949865,6128,47424,1067,1414
VIP_107,7:00,-80,-10,1.31,0.71,0.89,13,876189,4.34,2.62,7.94,396018,1152,38113,1086,1707
VIP_108,7:00,-116,-9,1.61,4.04,8.66,0.6,615339,2.25,4.95,4.47,854635,41558,30393,1169,2239
VIP_109,7:00,-82,-6,3.53,2.82,4.4,1.5,825912,1.3,3.01,8.11,512813,44730,9587,3938,2494
VIP_110,7:00,-88,-6,1.06,0.58,0.76,2.2,603589,4.01,4.28,11.07,387258,11634,14405,4740,1353
VIP_111,7:00,-119,-10,2.01,5.37,5.34,5,466015,0.46,1.67,1.51,102597,45953,30510,4404,1905
VIP_112,7:00,-118,-13,1.32,2.67,8.9,18.1,114032,2.18,5.07,4.43,908501,26929,27170,4771,2023
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,8:00,-79,-7,2.4,2.74,10.9,10.4,861134,0.68,0.99,2.13,364764,26693,7040,2058,2422
VIP_002,8:00,-65,-13,5.41,5.33,3.01,7.1,111868,1.24,0.5,9.65,820603,21018,33736,4490,1158
VIP_003,8:00,-87,-16,4.11,3.36,3.78,9,892414,1.12,2.89,1.32,402398,46249,19475,3693,1462
VIP_004,8:00,-84,-16,4.19,2.69,3.32,0.5,157657,1.45,1.37,5.34,176510,13536,35262,2527,25
VIP_005,8:00,-92,-12,3.48,1.11,7.14,13.2,717073,3.58,0.47,9.68,854704,25912,2018,1076,2966
VIP_006,8:00,-96,-13,4.27,2.11,6.76,16,149299,3.84,2.43,2.66,535895,43869,12844,2526,2025
VIP_007,8:00,-102,-8,4.79,4.05,11.38,11.8,521673,2.6,3.6,7.86,272145,37686,44787,4203,549
VIP_008,8:00,-89,-15,4.29,3.9,6.25,0.5,385801,2.03,3.12,7.13,316515,9404,8228,280,1130
VIP_009,8:00,-80,-12,0.25,4.35,6.77,5.4,827061,4.74,1.08,0.18,524011,33575,16290,2244,1353
VIP_010,8:00,-73,-15,0.75,0.7,0.27,7.6,796701,1.67,3.25,4.14,172527,48412,38170,3569,1881
VIP_011,8:00,-64,-12,4.26,1.3,10,4.9,617605,4.48,5.12,6.34,164096,28153,30569,4939,2499
VIP_012,8:00,-99,-13,3.98,0.66,4.2,13.4,792042,1.04,4.6,1.75,583053,24302,4717,4107,1479
VIP_013,8:00,-61,-11,1.36,0.26,6.45,13.1,577026,1.6,5.32,9.33,167094,36769,33224,4969,1680
VIP_014,8:00,-120,-10,3.22,4.81,6.7,5.2,568447,1.12,0.87,5.84,188233,18308,41084,1833,1497
VIP_015,8:00,-64,-16,1.16,2.2,3.71,14.2,959208,2.54,4.29,11.6,719457,19353,17638,1539,2300
VIP_016,8:00,-89,-13,4.89,5.27,10.78,6.7,428719,5.39,3.07,4.56,914149,42236,32455,18,1989
VIP_017,8:00,-81,-14,0.8,4.3,10.78,3.3,810774,2.38,4.16,9.06,342820,32210,23072,4578,349
VIP_018,8:00,-107,-13,3.56,2.48,7.26,14.8,406284,1.37,2.17,1.12,423691,6095,28263,3521,2640
VIP_019,8:00,-88,-14,0.29,1.44,3.48,6.6,861742,0.97,4.67,1.02,164255,29279,48709,4389,374
VIP_020,8:00,-97,-8,2.13,3.78,2.87,1.5,129889,4.36,2.12,8.64,835628,11569,43450,3874,1638
VIP_021,8:00,-86,-11,5.01,2.98,0.65,2.8,902490,3.73,4.86,4.62,671166,39099,35709,4714,2120
VIP_022,8:00,-61,-15,0.64,3.95,1.1,5.8,871250,1.85,2.69,7.36,772345,8900,25688,3456,410
VIP_023,8:00,-96,-15,2.34,0.21,10.95,4.5,919373,0.81,3.63,11.38,996881,10241,4590,1148,757
VIP_024,8:00,-109,-14,3.26,1.97,11.83,3.8,580424,3.21,4.23,4.22,703473,15812,22026,3497,2624
VIP_025,8:00,-74,-9,1.07,4.46,3.39,2.5,527075,2.15,2.28,11.44,791503,8779,10563,3400,55
VIP_026,8:00,-80,-14,0.92,4.39,3.32,7.2,785955,1.11,0.22,5.62,635632,30254,47936,3949,2687
VIP_027,8:00,-83,-8,3.48,0.82,10.2,7,951355,3.16,4.04,0.52,364970,33473,38941,3387,322
VIP_028,8:00,-60,-10,4.49,1.65,0.81,11.7,865106,4.78,2.59,6.04,267446,23157,18563,2421,435
VIP_029,8:00,-60,-15,0.77,3.32,6.09,12.2,211132,1.57,3.24,7.43,866334,34090,3938,1173,2173
VIP_030,8:00,-88,-7,1.63,1.09,8.07,16.3,239913,3.47,2.59,5.04,138701,45916,27289,1041,1513
VIP_031,8:00,-73,-8,3.74,3.92,9.93,16,806018,5.06,2.02,11.99,525902,19617,2943,1467,1393
VIP_032,8:00,-120,-8,5.15,1.68,7.8,5.8,921836,0.58,2.47,6.66,163778,17627,5380,4026,1233
VIP_033,8:00,-101,-10,2.24,1.72,8,11.7,898571,2.52,1.17,5.16,864744,14703,43277,2955,902
VIP_034,8:00,-87,-10,2.62,3.41,7.21,14.3,506301,1.97,1.46,1.73,622809,3954,37334,4717,2388
VIP_035,8:00,-119,-13,2.01,2.29,4.59,9.3,119761,5.43,4.94,6.27,246088,27177,17966,1689,2169
VIP_036,8:00,-68,-6,5.43,2.37,10.32,10.7,804756,2.19,2.21,2.18,591437,26869,24322,4058,828
VIP_037,8:00,-60,-12,4.62,3.89,2.28,4.3,202596,3.27,1.27,0.14,635901,46519,23447,1411,2289
VIP_038,8:00,-107,-8,5.25,1.45,10.43,18.4,411704,5.02,2.74,9.55,456643,38083,19070,4220,2899
VIP_039,8:00,-104,-13,3.86,1.14,0.6,16.6,767610,0.61,0.72,2.57,661447,11216,27828,1742,2629
VIP_040,8:00,-111,-12,3.44,2.6,5.13,13.5,422784,4.05,0.86,6.62,298616,7142,35233,1599,2540
VIP_041,8:00,-104,-12,4.9,3.17,9.69,16.2,845556,3.57,5.17,4.42,892812,37550,2507,3289,601
VIP_042,8:00,-92,-14,4.84,2.94,5.7,17.1,379454,4.69,1.78,8.59,319765,26022,2524,2708,926
VIP_043,8:00,-103,-7,1.22,2.24,6.67,15.2,554446,1.94,3.92,2.21,855453,22126,27689,455,561
VIP_044,8:00,-79,-10,1.73,5.2,8.02,15.6,319777,2.39,2.81,8.52,138125,45807,38230,859,2402
VIP_045,8:00,-74,-6,4.29,2.03,5.66,11.7,830822,0.56,0.72,1.98,657119,10638,8380,4474,2109
VIP_046,8:00,-71,-9,0.99,3.81,7.54,17.4,363561,3.99,5.24,5.94,242544,45087,12794,4665,2537
VIP_047,8:00,-102,-13,0.29,1.29,5.42,17.5,910543,1.81,3.37,7.42,264074,38459,8031,3551,63
VIP_048,8:00,-61,-16,2.07,5.03,5.39,16.8,678256,2.45,2.61,9.9,842848,18430,9319,993,2931
VIP_049,8:00,-95,-8,2.78,4.9,7.48,14.1,531319,1.13,3.79,5.31,324210,43168,15360,1176,444
VIP_050,8:00,-118,-11,2.78,0.95,6.18,14.8,131579,5.33,2.74,10.23,112989,11539,38735,1873,1606
VIP_051,8:00,-109,-16,4.41,3.89,3.27,12.4,291830,2.25,1.35,1.41,351426,36643,34173,237,1131
VIP_052,8:00,-85,-13,3.92,2.89,4.25,13.7,430134,3.12,2.26,4.19,968015,29791,48616,3266,2330
VIP_053,8:00,-118,-9,3.57,2.67,0.87,11.7,473589,4.19,4.57,7.5,127608,25515,7743,1675,2059
VIP_054,8:00,-110,-12,1.56,2.79,10.7,2.5,105741,1.84,1.27,2.13,273794,38061,1224,4657,2170
VIP_055,8:00,-103,-6,1.86,4.38,7.67,11.9,766497,5.06,2.08,10.52,777737,17975,27119,3215,1868
VIP_056,8:00,-87,-11,4.07,0.35,4.52,18.3,410131,2.28,0.68,5.96,723809,7541,3066,4000,995
VIP_057,8:00,-70,-8,5.21,2.13,7.83,18.7,904873,1.15,4.51,8.64,994638,19854,18529,1322,651
VIP_058,8:00,-108,-15,3.83,2.81,1.05,11.1,653400,3.91,2.75,9.14,330573,7519,35479,15,1569
VIP_059,8:00,-92,-10,0.44,2.95,6.15,10.6,462386,4.55,2.06,5.55,973940,49606,25980,4165,842
VIP_060,8:00,-93,-9,0.35,0.81,6.58,11.4,414947,5.05,0.88,3.86,826673,14507,27532,2383,1839
VIP_061,8:00,-62,-14,1.25,2.97,5.58,11.1,883406,1.9,2.38,4.42,234358,27614,34131,747,1780
VIP_062,8:00,-64,-13,1.6,5.2,4.66,14.9,862912,5.14,4.04,0.1,232543,48184,21772,2534,1881
VIP_063,8:00,-61,-6,4.71,2.78,3.31,8.2,196803,4.35,0.47,7.59,458415,30933,6833,2487,1225
VIP_064,8:00,-104,-16,2.78,2.49,5.39,11.7,632900,2.76,2.31,7.01,305439,6312,34973,4031,474
VIP_065,8:00,-101,-9,0.2,0.18,10.67,7.3,333390,0.43,2.13,1.74,782294,7064,28421,1475,201
VIP_066,8:00,-87,-8,3.9,1.16,8.66,3.2,734827,2.93,4.13,10.42,113492,26799,18680,2709,1659
VIP_067,8:00,-103,-16,3.14,4.63,11.63,6.6,560320,2.58,2.71,9.43,614463,4178,26919,802,2822
VIP_068,8:00,-92,-14,1.1,4.16,5.58,3.3,389436,4.27,3.87,1.96,629335,44610,45200,4815,972
VIP_069,8:00,-88,-10,2.42,3.99,6.38,1.7,404297,3.79,0.9,3.86,261101,5198,7475,2821,365
VIP_070,8:00,-70,-16,4.66,5.26,11.53,19.8,296415,0.34,1.38,5.81,193661,41342,48731,4057,687
VIP_071,8:00,-111,-15,1.4,4.73,1.37,13.9,133446,3.82,0.17,4.21,669287,1916,26002,2716,1404
VIP_072,8:00,-83,-10,3.62,2.65,11.62,18.5,941548,2.42,0.58,0.27,302558,1931,33922,542,2283
VIP_073,8:00,-63,-6,0.88,3.27,5.43,9.5,916441,0.43,1.13,9.91,650098,11272,49132,1594,819
VIP_074,8:00,-105,-12,3.71,5.41,7.02,12.2,598715,0.33,4.86,7.01,831948,15521,23470,3903,2692
VIP_075,8:00,-77,-13,1.59,3.98,5.04,6.7,577447,0.92,3.31,8.79,340537,10941,45709,4893,399
VIP_076,8:00,-98,-14,4.27,4.75,9.26,9.5,791340,1.05,0.51,0.6,415082,30429,22494,1237,2053
VIP_077,8:00,-111,-11,2.7,2.58,9.34,9.5,582061,2.77,1.78,7.61,883799,10962,43123,1256,2217
VIP_078,8:00,-77,-14,4.03,4.92,6.46,9.6,560424,2.63,3.29,11.24,528319,11600,20004,3597,652
VIP_079,8:00,-92,-10,2.39,3.81,10.38,12.4,868362,4.25,4.31,0.08,389991,25900,40485,1458,2811
VIP_080,8:00,-110,-12,4.55,4.35,6.97,7.5,513146,4.79,0.85,10.78,734141,30002,18487,4949,123
VIP_081,8:00,-74,-11,4.87,0.51,6.85,15.2,326231,1.15,4.34,10.69,104951,45204,6858,4851,1694
VIP_082,8:00,-119,-7,0.77,1.66,4.95,2.8,912743,0.71,5.14,11.76,953861,33212,20585,3833,2180
VIP_083,8:00,-103,-8,3.34,0.72,8.49,4.6,307321,1.84,3.61,8.77,845763,16542,23623,2404,1255
VIP_084,8:00,-83,-16,1.95,2.19,10.01,4.4,625730,4.53,0.85,9.15,953370,24835,35316,3849,654
VIP_085,8:00,-92,-7,0.96,4.38,10.43,3.4,668390,4.32,2.72,10.97,246729,10737,15927,2521,2304
VIP_086,8:00,-103,-8,4.25,4.93,11.35,7,846604,4.06,2.04,0.7,602348,27685,40281,4774,2804
VIP_087,8:00,-107,-8,4.04,4.44,7.79,13.2,554912,2.61,5.25,9.84,893312,11702,13077,4962,2499
VIP_088,8:00,-82,-14,2.5,5.4,2.95,15,384321,5.46,1.59,7.79,456261,19442,3538,235,1090
VIP_089,8:00,-84,-7,3.27,0.62,10.57,5.4,140780,4.77,3.26,9.65,686239,35784,46854,951,2802
VIP_090,8:00,-83,-11,2.07,2.58,11.78,17.9,356869,0.13,1.4,6.38,937902,9444,36457,2679,2842
VIP_091,8:00,-105,-13,0.59,1.19,5.1,14,808717,2.53,2.19,7.23,922237,13746,46053,1129,2937
VIP_092,8:00,-118,-7,5.46,1.82,2.28,9.7,267043,2.14,2.01,9.8,461098,35014,12201,4500,2197
VIP_093,8:00,-73,-16,5.38,0.49,9.23,13.4,182725,1.77,4.52,3.52,271224,9155,48682,239,2925
VIP_094,8:00,-69,-8,3.01,5.36,4.84,16.6,183103,3.04,1.04,3.65,926923,28842,10727,2063,2458
