,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Japan,NTT Docomo,440/10,6:00,-74,-7,1.06,0.94,1.83,15.1,457399,0.44,3.93,5.39,365136,37986,14549,2348,2660
Japan,Soft Bank (Vodafone KK),440/20,6:00,-97,-14,1.03,3.64,2.85,2.5,139210,1.9,4.4,3.16,144664,6481,18501,983,1374
South Korea,LGT Telcom,450/06,6:00,-103,-8,1.17,1.25,11.82,15.1,596196,3,0.18,0.8,567254,16016,18418,4986,2167
South Korea,SK Telecom,450/05,6:00,-102,-9,3.61,1.86,1.77,11.1,330041,4.77,5.27,0.84,675068,20034,28297,2103,2957
Vietnam,Viettel,452/04,6:00,-91,-13,5.33,2.8,4.14,8.4,487573,2.19,0.32,3.63,199675,7569,25755,697,1374
Vietnam,Vinaphone,452/02,6:00,-107,-15,4.58,4.28,8.31,10.2,498657,5.21,0.07,4.78,599499,1066,37625,1955,2650
Vietnam,Vietnam Mobile Telecom (VMS),452/01,6:00,-74,-13,3.18,4.22,11.22,9.9,510394,4.3,0.62,3.8,604740,17740,23644,2371,223
Hongkong,CSL (C&W),454/00,6:00,-99,-10,1.23,2.34,3.87,2.7,115472,2.78,1.99,0.16,229847,27761,7208,4426,2369
Hongkong,PCCW-HKT Telephone Limited,454/19,6:00,-63,-7,1.04,2.88,6.87,19.9,335297,4.75,2.36,11.61,950195,18210,23895,4244,2997
Hongkong,China Mobile - Peoples,454/12,6:00,-107,-7,1.53,1.89,1.7,4.4,979327,1.98,0.26,0.19,766101,19194,12888,3919,140
Hongkong,H3G(HONG KONG),454/03,6:00,-92,-11,2.47,3.39,10.68,18.7,555664,4.34,3.81,1.8,136920,21138,14029,1644,453
Macao,Hutchison 3,455/03,6:00,-78,-16,1.04,4.12,6.39,4.8,464713,2.6,3.8,2.88,770065,29567,12647,1500,96
Macao,CTM,455/01,6:00,-111,-10,1.06,0.14,0.38,14.2,720828,2.82,3.18,5.83,425234,30550,2302,1487,1268
CAMBODIA,CamGSM Mobitel,456/01,6:00,-70,-12,4.8,0.87,10.97,18.3,698587,3.67,2.37,10.89,823618,38250,41824,2299,2088
CAMBODIA,Viettel,456/08,6:00,-115,-14,3.28,1.04,0.75,16.4,103151,3.58,2.07,2.46,162393,5547,48138,2751,1965
CAMBODIA,Latelz Co. Ltd,456/06,6:00,-104,-13,2.1,4.75,11.31,16.1,592463,1.46,3.2,1.28,317140,1851,5974,4013,2487
China,China Mobile,460/00,6:00,-104,-11,0.35,0.45,0.72,16.3,768886,4.7,1.77,1.94,772760,5976,39160,110,2560
China,China Mobile,460/07,6:00,-97,-7,3.25,3.46,1.32,5.8,764307,1.09,2.06,4.96,220992,20729,35511,4070,2703
China,China Mobile,460/02,6:00,-78,-16,4.44,3.79,11.22,15.4,279063,1.75,2.4,7.26,363655,28665,4288,4927,2924
China,China Unicom,460/01,6:00,-104,-16,3.9,1.92,11.55,9.2,763188,0.82,0.43,4.11,149134,32041,4636,1643,1631
Taiwan,Taiwan Mobile (ex TCC),466/97,6:00,-65,-10,2.78,2.62,7.21,12,676631,2.75,4.62,5.22,377804,48305,10309,3320,2491
Taiwan,Chunghwa Telecom,466/92,6:00,-83,-11,1.5,2.08,9.79,13.8,842281,3.44,0.77,10.11,503203,19386,7371,4174,2588
Taiwan,Fareastone,466/01,6:00,-110,-15,0.77,1.67,1.9,5.1,744689,1.65,2.76,1.48,257724,36952,2909,1251,2592
Malaysia,Maxis,502/12,6:00,-114,-7,2.85,2.14,4.49,12.6,256460,2.87,2.85,7.48,585527,9751,30193,2056,2527
Malaysia,Celcom,502/19,6:00,-88,-6,3.72,4.8,2.3,16.5,685004,4.17,0.08,2.88,687771,24054,22388,1096,2917
Malaysia,U Mobile Sdn Bhd,502/18,6:00,-97,-11,3.61,3.7,8.58,14.8,910705,2.34,2.68,6.04,143847,25371,11792,3288,70
Malaysia,DiGi  Telecommunication,502/16,6:00,-67,-8,5.5,3.95,1.63,15.7,851937,2.87,2.41,6.84,855803,35342,10900,3864,507
Australia,Optus,505/02,6:00,-96,-7,4.31,5.04,8.66,16.3,397604,0.16,2.99,6.41,530323,10545,36093,388,2139
Australia,Telstra,505/01,6:00,-63,-13,4.65,5.33,0.21,11.5,298619,4.66,2.06,7.09,885551,18437,21258,669,1971
Indonesia,Telkomsel,510/10,6:00,-105,-16,3.6,3.53,1.2,6.9,771567,0.08,1.8,5.08,829155,30157,45473,2643,2690
Indonesia,Hutchison,510/89,6:00,-119,-12,3.46,4.55,7.66,18.7,496677,5.21,0.38,8.63,372464,14868,31852,2919,2815
Indonesia,Excelcom Indo,510/11,6:00,-95,-9,0.9,4.75,11.1,9.2,377989,5.13,0.68,10.56,420326,37343,2261,3329,103
Philippines,Globetel,515/02,6:00,-83,-6,2.51,1,1.41,5.4,153506,5.2,2.08,5.3,287754,41279,6377,1707,754
Philippines,Digitel (Sun Cellular),515/05,6:00,-104,-7,5.26,3.71,3.06,7,374491,2.98,2.55,3.04,555587,32745,10653,3772,1983
Thailand,Advanced Wireless Network Company Ltd.,520/03,6:00,-63,-15,3.37,0.11,2.83,3,699141,4.8,2.99,3.64,563901,20655,3183,3660,1591
Thailand,True Move  HSPA,520/00,6:00,-63,-14,1.22,4.66,11.7,1.8,425013,2.82,5.01,10.19,293187,22331,30602,2902,2337
Thailand,Total Access (DTAC),520/05,6:00,-80,-7,4.1,5.28,2.66,12.7,702698,3.8,3.08,7.84,874195,39209,38985,4757,422
Singapore,Starhub,525/05,6:00,-105,-8,2.17,0.41,9.3,18.5,773033,5.07,3.81,1.65,671035,20464,3484,1625,456
Singapore,Mobile One,525/03,6:00,-116,-12,0.2,5.32,5.48,17.3,167424,0.06,5.44,0.67,453055,47727,4713,291,1616
Brunei,B-Mobile,528/02,6:00,-70,-6,0.08,3.14,3.86,0.8,805315,2.14,3.96,0.53,970354,31765,4871,1275,1769
Brunei,DST,528/11,6:00,-76,-11,4.94,1.91,10.21,5.8,243188,4.93,5.26,4.21,583913,31664,20825,4219,1529
New Zealand,Telecom New Zealand,530/05,6:00,-115,-6,1.15,2.4,10.66,11.1,538901,2.96,3.35,7.27,822137,11124,26983,2334,2887
New Zealand,Vodafone(NEW ZEALAND),530/01,6:00,-105,-9,5.17,2.59,11.53,2.9,622708,0.77,0.53,9.32,557495,32821,29509,4654,664
New Zealand,Two Degrees (NZ Communications),530/24,6:00,-87,-15,4.29,2,3.1,1,191888,2.21,0.95,10.62,529438,4946,22341,275,1638
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,6:00,-70,-6,2.47,2.04,2.48,14.2,636225,3.91,5.14,6.39,946803,48935,6920,559,2069
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,7:00,-78,-16,4.58,1.69,4.25,14.4,571127,1.55,2.04,9.37,942510,27774,10712,1740,1213
Netherlands,T-mobile (ex Ben),204/16,7:00,-62,-13,3.57,3.84,7.47,16.2,770494,2.38,5.28,4.04,394095,41191,41358,3730,2311
Netherlands,KPN (iBasis),204/08,7:00,-104,-16,2.93,3.95,5.34,18,906084,2.87,2.1,1.95,556433,35424,10018,2729,571
Belgium,Belgacom Mobile,206/01,7:00,-79,-12,3.98,3.15,0.82,17.8,467786,5.18,4.7,1.48,816477,11536,43577,2781,1165
France,Bouygues,208/20,7:00,-68,-10,1.8,3.12,10.19,6.7,311395,4.45,2.4,0.45,644072,46098,45525,4504,1369
France,Free Mobile,208/15,7:00,-78,-11,2.47,3.58,9.49,7.4,271607,0.74,2.8,1.39,935122,17920,38138,2428,2796
France,SFR (Cegetel),208/10,7:00,-120,-15,1.45,4.13,6.23,20,678367,1.66,1.24,2.16,909692,17955,24868,1222,253
Andorra,Mobiland/STA,213/03,7:00,-108,-6,0.71,1.4,6.7,17.4,236628,0.2,4.24,8.25,659913,24315,20008,2705,2902
Spain,Telefonica Moviles(SPAIN),214/07,7:00,-67,-12,4.87,4.17,5.52,6.8,786800,5.07,0.32,1.35,847326,14443,28615,1267,56
Spain,Vodafone (AirTel),214/01,7:00,-98,-9,5.06,4.37,7.55,12.9,800062,3.86,5.32,2.06,136287,16648,49512,45,1928
Italy,TIM (Telecom Italia),222/01,7:00,-75,-14,2.93,4.57,2.51,17.2,101135,1.79,1.63,8.4,261667,8994,11968,4108,2746
Italy,H3G(ITALY),222/99,7:00,-77,-15,3.03,4.1,3.45,15.1,887067,0.98,0.13,11.67,986389,28017,24457,1136,1969
Italy,Vodafone Omnitel,222/10,7:00,-62,-7,1.91,1.16,9.79,7.7,478843,0.67,0.71,9.37,248250,21305,24510,4827,290
Switzerland,Swisscom,228/01,7:00,-103,-11,0.58,5.47,7.5,16,672512,3.01,1.98,6.18,129336,41636,33086,1389,348
Switzerland,Sunrise DiAx,228/02,7:00,-92,-8,0.24,1.79,5.72,2.2,419594,2.48,2.23,5.62,227460,44699,17366,756,1714
United Kingdom,Everything Everywhere,234/30,7:00,-63,-8,2.4,1.13,7.27,11.4,657841,1.78,4.77,8.46,691907,3101,12415,2100,1185
United Kingdom,Telefonica O2 (CellNet),234/10,7:00,-109,-8,4.04,0.12,1.36,0.5,762002,2.9,1.01,0.52,468857,17776,42402,418,2764
United Kingdom,Jersey Telecom (JT-Wave),234/50,7:00,-70,-9,3.94,0.5,9.89,15.3,756287,0.92,5.34,5.15,691839,2845,34079,3943,2749
United Kingdom,Everything Everywhere (ex-Orange),234/33,7:00,-103,-12,0.71,5.09,1.32,17,807204,4.89,2.22,6.13,480686,36281,10820,136,928
Sweden,Tele2 - Comviq,240/07,7:00,-96,-14,3.76,1.15,9.35,17.4,313105,4.55,5.16,2.51,945903,3554,12899,3357,2891
Sweden,"Telenor (Vodafone,Europolitn)",240/08,7:00,-78,-15,2.11,2.57,6.16,19.4,947246,1.01,2.14,9.33,273128,13119,22546,2985,727
Norway,NetCom TeliaSonera,242/02,7:00,-72,-14,4.05,1.29,3.3,1.2,191445,0.15,0.76,7.13,862880,45325,16786,1140,2824
Estonia,EMT,248/01,7:00,-94,-8,3.42,4.6,0.49,7.5,240105,0.29,4.96,4.28,267237,3415,4526,2143,459
Russia,Vimpelcom Beeline (KB Impuls),250/99,7:00,-93,-6,5.22,4.41,6.79,0.6,767253,3.96,0.14,1.89,113509,6779,32348,3010,1990
Poland,P4 Play,260/06,7:00,-68,-12,1.3,2.26,7.47,8.7,441626,2.16,2.18,8.59,772923,45385,27887,1724,2196
Germany,E-Plus,262/03,7:00,-102,-12,5.11,2.38,2.97,1.6,309468,2.09,0.45,5.46,867943,49888,33227,2428,2534
Germany,Telekom Deutschland (T-Mobile),262/01,7:00,-89,-16,2.64,3.87,9.34,7.6,371263,5.41,0.11,9.53,911626,31601,6685,3479,634
Germany,Telefonica O2/viag,262/07,7:00,-85,-12,0.81,0.66,7.61,1.2,524462,1.13,0.64,2.21,239004,5366,13973,4456,812
Portugal,TMN,268/06,7:00,-100,-16,1.3,1.55,11.87,17,939577,4.97,2.79,8.18,680135,25182,26929,4809,1973
Turkey,AVEA (IS-TIM Aria),286/03,7:00,-77,-6,0.53,0.23,1.29,17.7,769067,0.81,4.08,2.85,870915,12894,2694,3719,115
MACEDONIA,T-Mobile (Mobimak),294/01,7:00,-62,-6,0.93,2.16,6.03,11,300420,3.53,0.77,4.35,671235,14744,6298,4036,1281
Canada,Rogers Wireless,302/61,7:00,-91,-14,2.43,1.64,3.72,1.5,940410,0.47,4.81,3.24,815736,36801,17231,2864,1830
Canada,Rogers Wireless,302/22,7:00,-86,-10,2.11,3.99,4.53,12.6,597367,2.04,1.61,3.28,602320,5387,14097,1534,572
United States of America ,AT&T,310/41,7:00,-68,-13,1.2,1.45,10.48,8.8,730359,3.57,4.55,6.8,797830,47367,45753,3567,1440
United States of America ,T-Mobile,310/26,7:00,-97,-8,0.75,1.22,7.43,4.7,557387,0.88,4.61,1.41,660009,31298,16151,3995,1060
United States of America ,Southern Communications dba Southern LINC,310/15,7:00,-89,-10,5.06,5.25,5.02,8.9,622645,2.81,5.13,1.23,207779,7170,28392,4362,1185
Unted States,Verizon Wireless,311/48,7:00,-60,-16,3.19,1.24,5.86,12.5,518382,3.98,4.41,3.89,125874,34292,48785,3358,2215
India,Airtel (Kolkata),404/31,7:00,-111,-10,4.07,4.24,3.87,19,754850,4.85,2.44,2.42,849082,23173,33113,950,2527
India,Airtel (Andhra Pradesh),404/49,7:00,-82,-15,1.59,4.01,1.82,16.4,255857,5.36,4.77,11.07,408135,29567,5189,2968,1582
India,Airtel (Mumbai),404/92,7:00,-88,-16,1.14,2.92,0.89,6.8,855465,3.91,0.25,7.63,411583,34686,22660,4379,76
India,Airtel (Kerala),404/95,7:00,-90,-13,1.93,4.92,7.75,13.4,631440,3.24,1.15,7.55,300400,25352,5925,3782,2609
India,AirTel (Chennai),404/03,7:00,-66,-7,2.15,5.04,5.2,15.1,766073,3.55,4.43,10.12,310601,32493,45472,2184,1900
India,Vodafone India (Mumbai) Hutchison Orange,404/20,7:00,-120,-14,4.8,1.35,4.33,19.6,569592,0.74,3.42,0.54,208418,49848,33819,2842,406
India,Airtel (Karnataka),404/45,7:00,-119,-12,4.38,2.11,7.16,2,931677,5.24,3.39,3.35,129076,19123,7751,3347,2432
India,Airtel (Maharashtra & Goa),404/90,7:00,-90,-9,4.93,4.32,11.69,8,975821,3.38,4.14,0.29,689744,16842,25166,4036,16
India,India(404),404/94,7:00,-108,-12,4.37,1.54,7.12,15.9,803362,1.71,3.33,11.75,299792,5201,1797,2846,2700
India,AirTel (Chennai),404/02,7:00,-93,-7,2.93,2.71,2.39,13.3,565616,0.22,2.09,2.33,639891,23054,2234,4664,815
India,Airtel (Uttar Pradesh W),404/97,7:00,-96,-8,0.78,4.15,1.39,13.7,282441,2.54,1.55,0.9,669605,42362,39750,1452,786
India,Vodafone (New Delhi) Hutchision Essar,404/11,7:00,-83,-8,0.64,0.17,7.94,18.6,420111,4.83,1.76,4.36,976370,3872,8313,607,1522
India,AirTel (Chennai),404/40,7:00,-96,-12,1.5,3.37,6.09,14.8,146972,5.13,3.14,8.93,514811,1017,7926,2381,627
India,"Airtel (Rajasthan),Hexacom",404/70,7:00,-79,-12,2.91,3.73,11.08,10.4,400675,4.25,4.26,0.22,175185,17506,1361,1375,1530
India,Airtel (Madhya Pradesh),404/93,7:00,-78,-8,5.43,3.35,11.45,12.5,913741,0.76,4,2.76,879990,25376,38078,552,837
India,Airtel (Haryana),404/96,7:00,-89,-13,0.08,4.75,5.48,6.2,653590,2.89,5.41,10.79,231748,25154,49889,907,1950
India,Airtel (Delhi),404/10,7:00,-79,-6,4.3,2.3,5.39,1.7,524753,4,1.11,11.59,204167,49783,35807,2202,534
India(405),,405/52,7:00,-67,-7,5.35,4.25,4.98,15,789461,4.58,0.15,5.66,476396,15552,12863,2419,813
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,7:00,-109,-14,0.47,3.24,4.71,4.9,934255,2.32,2.86,7.46,209637,29418,8053,4609,2545
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,7:00,-98,-8,1.41,5.41,9.01,4.7,967505,0.99,0.06,2.36,887398,16783,24890,4212,159
Sri Lanka,Bharti Airtel,413/05,7:00,-83,-8,3.79,5.21,6.67,18.7,610344,0.72,0.06,9.7,880379,20661,41735,1880,2652
Sri Lanka,Dialog Axiata (ex MTN),413/02,7:00,-83,-12,0.2,3.14,4.95,12.7,311785,1.07,2.54,1.1,491731,38349,49506,4798,2193
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,7:00,-90,-10,3.54,2.88,3.83,12,154757,4.48,0.92,3.45,441482,49741,34696,3872,1002
Myanmar,Ooredoo Myanmar,414/05,7:00,-76,-6,3.91,3.84,0.76,0.7,913729,4.65,5.15,8.43,974473,25297,29085,1615,1896
Myanmar,Myanmar Post and Telecommunication,414/01,7:00,-79,-6,0.26,4.74,1.94,18.6,470911,1.16,2.06,3.64,907720,47658,42507,3458,711
Saudi Arabia,Mobily,420/03,7:00,-95,-12,0.12,4.18,1.97,4.2,262413,3.55,3.96,7.25,141240,24975,10234,4643,1880
Saudi Arabia,Saudi Telecom Company,420/01,7:00,-116,-8,3.72,3.23,2.89,17.4,468044,3.58,1.95,3.42,773762,17122,27706,1196,357
United Arab Emirates,Etisalat(UAE),424/02,7:00,-89,-13,5.13,3.67,6.22,13.1,888126,1.04,2.99,11.72,199957,8500,15721,4044,754
Bahrain,Batelco,426/01,7:00,-96,-8,3.02,2.03,10.3,18.1,968276,0.66,2.74,3.51,537405,30696,20397,4283,1263
Qatar,Q-Tel,427/01,7:00,-120,-12,3.94,2.67,8.74,1.6,225780,0.65,5.05,1.36,971990,6351,8242,3343,1534
Japan,NTT Docomo,440/10,7:00,-76,-6,2.52,1.03,1.27,15.5,372355,2.66,4.95,3.45,382948,24177,22657,2499,2032
Japan,Soft Bank (Vodafone KK),440/20,7:00,-106,-6,4.63,3.81,6.33,5.7,159482,1.72,4.4,10.82,469381,37185,41707,759,632
South Korea,LGT Telcom,450/06,7:00,-119,-8,5.36,0.2,10.91,16.6,640586,3.74,4.46,1.27,547298,43480,20326,711,2447
South Korea,SK Telecom,450/05,7:00,-119,-6,4.87,2.92,1.77,7,914346,1.48,1,3.56,200315,45569,47440,968,1581
Vietnam,Viettel,452/04,7:00,-81,-12,2.2,1.52,6.56,0.7,427533,0.78,0.56,3.78,566274,30651,18477,3802,1639
Vietnam,Vinaphone,452/02,7:00,-78,-7,3.09,0.55,2.21,13.4,627096,3.12,0.71,10.78,813337,20489,2985,1763,2517
Vietnam,Vietnam Mobile Telecom (VMS),452/01,7:00,-90,-8,2.04,2.2,2.34,4.9,462634,1.79,0.77,7.25,708002,20453,30659,4632,2926
Hongkong,CSL (C&W),454/00,7:00,-113,-7,0.11,2.42,10.97,5.4,116806,2.61,0.29,2.34,346892,38016,32716,764,2005
Hongkong,PCCW-HKT Telephone Limited,454/19,7:00,-85,-12,2.26,4.15,1.56,1.1,919138,4.05,3.3,8.64,503271,46309,10206,39,2703
Hongkong,China Mobile - Peoples,454/12,7:00,-74,-14,4.32,2.35,9.57,1.7,878874,4.73,1.08,11.33,865306,2891,4221,764,610
Hongkong,H3G(HONG KONG),454/03,7:00,-113,-11,1,3,10.4,3.6,661223,1.21,4.89,0.22,112215,34163,18258,2444,2182
Macao,Hutchison 3,455/03,7:00,-80,-8,1.86,4.44,6.07,5.1,686145,3.19,3.71,9.59,814623,27697,9329,3352,1084
Macao,CTM,455/01,7:00,-107,-13,4.93,5.41,0.18,17.1,244865,2.33,3.01,5.1,196566,32324,20303,4104,1906
CAMBODIA,CamGSM Mobitel,456/01,7:00,-110,-9,0.29,2.81,7.42,13.8,989389,2.97,2.5,4.16,464563,2246,43258,696,928
CAMBODIA,Viettel,456/08,7:00,-74,-14,2.37,4.4,10.36,13,153684,5.04,5.02,6.22,203486,46216,22020,2815,1349
CAMBODIA,Latelz Co. Ltd,456/06,7:00,-112,-10,1.82,1.63,0.61,11.4,442262,0.17,0.21,9.57,226189,43170,31799,3650,2087
China,China Mobile,460/00,7:00,-91,-16,2.37,4.75,6.08,15.5,143256,0.45,5.42,1.26,698088,2651,39729,3762,268
China,China Mobile,460/07,7:00,-69,-14,1.53,2.8,11.04,5,486020,5.1,4.77,0.32,406996,30935,9776,3138,1320
China,China Mobile,460/02,7:00,-101,-6,2.07,3.19,5.68,1.6,304173,4.03,0.9,10.21,467442,47654,7744,847,1901
China,China Unicom,460/01,7:00,-90,-15,3.07,4.4,1.99,1,694619,4.99,1.86,9.31,769018,32527,45577,2438,911
Taiwan,Taiwan Mobile (ex TCC),466/97,7:00,-87,-10,4.17,0.46,7.53,19.2,615146,5.08,1.37,4.27,260468,3343,49382,3134,1215
Taiwan,Chunghwa Telecom,466/92,7:00,-62,-11,0.33,1.23,4.06,7.5,369391,4.53,0.59,8.61,909054,15883,2176,544,1529
Taiwan,Fareastone,466/01,7:00,-81,-12,4.36,3.17,8.35,4.7,341740,4.22,3.99,7.6,247132,49943,4219,3382,1519
Malaysia,Maxis,502/12,7:00,-64,-8,4.74,4.32,11.54,7.1,349200,2.42,1.14,8.06,737089,40826,48774,4695,2970
Malaysia,Celcom,502/19,7:00,-100,-10,3.06,4.87,10.09,15.2,393037,5.24,3.95,10.36,573612,10548,30713,422,997
Malaysia,U Mobile Sdn Bhd,502/18,7:00,-69,-16,1.78,2.4,6.19,10.9,663486,4.76,2.95,9.36,327273,48637,43112,2455,1425
Malaysia,DiGi  Telecommunication,502/16,7:00,-84,-11,1.99,1.14,10.61,8.7,361494,4.93,3.43,1.88,999980,39568,34330,1307,2331
Australia,Optus,505/02,7:00,-102,-12,4.95,0.29,11.19,3.3,351812,1.81,4.81,5.58,171634,31564,23529,3889,667
Australia,Telstra,505/01,7:00,-89,-15,0.17,4.55,4.12,5.5,788292,0.6,4.18,5.37,205798,48869,37178,559,171
Indonesia,Telkomsel,510/10,7:00,-113,-9,1.68,3.18,9.09,19.9,701322,1.23,1.68,10.55,664534,3433,44355,2693,2922
Indonesia,Hutchison,510/89,7:00,-86,-16,1.46,2.37,2.24,16.9,326982,0.97,2.47,6.24,651809,46458,16839,4047,37
Indonesia,Excelcom Indo,510/11,7:00,-65,-10,2.45,0.14,0.69,0.8,498367,3.27,0.76,6.28,135625,35580,3881,34,1125
Philippines,Globetel,515/02,7:00,-88,-12,0.26,3.23,6.8,5.1,912880,5.14,0.05,10.61,226397,13520,28977,2799,2116
Philippines,Digitel (Sun Cellular),515/05,7:00,-86,-16,0.45,4.09,1.68,11.6,612797,2.08,3.97,11.81,457609,7883,25649,3601,1872
Thailand,Advanced Wireless Network Company Ltd.,520/03,7:00,-70,-7,4.86,1.73,7.79,8.7,516714,0.92,3.43,8.52,860770,15173,49423,3663,1866
Thailand,True Move  HSPA,520/00,7:00,-81,-10,0.22,0.07,1.11,4.1,798396,5.36,5.1,11.55,227616,5712,18177,4322,2071
Thailand,Total Access (DTAC),520/05,7:00,-61,-15,2.78,1.41,7.01,5.3,930676,0.48,2.43,2.37,200491,24501,5962,4131,729
Singapore,Starhub,525/05,7:00,-64,-16,1.14,5.36,4.55,4.8,998205,3.9,4.27,6.64,796703,2433,8884,3110,2320
Singapore,Mobile One,525/03,7:00,-120,-12,4.54,3.09,1.82,14.6,864434,5.05,3.51,4.98,329308,8692,28199,2003,2323
Brunei,B-Mobile,528/02,7:00,-109,-7,4.16,4.57,4.72,14.5,655201,1.74,1.97,5.13,378369,16954,46342,2107,2628
Brunei,DST,528/11,7:00,-61,-13,1.74,4.77,5.58,5.3,594233,3.22,2.46,3.51,864817,37602,11393,4936,1840
New Zealand,Telecom New Zealand,530/05,7:00,-62,-6,4.2,3.03,0.91,8.8,448279,4.85,0.46,7.55,863117,37621,20324,2194,2016
New Zealand,Vodafone(NEW ZEALAND),530/01,7:00,-85,-13,2.24,0.23,10.9,14.7,653910,1.86,3.56,6,206226,17032,28099,4464,224
New Zealand,Two Degrees (NZ Communications),530/24,7:00,-76,-9,0.41,1.1,11.83,9.9,164393,5.43,3.48,3.69,166342,34835,6846,3264,2360
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,7:00,-92,-9,1.74,0.68,1.13,1,925648,2.62,4.36,4.45,290703,40487,41902,4203,594
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,8:00,-98,-6,1.22,1.17,6.64,0.9,732191,3.07,5,9,681129,19712,43300,655,162
Netherlands,T-mobile (ex Ben),204/16,8:00,-114,-9,3.99,4.93,4.43,14.8,432071,4.63,0.67,9.26,683036,38914,16159,3032,1764
Netherlands,KPN (iBasis),204/08,8:00,-102,-16,5.27,4.13,1.62,16.4,147175,3.91,5.13,4.65,935686,20788,17593,1045,45
Belgium,Belgacom Mobile,206/01,8:00,-92,-10,1.36,0.5,9.91,13.1,502689,0.71,2.35,11.03,528028,12270,45436,3928,1088
France,Bouygues,208/20,8:00,-105,-7,0.22,2.02,1.07,2.6,184540,4.71,4.54,1.23,787227,49027,36953,299,119
France,Free Mobile,208/15,8:00,-117,-12,4.21,4.58,2.72,3.4,944617,5.36,4.85,4.96,213476,40404,37458,4409,2963
France,SFR (Cegetel),208/10,8:00,-118,-15,4.26,2,0.72,19.5,385096,2.32,1.49,5.92,860797,21332,14556,3412,2397
Andorra,Mobiland/STA,213/03,8:00,-65,-8,2.82,3.2,2.17,16.2,520425,3,5.16,3.63,678889,27729,9470,2694,1817
Spain,Telefonica Moviles(SPAIN),214/07,8:00,-77,-8,2.66,4.86,7.15,11.4,799465,5.31,0.95,5.05,485240,32137,28675,3030,16
Spain,Vodafone (AirTel),214/01,8:00,-110,-13,3.95,1.18,5.03,15,226787,3.86,5.02,9.48,630740,30527,18990,2282,104
Italy,TIM (Telecom Italia),222/01,8:00,-82,-15,1.16,4.13,11.14,10.9,302398,0.05,0.82,1.55,143188,14638,39007,1050,2852
Italy,H3G(ITALY),222/99,8:00,-113,-13,0.24,4.86,9.71,9,512871,0.94,5.31,9.67,611409,12601,48694,2728,17
Italy,Vodafone Omnitel,222/10,8:00,-92,-15,4.58,3.3,1.39,3.2,577249,5.1,4.46,8.57,815922,9166,44155,4990,2965
Switzerland,Swisscom,228/01,8:00,-87,-12,4.04,3.62,4.24,12,838732,1.93,3.49,6.68,698084,8988,16397,3248,1219
Switzerland,Sunrise DiAx,228/02,8:00,-74,-8,2.82,1.46,1.35,16.9,513698,4.44,4.59,4.76,377488,30138,13492,3568,339
United Kingdom,Everything Everywhere,234/30,8:00,-118,-13,3.22,1.79,2.5,16.1,615680,2.1,0.43,11.35,726325,49941,1498,4991,1570
United Kingdom,Telefonica O2 (CellNet),234/10,8:00,-118,-16,4.08,2.56,4.61,13.2,707929,3.46,5.31,9.27,698100,25234,3113,1668,1779
United Kingdom,Jersey Telecom (JT-Wave),234/50,8:00,-95,-11,3.84,2.91,8.25,10.1,405619,1.25,2.6,0.59,839959,19114,9341,331,2168
United Kingdom,Everything Everywhere (ex-Orange),234/33,8:00,-91,-13,5.34,1.49,7.07,1.5,884918,0.3,3.79,0.45,672197,17778,5172,587,2127
Sweden,Tele2 - Comviq,240/07,8:00,-107,-12,2.46,3.39,4.18,4.7,543296,3.79,4.07,11.89,904167,45784,45553,721,348
Sweden,"Telenor (Vodafone,Europolitn)",240/08,8:00,-105,-7,0.92,4.15,8.56,9.1,298843,0.44,3.16,7.16,742062,21727,19141,4418,1898
Norway,NetCom TeliaSonera,242/02,8:00,-114,-12,2.07,3.03,3.85,4.1,619645,3.14,3.52,10.48,414976,11107,30742,484,975
Estonia,EMT,248/01,8:00,-111,-13,3.55,0.7,3.78,13.9,273938,3.45,4.25,4.31,864465,36978,43394,4780,2715
Russia,Vimpelcom Beeline (KB Impuls),250/99,8:00,-85,-13,4.36,0.25,6.48,1.4,638796,2.06,2.79,5.69,772459,43585,18448,572,205
Poland,P4 Play,260/06,8:00,-72,-11,3.88,0.29,3.97,4,408634,0.8,1.39,9.58,712578,48844,4739,533,2786
Germany,E-Plus,262/03,8:00,-89,-6,4.3,4.04,1.58,9.7,217594,2.65,1,8.97,621262,5578,19201,1275,2175
Germany,Telekom Deutschland (T-Mobile),262/01,8:00,-95,-10,4.68,1.65,10.3,5.4,514929,0.94,0.94,5.38,257697,4509,22585,1089,2936
Germany,Telefonica O2/viag,262/07,8:00,-75,-13,2.69,4.43,9.18,3.2,588975,0.3,4.76,6.1,476245,35836,37067,1235,2523
Portugal,TMN,268/06,8:00,-118,-11,4.61,0.83,4.85,5.9,903976,4.97,1.32,1.82,226615,13691,36763,755,594
Turkey,AVEA (IS-TIM Aria),286/03,8:00,-119,-16,0.16,0.64,3.51,4.8,335749,3.82,4.28,9.92,975273,31997,15368,90,58
