,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Canada,Rogers Wireless,302/22,9:40,-65,-7,0.34,2.15,4.01,11.8,892761,2.4,5.43,3.15,359015,25200,5488,3767,150
United States of America ,AT&T,310/41,9:40,-63,-13,0.98,4.03,0.59,10.3,873430,5.35,5.15,11.9,293428,23745,26903,2813,685
United States of America ,T-Mobile,310/26,9:40,-85,-13,3.78,0.24,9.18,9.2,211581,3.06,3.11,6.49,752773,25830,13450,214,38
United States of America ,Southern Communications dba Southern LINC,310/15,9:40,-101,-9,3.31,3.82,11.35,4.2,111278,1.52,1.17,11.18,831400,1727,5232,2402,496
Unted States,Verizon Wireless,311/48,9:40,-93,-15,2.4,0.74,0.9,3.4,653438,1.45,0.34,7.84,979365,26802,40385,2420,1099
India,Airtel (Kolkata),404/31,9:40,-90,-12,2.47,3.26,9.21,6.8,803945,2.03,5.37,1.15,488495,5139,22314,1450,1448
India,Airtel (Andhra Pradesh),404/49,9:40,-62,-11,2.92,0.38,8.27,6.1,951796,2.67,3.52,11.04,887969,34302,30591,3631,513
India,Airtel (Mumbai),404/92,9:40,-94,-13,2.76,0.79,3.43,2,389453,0.4,3.14,7.78,908443,30552,2356,3698,2175
India,Airtel (Kerala),404/95,9:40,-100,-13,3.83,1.13,5.18,18.7,972400,2.25,1.42,10.97,998974,37528,4487,350,1276
India,AirTel (Chennai),404/03,9:40,-61,-8,3.02,4.95,1.89,12.2,756274,3.08,3.86,3.83,399068,30714,12563,355,1841
India,Vodafone India (Mumbai) Hutchison Orange,404/20,9:40,-69,-12,5.17,0.69,5.57,19.1,502006,2.51,0.54,6.34,989167,28476,11516,4294,1016
India,Airtel (Karnataka),404/45,9:40,-114,-9,1.02,4.77,6.31,16,230892,4.17,1.67,1.91,404060,45771,42659,2243,2132
India,Airtel (Maharashtra & Goa),404/90,9:40,-80,-12,2.22,2.57,9.41,17.9,704713,3.16,5.12,7.54,785629,47701,5481,2538,100
India,India(404),404/94,9:40,-108,-7,1.25,4.17,11.84,15.4,842013,0.32,2.44,7.1,667252,16934,34472,286,1620
India,AirTel (Chennai),404/02,9:40,-91,-6,2.81,3.69,3.04,15.1,356516,0.82,4.68,2.28,983859,9376,49164,4025,830
India,Airtel (Uttar Pradesh W),404/97,9:40,-77,-9,1.52,0.11,4.49,8.5,934900,0.38,4.03,1.88,379884,46500,31823,2190,1924
India,Vodafone (New Delhi) Hutchision Essar,404/11,9:40,-100,-6,1.06,1.14,3.47,15.3,167290,5.01,4.19,6.12,175280,23083,18751,1434,521
India,AirTel (Chennai),404/40,9:40,-64,-9,4.23,3.04,11.71,7.6,305271,0.22,2.18,8.63,800716,15441,6513,4879,533
India,"Airtel (Rajasthan),Hexacom",404/70,9:40,-72,-14,1.38,0.35,5.28,14.1,445222,2.96,3.87,2.1,457492,32548,29406,2882,2461
India,Airtel (Madhya Pradesh),404/93,9:40,-97,-15,2.97,5.09,4.25,3.6,620802,3.96,0.06,7.05,113331,49553,9200,4645,1593
India,Airtel (Haryana),404/96,9:40,-89,-10,3.08,1.74,2.69,13.5,600638,4,5.3,6.76,591861,15301,12400,3055,2365
India,Airtel (Delhi),404/10,9:40,-68,-13,0.86,4.93,6.04,11,704311,3.38,3.68,8.04,282643,3144,44030,2640,280
India(405),,405/52,9:40,-103,-10,2.17,3.41,5.84,3.6,773130,1.21,5.44,6.73,291515,8924,9938,998,26
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,9:40,-101,-10,1.67,2.04,1.07,4.3,695242,1.47,0.43,8.51,332692,37730,13355,3755,1189
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,9:40,-72,-10,4.18,3.46,0.14,2.6,736885,4.23,2.71,11.05,573021,36271,20386,3414,1681
Sri Lanka,Bharti Airtel,413/05,9:40,-89,-11,3.43,2.79,1.73,17.7,808285,3.09,4.04,10.1,816320,31749,43660,1640,2491
Sri Lanka,Dialog Axiata (ex MTN),413/02,9:40,-113,-13,4.07,0.37,3.22,3.6,667959,4.59,0.51,2.92,717930,46822,48108,2535,259
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,9:40,-111,-16,0.07,1.78,7.29,11.5,669219,3.4,3.34,10.11,612523,24894,33534,3948,1455
Myanmar,Ooredoo Myanmar,414/05,9:40,-75,-6,3.36,3.13,8.95,18.9,217916,3.53,5.34,6.08,618751,40798,11266,4550,2416
Myanmar,Myanmar Post and Telecommunication,414/01,9:40,-79,-11,1.62,1.3,10.16,3.1,756985,3.78,3.12,11.48,281114,18996,18105,4340,2856
Saudi Arabia,Mobily,420/03,9:40,-89,-13,0.6,3.69,2.6,18.8,673302,5.27,4.87,3.89,145397,34049,49420,4084,888
Saudi Arabia,Saudi Telecom Company,420/01,9:40,-80,-11,5.45,3.72,8.99,3.5,247890,0.51,4.7,5.33,586018,20046,16139,4667,2333
United Arab Emirates,Etisalat(UAE),424/02,9:40,-87,-13,4.64,2.57,3.68,17.3,726667,2.93,3.28,3.99,673511,24746,4362,506,2935
Bahrain,Batelco,426/01,9:40,-103,-12,2.38,0.22,3.73,2.6,641557,5.36,0.8,7.77,135275,37561,12526,1734,67
Qatar,Q-Tel,427/01,9:40,-66,-7,3.12,0.66,4.03,6.6,405577,2.19,1.89,2.32,347596,25902,48227,1190,2429
Japan,NTT Docomo,440/10,9:40,-110,-14,3.19,4.57,6.93,17.4,102352,1.24,3.97,3.88,916270,42326,1021,105,2454
Japan,Soft Bank (Vodafone KK),440/20,9:40,-76,-6,2.25,1.18,11.1,2.9,847614,0.35,5.19,6.11,527582,45251,20558,2177,2595
South Korea,LGT Telcom,450/06,9:40,-64,-12,3.51,0.75,8.5,1.4,901021,0.73,4.19,10.08,586750,15932,4373,1977,2327
South Korea,SK Telecom,450/05,9:40,-97,-16,3.54,0.22,0.2,9.3,116638,4.95,5.25,7.4,856175,36897,32389,3287,27
Vietnam,Viettel,452/04,9:40,-66,-12,3.4,2.41,10.9,13.5,211159,2.52,1.3,4.43,359449,26602,2041,4791,2929
Vietnam,Vinaphone,452/02,9:40,-67,-10,0.51,3.33,10.7,15.5,315902,1.48,3.16,1.65,175297,37611,36444,1598,460
Vietnam,Vietnam Mobile Telecom (VMS),452/01,9:40,-96,-10,0.61,5.29,7.61,2.7,534327,0.74,3.11,2.29,177377,13942,20021,4099,889
Hongkong,CSL (C&W),454/00,9:40,-65,-6,1.38,2.96,10.45,5.4,955569,1.24,2.59,2.07,313156,29645,5291,2610,2509
Hongkong,PCCW-HKT Telephone Limited,454/19,9:40,-68,-11,3.37,3.74,2.6,2.1,864702,0.54,4.42,6.59,224284,4300,47477,4643,2952
Hongkong,China Mobile - Peoples,454/12,9:40,-71,-13,2.33,1.46,3.08,7.9,228234,1.8,0.63,8.17,966071,22746,27493,381,20
Hongkong,H3G(HONG KONG),454/03,9:40,-74,-12,4.85,5.45,5.39,1.6,382810,2.07,2.34,4.65,724141,39773,34569,115,1749
Macao,Hutchison 3,455/03,9:40,-95,-12,0.43,1.59,2.59,5.9,964141,3.06,0.57,4.44,812840,1650,13140,1205,1077
Macao,CTM,455/01,9:40,-111,-7,2.64,1.21,7.44,9.5,978624,3.44,4.54,6.07,915628,32224,46610,1395,1973
CAMBODIA,CamGSM Mobitel,456/01,9:40,-117,-9,4.77,3.75,0.67,10.4,174909,1.67,2.51,0.66,361637,22839,8940,267,1245
CAMBODIA,Viettel,456/08,9:40,-68,-7,1.41,0.31,10.56,15.1,290080,4.35,5.13,4.4,122520,30141,32819,23,210
CAMBODIA,Latelz Co. Ltd,456/06,9:40,-85,-8,2.71,4.69,1.04,11.3,807902,2.67,3.45,5.58,550893,42177,28096,4509,1912
China,China Mobile,460/00,9:40,-74,-12,0.16,0.44,11.62,4,643735,5.04,2.85,5.27,142796,27983,30094,4573,1562
China,China Mobile,460/07,9:40,-74,-12,1.46,1.4,10.16,11.5,618357,1.38,4.51,9.23,835804,37535,42799,342,152
China,China Mobile,460/02,9:40,-114,-15,4.22,1.56,10.71,7.1,646059,2.26,0.79,9.28,375773,11799,20529,1625,2324
China,China Unicom,460/01,9:40,-98,-8,2.05,1.76,6.59,1.7,430758,2.19,1.13,7.76,571998,36166,36280,3002,2678
Taiwan,Taiwan Mobile (ex TCC),466/97,9:40,-89,-8,4.01,0.89,7,10.4,901658,4.56,3.91,8.6,337348,10208,38029,2927,2407
Taiwan,Chunghwa Telecom,466/92,9:40,-61,-13,3.61,4.07,3.86,4.5,875204,4.54,2.66,7.98,364055,16175,18426,4665,582
Taiwan,Fareastone,466/01,9:40,-109,-7,4.72,3.88,5.3,15.7,446912,4.13,4.59,6.8,765293,27136,5075,3487,635
Malaysia,Maxis,502/12,9:40,-99,-15,0.27,5.03,8.7,14.6,614178,3.68,3.46,10.05,644206,10996,10447,2451,2626
Malaysia,Celcom,502/19,9:40,-113,-11,2.06,1.49,6.4,10.1,696602,5.28,3.41,7.71,349295,40215,4032,314,1353
Malaysia,U Mobile Sdn Bhd,502/18,9:40,-114,-14,1.19,4.65,5.09,1.5,927115,2.88,5.43,1.16,293782,6842,6839,2020,790
Malaysia,DiGi  Telecommunication,502/16,9:40,-97,-11,4.19,5.32,6.97,5.6,792792,2.23,2.52,10.53,789874,39801,10862,4058,1149
Australia,Optus,505/02,9:40,-77,-8,0.44,2.64,3.26,2.5,551512,3.46,5.4,8.73,124471,18508,21128,1133,782
Australia,Telstra,505/01,9:40,-103,-6,5.14,4.89,9.3,7.1,466649,1.23,4.39,0.32,457754,7946,9535,4561,2097
Indonesia,Telkomsel,510/10,9:40,-98,-16,0.65,4.78,6.82,2.3,633845,0.13,0.51,4.43,336907,2140,23330,748,700
Indonesia,Hutchison,510/89,9:40,-72,-16,0.37,3.45,3.1,14.7,975028,0.22,4.85,0.98,593216,6658,1601,3920,678
Indonesia,Excelcom Indo,510/11,9:40,-67,-13,1.64,5.45,11.55,8.4,845337,1.31,2.58,3.26,490559,17060,14792,1522,88
Philippines,Globetel,515/02,9:40,-105,-9,4.74,3.53,0.82,17.3,793530,4.56,3.48,3.6,591252,6635,10267,3968,2494
Philippines,Digitel (Sun Cellular),515/05,9:40,-65,-9,1.24,0.33,11.37,17.8,674174,3.56,4.76,6.46,226375,17975,5300,3873,2770
Thailand,Advanced Wireless Network Company Ltd.,520/03,9:40,-75,-16,2.08,0.1,5.72,12.7,176948,4.87,3.67,3.85,942762,23986,49462,4581,1552
Thailand,True Move  HSPA,520/00,9:40,-92,-7,3.69,3.77,4.32,10.2,337768,2.19,5.11,4.01,577772,3387,37065,3833,442
Thailand,Total Access (DTAC),520/05,9:40,-104,-8,1.16,1.69,10.55,16.6,494326,0.69,5.45,7.98,898045,38414,44362,3401,1704
Singapore,Starhub,525/05,9:40,-63,-7,3.32,2.07,7.73,12.6,230140,3.11,0.57,5.27,244497,5833,33167,1647,379
Singapore,Mobile One,525/03,9:40,-81,-9,1.23,3.24,9.61,17.1,498078,2.4,5.16,3.12,915157,48331,24415,3033,1711
Brunei,B-Mobile,528/02,9:40,-113,-9,2.88,4.93,4.98,14,213243,3.4,0.46,5.55,683028,23805,6395,4539,2020
Brunei,DST,528/11,9:40,-67,-8,2.15,0.2,2.81,16.5,589297,2.96,2.55,11.71,859680,29249,18749,4198,353
New Zealand,Telecom New Zealand,530/05,9:40,-115,-10,5.3,1.45,0.22,15.6,535237,2.09,1.06,5.19,507267,48018,29776,2753,2386
New Zealand,Vodafone(NEW ZEALAND),530/01,9:40,-95,-12,3.83,1.5,8.38,16.3,741458,4.05,1.85,7.18,321373,33930,32525,912,2405
New Zealand,Two Degrees (NZ Communications),530/24,9:40,-98,-14,4.09,0.43,0.35,13.5,232351,0.74,0.68,7.39,712137,20341,20731,3964,2325
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,9:40,-79,-11,5.18,4.39,4.7,7.3,209431,3.92,1.76,2.87,605697,38046,17756,1495,1244
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,9:45,-60,-8,1.84,4.02,11.77,14.2,466360,3.24,0.81,0.94,812965,24874,42713,2564,1433
Netherlands,T-mobile (ex Ben),204/16,9:45,-97,-15,2.16,0.39,8.63,8.6,429002,5.31,0.35,8.09,977635,21516,33905,3289,2839
Netherlands,KPN (iBasis),204/08,9:45,-75,-11,5.41,2.56,11.29,19.1,576674,0.22,1.85,4.76,478285,2144,4564,1862,2595
Belgium,Belgacom Mobile,206/01,9:45,-117,-8,4.44,5.27,7.33,7.2,427398,0.23,4.55,4.09,963462,4281,14131,4413,716
France,Bouygues,208/20,9:45,-118,-10,4.07,3.88,5.98,16.5,414214,3.26,1.53,2.94,739441,15977,7323,253,199
France,Free Mobile,208/15,9:45,-64,-13,2.49,1.8,3.49,15.8,644269,4.81,3.14,7.12,710114,26854,22199,211,105
France,SFR (Cegetel),208/10,9:45,-95,-16,2.61,3.84,8.48,9,977244,5.31,0.48,10.87,607178,13300,9925,302,1763
Andorra,Mobiland/STA,213/03,9:45,-93,-14,0.6,4.24,3.96,5.9,766292,0.19,3.52,8.76,652071,37248,20957,4824,2737
Spain,Telefonica Moviles(SPAIN),214/07,9:45,-72,-9,2.99,0.91,2.75,2.3,111181,3.82,5.11,0.15,823390,10711,47239,4628,1817
Spain,Vodafone (AirTel),214/01,9:45,-119,-11,2.37,5.33,3.41,12.6,528204,1.3,2.67,6.93,705880,26123,43390,1917,1889
Italy,TIM (Telecom Italia),222/01,9:45,-118,-13,2.15,1.56,8.81,0.5,838865,2.58,3.15,2.75,405337,49249,41366,1723,1278
Italy,H3G(ITALY),222/99,9:45,-68,-6,1.13,2.92,10.07,8.9,371050,1.76,1.98,8.35,428723,27832,8732,4051,2850
Italy,Vodafone Omnitel,222/10,9:45,-101,-7,5.17,4.6,10.06,19.4,619740,0.49,5.06,3.22,456688,46847,16509,1598,1737
Switzerland,Swisscom,228/01,9:45,-100,-8,4.4,1.95,8.28,6.2,153961,0.71,4.53,7.16,306620,44743,19351,1254,389
Switzerland,Sunrise DiAx,228/02,9:45,-65,-8,5.49,0.79,11.4,1.2,640053,2.51,5.31,3.78,457789,48592,34244,941,1212
United Kingdom,Everything Everywhere,234/30,9:45,-74,-9,1.91,1.17,6.53,14.7,637550,3.65,3.55,1.65,862088,23583,14115,2909,2583
United Kingdom,Telefonica O2 (CellNet),234/10,9:45,-72,-8,4.6,1.84,1.47,2.5,663188,4.13,0.33,6.55,152549,10524,26543,3191,521
United Kingdom,Jersey Telecom (JT-Wave),234/50,9:45,-97,-6,4.28,3.24,9.95,13.8,896362,1.46,1.87,3.64,852295,44900,9787,3546,2295
United Kingdom,Everything Everywhere (ex-Orange),234/33,9:45,-80,-10,3.16,4.89,8.45,9.4,846758,4.97,3.47,7.92,437209,26505,14315,3377,1394
Sweden,Tele2 - Comviq,240/07,9:45,-102,-7,3.59,2.71,5.7,18,870673,4.64,0.31,4.29,965453,49505,29376,3899,1508
Sweden,"Telenor (Vodafone,Europolitn)",240/08,9:45,-60,-15,0.05,2.97,0.94,12,857019,3.22,0.98,0.24,538551,32617,13236,3250,271
Norway,NetCom TeliaSonera,242/02,9:45,-66,-13,0.9,1.25,7.26,17.5,741269,1.27,2.48,8.44,297461,22148,26171,1692,642
Estonia,EMT,248/01,9:45,-83,-16,1.77,3.76,6.96,3.3,445030,3.78,3.1,3.57,116734,43517,37772,1415,2327
Russia,Vimpelcom Beeline (KB Impuls),250/99,9:45,-92,-6,0.84,3.1,3.21,18.4,858983,5.42,2.68,3.25,814329,5582,33821,1675,1306
Poland,P4 Play,260/06,9:45,-90,-13,1.43,2.51,11.09,11,902768,3.07,0.74,6.51,965206,34069,31252,2343,1141
Germany,E-Plus,262/03,9:45,-83,-11,4.55,1.61,2.41,7.9,670908,3.42,0.18,4.74,871546,27494,29740,4546,920
Germany,Telekom Deutschland (T-Mobile),262/01,9:45,-78,-6,4.4,1.14,7.38,1.6,281457,2.13,0.1,11.75,265916,3686,40194,279,2676
Germany,Telefonica O2/viag,262/07,9:45,-117,-11,5.12,1.54,9.75,7.6,668915,0.95,0.61,0.66,887571,10800,11292,3639,2314
Portugal,TMN,268/06,9:45,-105,-12,0.39,0.5,2.1,10.8,291668,0.59,0.3,5.42,151343,22648,1584,3420,2089
Turkey,AVEA (IS-TIM Aria),286/03,9:45,-83,-16,3.1,0.39,4.25,6.3,390530,0.29,1.16,5.86,388176,2856,46848,3469,1843
MACEDONIA,T-Mobile (Mobimak),294/01,9:45,-63,-12,2.18,1.47,8.89,8.8,307057,1.71,4.05,9.52,393904,24921,34315,2664,2193
Canada,Rogers Wireless,302/61,9:45,-98,-6,4.58,3.21,2.46,7.2,373580,3.47,2,7.52,957557,47791,16069,4361,625
Canada,Rogers Wireless,302/22,9:45,-105,-13,4.79,0.86,2.27,19.3,307084,4.69,4.85,6.98,234151,9669,32790,229,113
United States of America ,AT&T,310/41,9:45,-66,-12,4.62,3.48,4.04,12.3,757690,2.09,1.23,2.76,408368,2327,35977,4258,447
United States of America ,T-Mobile,310/26,9:45,-103,-15,1.96,1.83,11.67,15.9,221145,4.92,1,8.55,625860,42406,48223,2650,1138
United States of America ,Southern Communications dba Southern LINC,310/15,9:45,-101,-10,3.54,2.35,7.12,7,747780,1.83,0.4,4.27,241485,22248,9773,3536,1021
Unted States,Verizon Wireless,311/48,9:45,-69,-8,1.11,2.3,9.4,13,750890,3.43,1.16,0.07,639269,30862,45917,133,1307
India,Airtel (Kolkata),404/31,9:45,-62,-6,5.45,0.63,4.71,18.9,431615,5.16,0.29,8.07,127856,46871,5052,3542,599
India,Airtel (Andhra Pradesh),404/49,9:45,-87,-12,0.31,4.03,7.08,6.6,768537,0.8,1.14,7.35,143711,19354,11585,1867,2282
India,Airtel (Mumbai),404/92,9:45,-75,-13,3.06,2.63,8.61,9.2,429998,0.96,1.33,11.49,740158,12697,24794,2667,2090
India,Airtel (Kerala),404/95,9:45,-100,-13,1.34,0.21,0.91,11.8,885493,3.05,4.82,4.12,121842,36537,48377,59,1687
India,AirTel (Chennai),404/03,9:45,-104,-14,4.52,3.74,12,3.2,710655,4.26,4.92,10.75,848594,32482,46518,1381,1469
India,Vodafone India (Mumbai) Hutchison Orange,404/20,9:45,-112,-8,0.19,4.57,8.49,3.6,956608,2.49,0.81,8.43,786866,43647,38918,1581,2205
India,Airtel (Karnataka),404/45,9:45,-97,-12,3.59,1.34,1.8,10.6,122643,1.21,5,0.1,419566,45819,10109,4262,1331
India,Airtel (Maharashtra & Goa),404/90,9:45,-113,-6,0.14,1.62,3.8,18.8,532956,0.2,0.24,9.36,490087,9476,1725,1253,686
India,India(404),404/94,9:45,-65,-13,5.3,5.01,2.46,3.5,101788,4.82,0.55,10.32,651096,7897,5502,4189,54
India,AirTel (Chennai),404/02,9:45,-104,-15,4.37,1.64,3.77,6.2,102722,1.97,1.5,2.77,471509,46538,41656,1541,901
India,Airtel (Uttar Pradesh W),404/97,9:45,-85,-9,0.16,0.55,1.14,19.9,653015,2.71,3.42,5.71,107589,35192,36002,3375,1336
India,Vodafone (New Delhi) Hutchision Essar,404/11,9:45,-90,-7,1.62,1.34,7.93,18,441332,1.46,4.22,4.35,983384,45636,17839,4524,981
India,AirTel (Chennai),404/40,9:45,-83,-10,1.47,0.82,5.66,11.3,116844,2.65,4.75,7.44,511908,25721,26018,3239,360
India,"Airtel (Rajasthan),Hexacom",404/70,9:45,-87,-9,3.83,0.81,8.91,1.5,693551,0.23,1.11,2.01,734937,46434,39152,4694,1743
India,Airtel (Madhya Pradesh),404/93,9:45,-111,-9,5.1,2.47,1.01,3,288016,0.64,1.04,5.97,683762,28528,38699,2401,2968
India,Airtel (Haryana),404/96,9:45,-65,-6,2.84,2.49,1.34,1.3,495602,5.28,1.6,7.27,150045,27181,15409,2383,1762
India,Airtel (Delhi),404/10,9:45,-87,-7,3.97,1.94,6.55,5,147021,4.12,4.1,3.02,888995,41317,10916,2375,2590
India(405),,405/52,9:45,-105,-12,0.84,3.67,4.27,0.9,675299,1.54,2.74,11.62,640534,8966,1299,1658,2956
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,9:45,-114,-10,3.11,2.45,0.32,8.6,872524,4.32,2.85,3.28,826328,11006,9126,2147,2775
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,9:45,-106,-16,3.76,1.05,10.09,9.3,326962,3.6,4.43,4.88,243517,16792,11516,1740,928
Sri Lanka,Bharti Airtel,413/05,9:45,-80,-14,4.04,1.2,4.61,15.6,623639,3.49,1.85,0.24,666208,6642,16888,1096,1780
Sri Lanka,Dialog Axiata (ex MTN),413/02,9:45,-106,-7,0.69,2.79,7.86,12.5,357300,1.96,1.91,5.54,696315,34153,31669,1243,1936
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,9:45,-72,-10,4.41,0.76,4.33,4.2,649184,4.19,3.01,7.65,423291,49191,23144,83,1781
Myanmar,Ooredoo Myanmar,414/05,9:45,-110,-16,0.3,4.96,5.37,16.8,909733,1.12,4.53,7.26,816129,23011,3701,4407,1527
Myanmar,Myanmar Post and Telecommunication,414/01,9:45,-103,-15,5.44,0.75,0.17,19.1,867264,0.77,3.16,11.36,347158,19846,40529,2053,1994
Saudi Arabia,Mobily,420/03,9:45,-81,-6,2.54,3.54,10.78,9.6,768508,1.3,4.72,7.7,657341,33997,9135,482,1737
Saudi Arabia,Saudi Telecom Company,420/01,9:45,-99,-7,0.15,4.21,8.24,9.8,965120,3.57,3.89,4.03,395214,24921,25648,4870,460
United Arab Emirates,Etisalat(UAE),424/02,9:45,-100,-13,2.27,2.94,0.14,7.2,400941,3.74,1.26,2.19,770783,28717,33878,3719,1286
Bahrain,Batelco,426/01,9:45,-101,-12,4.02,2.98,1.01,17.5,512685,2.05,1.58,9.53,760296,38253,48097,2831,2074
Qatar,Q-Tel,427/01,9:45,-105,-16,2.27,5.13,6.63,19.6,595000,4.86,3.34,6.02,150175,39012,1233,4173,1999
Japan,NTT Docomo,440/10,9:45,-77,-13,4.21,2.48,11.62,13.7,535117,4.15,3.86,1.14,121196,2110,5459,307,2982
Japan,Soft Bank (Vodafone KK),440/20,9:45,-109,-10,4.24,3.82,0.37,5.1,820190,3.71,3.52,7.27,576620,44597,11318,1053,2870
South Korea,LGT Telcom,450/06,9:45,-104,-11,5.28,0.39,0.06,4.8,747510,3.75,5.34,3.29,635603,22556,35481,3956,2122
South Korea,SK Telecom,450/05,9:45,-83,-9,1.95,4.64,6.11,11.2,962359,4.19,5.46,1.42,913728,30265,17575,396,1279
Vietnam,Viettel,452/04,9:45,-66,-16,1.19,3.28,10.74,0.7,498216,4.27,2.97,10.99,305670,29600,12202,2922,1439
Vietnam,Vinaphone,452/02,9:45,-111,-11,1.05,3.14,11.91,18.2,159845,2.64,5.49,9.4,751104,23910,1902,4385,466
Vietnam,Vietnam Mobile Telecom (VMS),452/01,9:45,-90,-15,0.34,4.98,4.14,18.3,723133,0.24,3.86,2.14,531852,13460,3112,3059,2574
Hongkong,CSL (C&W),454/00,9:45,-71,-14,0.28,2.15,8.69,12.5,172464,3.34,2.33,9.23,485497,44405,6076,2798,222
Hongkong,PCCW-HKT Telephone Limited,454/19,9:45,-104,-11,5.36,1.51,1.25,16.1,706027,1.29,5.46,2.66,824475,43453,9576,748,1059
Hongkong,China Mobile - Peoples,454/12,9:45,-93,-13,5.46,2.97,3.84,3.6,130951,0.37,4.46,3.52,725644,27635,14712,1952,733
Hongkong,H3G(HONG KONG),454/03,9:45,-62,-10,3.37,0.65,4.97,12.6,518966,2.11,4.02,11.26,325104,30115,27637,3908,2418
Macao,Hutchison 3,455/03,9:45,-97,-13,2.6,0.2,0.58,16,984364,2.73,3.05,2.49,124622,44113,38421,4634,2447
Macao,CTM,455/01,9:45,-90,-13,1.44,3.31,8.18,9.4,852126,2.68,3.12,7.96,110675,33199,11779,2525,2708
CAMBODIA,CamGSM Mobitel,456/01,9:45,-72,-14,0.8,1.09,1,12.7,513298,2.65,4.89,9.95,600678,27871,1192,3544,305
CAMBODIA,Viettel,456/08,9:45,-109,-8,4.52,3.15,4,7.9,193242,2.69,5.21,6.37,857336,24532,36176,2636,2399
CAMBODIA,Latelz Co. Ltd,456/06,9:45,-62,-16,2.58,0.23,8.01,17,542622,2.61,2.32,4.45,394351,19245,38905,3061,1429
China,China Mobile,460/00,9:45,-89,-14,2.79,1.8,2.74,4.4,774360,4.31,3.95,5.67,527335,20480,10948,1957,1633
China,China Mobile,460/07,9:45,-65,-6,3.53,3.79,3.84,1.8,137563,0.65,4.26,6.59,653143,37712,23038,2521,335
China,China Mobile,460/02,9:45,-71,-12,3.31,3.07,0.51,3.5,790867,4.82,2.5,6.54,928788,38191,12264,253,2233
China,China Unicom,460/01,9:45,-62,-10,0.51,1.29,0.4,6.4,704493,4.42,1.92,3.06,178900,12569,33961,565,2594
Taiwan,Taiwan Mobile (ex TCC),466/97,9:45,-64,-16,1.72,4.77,10.2,3.4,383796,5.44,2.76,6.51,410499,16930,8649,2082,1437
Taiwan,Chunghwa Telecom,466/92,9:45,-108,-15,4.06,3.38,11.95,0.7,748102,0.26,5.33,6.12,533590,1349,28209,4597,1141
Taiwan,Fareastone,466/01,9:45,-79,-15,4.92,1.07,6.1,19.3,803376,4.31,0.63,5.39,329513,25669,14348,298,60
Malaysia,Maxis,502/12,9:45,-85,-9,3.33,2.3,2.81,16.5,920232,0.42,4.84,2.05,393709,11679,8482,3666,1466
Malaysia,Celcom,502/19,9:45,-104,-15,3.28,2.97,10.78,4.4,352991,4.43,2.61,8.52,258567,38986,15802,1035,1618
Malaysia,U Mobile Sdn Bhd,502/18,9:45,-83,-13,5.34,1.18,3.42,1.2,817562,4.9,1.48,9.37,637987,9336,32292,2987,2791
Malaysia,DiGi  Telecommunication,502/16,9:45,-78,-9,4.12,3.65,5.88,19.8,340152,0.32,2.7,5.14,383223,49706,27224,698,993
Australia,Optus,505/02,9:45,-101,-13,2.18,1.77,7.92,15.5,639479,0.15,4.81,10.89,973154,8316,33940,2571,2136
Australia,Telstra,505/01,9:45,-107,-11,2.47,1.33,1.97,4.8,552782,2.33,2.83,3.22,402694,35215,42933,4221,773
Indonesia,Telkomsel,510/10,9:45,-95,-6,2.67,4.53,1.89,3.4,306025,1.54,0.46,11.63,777246,32200,27778,1469,1100
Indonesia,Hutchison,510/89,9:45,-62,-10,2.73,1.49,3.31,8.1,203436,0.34,4.83,5.49,696300,3435,14846,4044,2104
Indonesia,Excelcom Indo,510/11,9:45,-107,-10,3.03,3.54,1.09,16,619076,4.77,4.79,6.59,608209,38797,39837,2337,947
Philippines,Globetel,515/02,9:45,-108,-11,4.08,4.95,6.04,3.4,663109,3.41,0.55,3.67,310093,13953,42698,793,2610
Philippines,Digitel (Sun Cellular),515/05,9:45,-92,-13,2.65,1.33,3.48,2.9,472568,3.37,5.06,6.46,413308,21300,13864,3095,2502
Thailand,Advanced Wireless Network Company Ltd.,520/03,9:45,-119,-8,4.89,5.45,1.4,11.8,628345,2.79,1.96,0.65,879457,12976,19557,3399,607
Thailand,True Move  HSPA,520/00,9:45,-90,-7,1.18,4.58,11.34,9.2,233895,1.4,1.64,5.2,311955,3636,18828,2024,423
Thailand,Total Access (DTAC),520/05,9:45,-92,-14,1.73,1.86,3.73,17.8,577258,2.15,1.32,9.09,793452,42071,8935,1012,2848
Singapore,Starhub,525/05,9:45,-79,-13,2.73,0.26,11.54,8.1,767103,1.19,5.03,7.67,792062,40733,42942,4160,1696
Singapore,Mobile One,525/03,9:45,-73,-15,5.16,1.92,11.17,14.1,105027,0.89,2.7,10.94,644501,46235,17985,3927,447
Brunei,B-Mobile,528/02,9:45,-81,-15,1.67,2.75,9.9,17.3,714542,1.83,2.78,11.51,388911,19600,48575,905,882
