Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Wallace,Kansas,2/2,-89,-14,0.81,3.08,1.3,2.4,297159,2.3,4.37,4.55,521368,12715,45322,2901
Washington,Kansas,2/2,-112,-9,2.94,5.16,6.75,17.6,335922,2.45,0.88,6.6,791265,19455,9298,1570
Wichita,Kansas,2/2,-86,-9,0.4,3.13,8.58,5.7,443406,2.39,0.16,3.66,189529,45846,47741,2939
Wilson,Kansas,2/2,-71,-16,5.5,2.51,9.75,17.4,228434,1.01,4,8.67,657099,15600,28121,3891
Woodson,Kansas,2/2,-63,-6,2.28,3.56,6.73,9.2,316206,1.04,0.26,6.42,956722,44022,25362,2555
Wyandotte,Kansas,2/2,-73,-12,4.74,4.41,11.71,10.3,614792,1.3,3.55,7.81,612755,27363,17282,4264
Adair,Kentucky,2/2,-81,-6,0.79,1.45,10.57,2.6,170516,4.65,4.04,10.84,412594,9504,10986,1392
Allen,Kentucky,2/2,-71,-14,1.93,0.77,5.86,7,701765,3.04,3.8,0.91,878435,29784,39884,3647
Anderson,Kentucky,2/2,-71,-9,4.64,4.82,9.48,8.1,112069,3.3,3.64,11.33,759007,9766,46450,343
Ballard,Kentucky,2/2,-93,-16,1.06,1.39,1.45,16,615221,0.08,4.64,3.71,819659,4092,2770,4125
Barren,Kentucky,2/2,-73,-8,0.54,2.59,9.48,17.8,590372,4.62,4.43,5.06,489884,40374,37528,4031
Bath,Kentucky,2/2,-99,-12,0.05,0.93,11.8,6,285515,0.8,4.64,9.24,387010,14002,15371,4173
Bell,Kentucky,2/2,-91,-13,0.32,3.4,1.5,0.6,694234,0.05,3.68,7.33,127679,1800,38015,207
Boone,Kentucky,2/2,-74,-15,2.29,0.33,0.94,2.2,866846,3.56,3.14,2.37,265419,30297,21630,4681
Bourbon,Kentucky,2/2,-87,-16,2.45,5.03,3.85,12.3,696787,0.09,1.96,4.5,301679,35482,42786,1737
Boyd,Kentucky,2/2,-92,-11,4.74,3.34,0.55,7.8,518118,3.95,0.43,5.46,809062,19695,40685,3468
Boyle,Kentucky,2/2,-77,-12,4.5,4.76,11.92,6.9,465839,0.61,3.49,8.01,437599,2848,40136,684
Bracken,Kentucky,2/2,-78,-13,0.17,3.69,0.69,15.8,451544,2.04,1.74,8.12,414345,25543,14551,3202
Breathitt,Kentucky,2/2,-84,-15,3.05,2.77,10.72,9.2,321370,3.57,1.06,4.12,704864,31486,39638,3175
Breckinridge,Kentucky,2/2,-67,-15,0.7,1.77,8,2.1,790769,0.99,4.01,5.02,768492,34606,2968,1369
Bullitt,Kentucky,2/2,-71,-6,5.15,2.02,4.06,16.3,681633,3.53,0.43,5.61,570021,36392,44107,1976
Butler,Kentucky,2/2,-108,-16,3.13,5.43,8.09,12.4,577088,3.05,5.36,6.73,391110,13624,19053,3399
Caldwell,Kentucky,2/2,-65,-9,0.42,2.06,2.21,16.7,527329,2.45,5.47,11.86,731804,28743,47382,502
Calloway,Kentucky,2/2,-114,-7,3.71,0.43,7.65,9.7,872345,1.59,2.8,9.08,644259,27734,23083,467
Campbell,Kentucky,2/2,-104,-9,0.41,0.79,3.08,5.6,243017,3.17,1.35,8.32,324709,35421,33312,3037
Carlisle,Kentucky,2/2,-108,-14,1.17,1.65,6.36,10,643654,2.8,2.34,1.14,922232,43712,45013,4017
Carroll,Kentucky,2/2,-87,-7,2.67,0.3,7.51,10.3,261566,0.25,3.46,0.63,997152,41847,39436,1524
Carter,Kentucky,2/2,-98,-8,1.46,0.69,5.07,11.5,415142,3.53,2.36,10.8,360378,41455,35479,598
Casey,Kentucky,2/2,-107,-13,5,3.84,8.07,19.4,841686,2.87,2.13,1.33,747062,7191,2131,1875
Christian,Kentucky,2/2,-93,-13,2.07,0.69,10.3,4,479466,4.46,0.5,0.06,404366,39815,13924,3444
Clark,Kentucky,2/2,-63,-8,2.8,5.25,7.81,8.5,116537,2.92,2.71,4.02,185580,42581,2024,52
Clay,Kentucky,2/2,-116,-16,4.98,1.73,4.19,16.3,756913,1.32,1.28,0.32,219546,26212,7795,4988
Clinton,Kentucky,2/2,-74,-13,0.43,1.5,8.69,2,209871,3.59,4.6,5.83,162913,29792,24578,3792
Crittenden,Kentucky,2/2,-109,-7,2.64,3.83,6.89,14.5,869012,4.98,5.23,7.05,815952,10908,12804,4728
Cumberland,Kentucky,2/2,-104,-10,2.64,2.06,9.98,10.8,378323,3.36,2.75,2.94,659662,13609,4629,4987
Daviess,Kentucky,2/2,-94,-9,2.11,1.48,11.99,15.6,281461,2.55,3.12,1.17,348442,11413,4518,1443
Edmonson,Kentucky,2/2,-93,-13,0.11,0.71,10.1,9.6,799606,0.24,3.77,0.09,389169,4386,15321,2853
Elliott,Kentucky,2/2,-87,-8,3.08,4.1,9.48,9,435219,4.33,3.4,1.33,778366,13637,41971,1368
Estill,Kentucky,2/2,-71,-8,1.87,4.81,10.65,18.1,364824,1.4,3.38,10.4,618972,39895,21090,1529
Fayette,Kentucky,2/2,-108,-9,3.16,4.5,0.41,8.7,472477,0.43,3.4,6.08,339783,16259,40617,3877
Fleming,Kentucky,2/2,-109,-13,4.68,5.03,9.12,18.4,179671,1.39,5.42,9.21,505271,44120,47752,2581
Floyd,Kentucky,2/2,-71,-16,3.16,4.86,3.64,12.7,178546,5.49,2.12,7.89,716717,26077,29211,1612
Franklin,Kentucky,2/2,-91,-7,0.87,5.18,3.81,11.9,421169,4.45,1.88,6.63,167637,28263,41339,1127
Fulton,Kentucky,2/2,-95,-16,3.66,3.29,9.71,11.1,365408,3.18,4.62,7.87,530728,5240,26619,2641
Gallatin,Kentucky,2/2,-103,-10,2.82,4.62,7.48,19.9,553528,3.15,1.14,11.8,141973,2524,2924,3913
Garrard,Kentucky,2/2,-113,-13,1.03,0.17,7.7,5.8,494448,2.24,0.06,2.77,536131,33668,43232,3467
Grant,Kentucky,2/2,-91,-10,3.42,0.87,1.33,14.8,942725,3.12,1.74,2.53,658025,22121,29533,1393
Graves,Kentucky,2/2,-88,-6,5.24,0.51,3.81,3.4,568456,2.64,1.82,3.98,337848,18960,35419,922
Grayson,Kentucky,2/2,-64,-14,4.86,3.54,8.22,10.9,788916,0.05,0.12,0.8,654265,13731,38149,4033
Green,Kentucky,2/2,-103,-9,1.28,3.81,9.49,9.7,734016,0.59,1.21,3.92,590876,10795,11121,2456
Greenup,Kentucky,2/2,-71,-6,1.2,3.75,4.56,18.5,533221,1.45,2.63,10.48,336013,44557,26982,1724
Hancock,Kentucky,2/2,-120,-10,5.44,4.64,0.79,12.5,122577,5.11,2.14,5.72,255284,25409,37765,863
Hardin,Kentucky,2/2,-66,-12,5.27,2.78,6.26,0.7,229427,3.09,0.57,0.91,590988,17467,42471,4535
Harlan,Kentucky,2/2,-98,-8,3.14,1.57,6.58,1.5,643518,4.64,0.58,6.87,178783,42729,4713,3498
Harrison,Kentucky,2/2,-74,-12,4.71,0.23,0.87,6.4,905582,1.68,1.46,8.25,481889,23493,35507,1881
Hart,Kentucky,2/2,-78,-12,3.51,1.62,11.18,8.7,663175,2.2,4.21,2.56,250654,13585,48726,272
Henderson,Kentucky,2/2,-117,-16,5.02,0.22,10.08,14.4,668607,4.13,3,7.3,580211,25156,19666,2515
Henry,Kentucky,2/2,-85,-7,3.44,1.33,5.36,2.7,662348,0.31,4.54,0.2,291253,42897,24829,2749
Hickman,Kentucky,2/2,-116,-10,1.13,5.27,9.43,1.2,867296,1.19,0.21,6.45,637686,28325,44095,3001
Hopkins,Kentucky,2/2,-89,-12,5.35,2.43,3.41,16.7,698761,5.01,2.35,11.19,358481,26245,30562,1420
Jackson,Kentucky,2/2,-112,-11,1.67,4.45,11.75,2.9,544446,3.7,5.1,11.3,457961,34955,5946,3636
Jefferson,Kentucky,2/2,-75,-9,1.63,0.49,11.63,14.7,516166,4.91,2.29,8.22,559881,45824,46840,10
Jessamine,Kentucky,2/2,-60,-7,1.87,4.14,2.14,16.2,126546,1.03,0.65,9.44,740429,10261,20369,1917
Johnson,Kentucky,2/2,-66,-11,2.2,2.56,7.69,4.2,507539,2.53,1.32,5.22,699299,20793,14522,2677
Kenton,Kentucky,2/2,-94,-8,0.29,0.05,0.8,10.6,756839,4.55,4.77,1.07,223782,49173,22598,4332
Knott,Kentucky,2/2,-74,-16,2.43,0.61,1.87,10.9,988663,3.02,2.12,11.8,519675,18191,8644,2156
Knox,Kentucky,2/2,-78,-7,1.28,1.93,2.58,8.7,483317,4.87,0.55,6.96,600630,23612,34543,171
Larue,Kentucky,2/2,-75,-14,1.66,1.24,11.93,12.3,503988,1.7,0.82,0.73,729135,26019,20208,716
Laurel,Kentucky,2/2,-100,-7,2.86,0.36,11.93,7.2,773394,1.95,4.82,11.22,491083,13490,7372,1799
Lawrence,Kentucky,2/2,-107,-14,2.23,0.91,5.75,14.8,845182,0.13,4.15,8.14,350627,49422,25672,1192
Lee,Kentucky,2/2,-71,-16,3.03,3.11,6.7,12.4,223470,0.57,4.2,2.36,810542,20318,22241,2517
Leslie,Kentucky,2/2,-97,-8,0.5,1.14,8.05,4.6,449706,2.51,2.29,4.65,457082,8048,33483,4651
Letcher,Kentucky,2/2,-60,-13,2.32,5.1,2.43,6.9,687879,2.19,5.16,6.05,520069,17904,28060,673
Lewis,Kentucky,2/2,-74,-8,2.49,2.99,8.64,15.8,419534,3.48,0.5,2.14,647083,14670,44804,1956
Lincoln,Kentucky,2/2,-81,-16,4.32,0.24,7.43,8.9,781890,4.86,3.08,7.99,764355,3104,21837,4545
Livingston,Kentucky,2/2,-93,-13,3.04,5.31,4.49,10,584743,4.61,1.33,5.91,413842,4446,17181,3690
Logan,Kentucky,2/2,-60,-6,4.37,1.03,9.47,3.8,221874,2.61,2.69,11.35,813865,41863,7384,1217
Lyon,Kentucky,2/2,-108,-15,0.37,4.74,3.65,15.4,352812,5.41,3.67,7.58,267169,12692,36640,1640
McCracken,Kentucky,2/2,-103,-10,0.2,0.46,3.98,1.2,534185,0.66,1.15,3.58,739697,16541,5511,2796
McCreary,Kentucky,2/2,-90,-14,2.4,4.71,9.48,18,921568,2.75,1.26,0.82,263902,23095,45146,3690
McLean,Kentucky,2/2,-119,-10,2.04,2.07,8.56,5.6,656413,5.43,2.99,8.88,966238,39260,36107,4731
Madison,Kentucky,2/2,-91,-9,3.11,4.25,7.29,10.1,128549,4.89,3.59,3.65,496486,46520,22281,1555
Magoffin,Kentucky,2/2,-115,-15,4.77,3.1,4.85,7.2,864176,0.36,0.53,5.91,780278,22881,33637,3158
Marion,Kentucky,2/2,-88,-15,0.65,2.1,8.88,18.1,991557,4.95,3.31,5.07,544671,14006,26553,382
Marshall,Kentucky,2/2,-79,-8,2.89,5.11,0.28,7.8,529410,1.43,0.73,11.9,717923,20222,4161,3546
Martin,Kentucky,2/2,-69,-7,0.47,3.79,1.16,16.9,172698,0.14,3.53,7.84,345384,12915,21004,4520
Mason,Kentucky,2/2,-72,-13,0.84,1.82,9.73,2.1,418365,4.53,2.94,0.78,454580,33259,27364,688
Meade,Kentucky,2/2,-114,-6,0.14,4.45,11.46,11.5,552458,2.09,0.62,9.1,705985,26390,17105,2387
Menifee,Kentucky,2/2,-84,-15,1.94,2.31,5.19,5.4,895550,1.75,0.83,0.71,986499,24270,22378,626
Mercer,Kentucky,2/2,-92,-16,0.87,5.22,6.82,1.7,749854,1.41,3.4,3.79,696305,26952,20247,3490
Metcalfe,Kentucky,2/2,-82,-13,3.53,0.52,6.33,7.5,846687,2.35,2.61,1.8,283656,47653,26149,2153
Monroe,Kentucky,2/2,-73,-10,1.25,1.55,3.45,7.2,989737,4.98,3.85,0.2,791966,6645,48259,361
Montgomery,Kentucky,2/2,-95,-6,2.25,3.64,11.27,6.6,530080,1.83,2.62,1.44,579070,43419,45383,3398
Morgan,Kentucky,2/2,-79,-16,1.42,5.2,1.75,9.8,428898,0.78,3.29,0.6,754440,35759,28112,1942
Muhlenberg,Kentucky,2/2,-83,-6,0.51,1.43,11.6,12.7,927683,0.49,0.28,2.35,320505,32818,47027,860
Nelson,Kentucky,2/2,-80,-13,0.1,0.49,1.86,12.6,464008,1.06,1.04,4.39,365900,47606,7652,3529
Nicholas,Kentucky,2/2,-111,-13,5.25,4.98,1.3,11.2,284013,3.17,1.84,4.14,664954,15302,26589,4770
Ohio,Kentucky,2/2,-74,-13,2.87,4.89,10.3,5.5,947111,2.93,5.39,11.72,198441,43220,39989,2722
Oldham,Kentucky,2/2,-101,-15,0.63,2.69,7.36,4.7,146704,0.32,3.28,3.74,941071,41202,8188,3973
Owen,Kentucky,2/2,-72,-15,0.15,3.56,8.75,8.4,279831,2.29,0.89,0.34,800344,38460,11144,1863
Owsley,Kentucky,2/2,-108,-11,5.17,2.69,2.88,6.6,661333,2.1,2.4,11.86,698449,21096,16347,4854
Pendleton,Kentucky,2/2,-63,-8,2.89,2.75,2.23,2.6,477506,5.32,2.88,4.37,584088,8039,13502,61
Perry,Kentucky,2/2,-71,-7,2.93,0.14,10.74,2.7,292201,2.48,2.34,10.29,431631,42514,28422,4435
Pike,Kentucky,2/2,-119,-12,0.97,0.22,8.89,8.5,836430,3.01,0.42,2.6,870795,1756,18576,1052
Powell,Kentucky,2/2,-120,-13,1.03,4.33,4.02,13.9,635527,4.14,2.24,1.83,633709,28923,7097,2325
Pulaski,Kentucky,2/2,-110,-16,3.48,0.82,9.03,6.5,517142,0.57,4.94,10.21,136732,18839,5127,3093
Robertson,Kentucky,2/2,-60,-12,3.06,0.56,6.03,5.7,615479,1.74,1.7,7.25,944487,20872,34697,2750
Rockcastle,Kentucky,2/2,-62,-7,1.28,3.81,5.05,10.9,290647,2.02,4.09,2.15,812811,46229,21836,4846
Rowan,Kentucky,2/2,-118,-14,1.76,2.02,3.07,1.4,549499,3.64,5.24,10.34,517902,13334,19045,4365
Russell,Kentucky,2/2,-69,-8,5.22,5.2,4.56,3.4,617090,5.01,5.43,4.97,931296,21783,13712,530
Scott,Kentucky,2/2,-78,-7,0.18,4.31,11,6.1,820976,4.78,2.72,6.53,446323,25707,21222,2395
Shelby,Kentucky,2/2,-75,-14,2.74,1.01,8.21,4.3,147228,5.29,5.48,7.05,993226,12161,49908,2345
Simpson,Kentucky,2/2,-62,-16,0.46,5.29,2.9,10.8,772971,4.96,0.66,8.66,485766,29830,28890,2168
Spencer,Kentucky,2/2,-102,-12,5.14,1.54,0.29,4.7,730720,5.26,4.11,0.14,245068,5173,1943,490
Taylor,Kentucky,2/2,-77,-16,1.86,3.39,7.9,12.9,765296,1.78,4.36,2.87,468552,26358,22370,2060
Todd,Kentucky,2/2,-96,-9,3.6,0.32,7.16,19.4,478342,0.8,2.76,1.68,324311,32782,11399,3473
Trigg,Kentucky,2/2,-64,-9,3.62,5.44,7.38,8.3,782080,3.37,2.39,11.63,562241,46614,38443,2182
Trimble,Kentucky,2/2,-88,-14,1.03,1.16,11.04,9.2,595547,2.7,3.44,0.33,463392,16413,40981,2925
Union,Kentucky,2/2,-69,-8,1.72,5.12,10.61,7.1,729215,4.23,2.58,7.54,243601,5154,20297,3741
Warren,Kentucky,2/2,-77,-16,0.57,3.15,0.22,10.6,277659,0.62,4.23,7.21,290169,16666,1451,554
Washington,Kentucky,2/2,-65,-7,1.96,3.96,10.26,16.3,821200,1.62,4.02,4.33,187714,35484,42508,3775
Wayne,Kentucky,2/2,-75,-10,3.99,4.69,11.17,10.9,142526,0.18,5.15,1.41,704918,21857,11536,4691
Webster,Kentucky,2/2,-92,-9,5.04,0.9,3.87,16.8,643129,3.26,5.41,2.75,284487,32879,27447,4288
Whitley,Kentucky,2/2,-82,-15,2.59,5.41,4.2,19.2,597965,1.8,5.01,5.17,184862,20129,17274,1600
Wolfe,Kentucky,2/2,-97,-10,1.25,5.27,8.4,12.2,396005,5.23,4,6.14,581828,11540,27495,2974
Woodford,Kentucky,2/2,-91,-10,5.01,4.55,7.59,3.1,487811,4.76,1.52,0.53,677368,18612,46127,2325
Acadia Parish,Louisiana,2/2,-116,-16,3.84,5.32,0.23,0.6,498120,0.96,3.22,0.68,381911,28141,35911,2207
Allen Parish,Louisiana,2/2,-97,-10,2.35,1.8,3.19,14.5,314978,4.42,2.75,6.48,561364,2964,8996,1429
Ascension Parish,Louisiana,2/2,-115,-10,3.44,1.56,0.5,7.2,971968,4.73,3.41,11.7,599266,27099,27704,3725
Assumption Parish,Louisiana,2/2,-114,-14,0.51,2.18,7.76,10.6,802499,3.54,5.04,9.2,859595,5199,38429,4216
Avoyelles Parish,Louisiana,2/2,-80,-11,2.74,0.91,6.12,12.7,301872,1.35,2.19,1.56,802207,40313,4935,2759
Beauregard Parish,Louisiana,2/2,-61,-16,0.1,4.49,3.66,4.1,737192,4.79,2.02,1.9,278245,15569,2159,373
Bienville Parish,Louisiana,2/2,-92,-16,4.46,4.12,10.51,5.4,505624,1.37,4.81,2.9,346610,32418,32914,3928
Bossier Parish,Louisiana,2/2,-72,-15,4.09,1.66,10.57,11.6,918679,0.62,1.32,7.4,287610,2075,45331,3540
Caddo Parish,Louisiana,2/2,-92,-13,1.36,3.62,1.51,19.3,555415,1.6,5.33,5.21,549950,2027,7840,1715
Calcasieu Parish,Louisiana,2/2,-97,-13,0.81,3.17,0.54,6.8,920748,2.45,1.96,4.34,170895,9705,9342,3166
Caldwell Parish,Louisiana,2/2,-84,-7,3.41,4.71,2.71,7.2,947570,0.34,2.8,8.69,171172,15696,40209,4548
Cameron Parish,Louisiana,2/2,-84,-7,1.73,2.25,2.89,7.9,499100,2.44,2.51,0.46,220850,23488,33020,230
Catahoula Parish,Louisiana,2/2,-96,-9,4.6,4.05,5.47,2.1,351294,1.04,4.73,9.52,670823,31537,38427,3093
Claiborne Parish,Louisiana,2/2,-61,-6,0.78,0.71,2.56,3.9,466060,1.36,0.12,10.12,200977,23298,19425,3688
Concordia Parish,Louisiana,2/2,-119,-11,3.9,0.41,10.82,0.7,700953,1.8,0.81,5.85,157743,41838,40589,103
De Soto Parish,Louisiana,2/2,-82,-9,5.18,2.27,10.53,3.6,447168,4.83,0.29,6.09,908798,37312,16470,494
East Baton Rouge Parish,Louisiana,2/2,-83,-7,1.86,1.04,7.29,17.7,641437,5.18,2.17,9.02,679036,8138,18381,1095
East Carroll Parish,Louisiana,2/2,-117,-9,2.59,4.45,6.54,9.4,292115,2.44,0.38,7.89,762521,49367,12804,638
East Feliciana Parish,Louisiana,2/2,-88,-16,0.93,4.6,5.78,9.8,759467,2.21,2.81,7.85,118704,31681,22782,2471
Evangeline Parish,Louisiana,2/2,-89,-13,4.62,3.41,3.58,9.8,917896,3.69,0.83,1.58,992836,24661,3591,4943
Franklin Parish,Louisiana,2/2,-96,-8,4.07,2.92,9.45,16.8,313223,0.66,2.96,0.79,158268,30791,3453,4888
Grant Parish,Louisiana,2/2,-62,-14,2.82,3.18,9.28,2.7,946993,4.87,5.49,9.67,187888,23374,6000,3007
Iberia Parish,Louisiana,2/2,-112,-15,1.95,5.5,5.01,18.3,250198,0.69,2.91,1.44,125293,39919,42521,1499
Iberville Parish,Louisiana,2/2,-94,-16,3.36,3.21,0.51,11.8,990291,3.43,3.48,8.16,752118,30408,49770,1421
Jackson Parish,Louisiana,2/2,-78,-13,3.5,3.29,11.26,5.3,680186,1.79,5.33,9.98,416290,20706,14388,2444
Jefferson Parish,Louisiana,2/2,-116,-12,1.8,2.08,3.44,16.9,630898,1.56,1.31,3.03,242056,9634,4802,2269
Jefferson Davis Parish,Louisiana,2/2,-68,-15,5.05,5.3,10.97,18.3,352343,0.3,0.86,4.19,942863,26048,16218,3039
Lafayette Parish,Louisiana,2/2,-110,-8,2.76,0.5,2.9,7,639094,1.72,0.2,5.58,308748,13202,46742,2509
Lafourche Parish,Louisiana,2/2,-106,-15,4.48,1.38,10.36,18.8,571893,2.58,5.38,7.34,795452,43590,44984,2682
LaSalle Parish,Louisiana,2/2,-84,-9,5.15,3.91,10.5,14,162888,1.8,3.16,8.46,195223,41730,23877,2264
Lincoln Parish,Louisiana,2/2,-84,-10,1.44,0.45,1.63,3.2,966148,2.98,4.98,4.52,308180,2756,24929,778
Livingston Parish,Louisiana,2/2,-64,-8,0.19,0.29,6.03,19.4,283034,1.99,4.11,6.24,194060,14816,12467,2389
Madison Parish,Louisiana,2/2,-76,-15,0.82,2.89,4.29,15.3,847744,0.96,2.36,3.42,968199,43816,30884,811
Morehouse Parish,Louisiana,2/2,-88,-16,0.71,3.25,5.86,14.8,625483,1.33,2.48,10.37,795918,33444,3008,408
Natchitoches Parish,Louisiana,2/2,-79,-15,1.54,4.03,8.58,13.3,818217,4.75,1.05,6.1,397811,43195,40654,3412
Orleans Parish,Louisiana,2/2,-91,-6,0.51,0.74,8.25,9.4,984099,3.28,2,7.45,611828,43846,35145,1536
Ouachita Parish,Louisiana,2/2,-82,-6,2.7,2.47,9.63,18.8,368955,3.75,1.9,6.78,394467,10197,30233,2662
Plaquemines Parish,Louisiana,2/2,-93,-9,2.49,3.48,10.46,12.8,896746,1.83,1.63,0.92,860158,7057,26189,3768
Pointe Coupee Parish,Louisiana,2/2,-105,-8,0.22,4.34,10.36,15,575820,3.53,2.7,11.13,984502,33910,41521,3187
Rapides Parish,Louisiana,2/2,-66,-14,0.27,2.78,4.47,17.5,650515,3.54,3.73,5.97,812040,33465,31897,2125
Red River Parish,Louisiana,2/2,-115,-16,4.25,1.06,5.37,18.5,764480,2.3,1.96,5.44,249328,31989,18690,3273
Richland Parish,Louisiana,2/2,-107,-7,4.48,3.55,10.76,7.1,557759,4.3,1.44,0.58,749293,37801,1077,4833
Sabine Parish,Louisiana,2/2,-95,-10,1.02,2.53,9.63,5.5,119244,2.45,2.75,6.89,801625,14530,49869,1161
St. Bernard Parish,Louisiana,2/2,-77,-8,0.87,0.12,8.29,5.3,322346,2.44,1.69,6.07,429763,20797,40799,3664
St. Charles Parish,Louisiana,2/2,-80,-8,0.72,3.75,9.97,5.3,800444,4.08,2.15,7.49,730433,26212,22024,1767
St. Helena Parish,Louisiana,2/2,-107,-14,2.07,2.17,5.76,4.4,438963,1.88,5.47,10.4,201869,45796,21118,2285
St. James Parish,Louisiana,2/2,-79,-9,2.52,1.82,6.53,9.6,864820,1.87,3.02,9.61,854410,42176,4739,2433
St. John the Baptist Parish,Louisiana,2/2,-74,-11,2.97,1.24,11.31,4.1,200433,1.8,5.17,1.96,210249,35903,3135,4425
St. Landry Parish,Louisiana,2/2,-88,-15,0.92,0.36,1.44,19.8,957248,1.42,1.41,1.34,129495,32169,29836,2063
St. Martin Parish,Louisiana,2/2,-96,-11,1.27,2.95,2.27,3.8,361670,3.22,1.52,0.08,461614,30317,8532,4398
St. Mary Parish,Louisiana,2/2,-115,-7,3.62,3.48,2.09,20,291129,1.64,3.69,1.9,740783,11322,21741,907
St. Tammany Parish,Louisiana,2/2,-86,-16,2.9,0.79,5.51,14.5,536508,1.1,2.1,6.08,610823,21243,10170,2389
Tangipahoa Parish,Louisiana,2/2,-71,-7,3.82,0.62,9.2,7.7,135015,0.25,2.6,8.29,804766,43841,35947,3834
Tensas Parish,Louisiana,2/2,-96,-9,0.14,2.82,11.64,4.9,266997,0.43,4.78,8.12,876024,1639,7386,2665
Terrebonne Parish,Louisiana,2/2,-87,-16,1.52,4.87,10.71,2,107806,3.22,5.29,10.44,802215,8134,4216,3163
Union Parish,Louisiana,2/2,-77,-6,3.31,4.73,0.93,14,181031,4.81,2.35,11.83,485556,41684,48115,1679
Vermilion Parish,Louisiana,2/2,-116,-12,2.55,1.28,1.08,14.5,128084,5.06,0.1,1.77,816991,31945,47480,1213
Vernon Parish,Louisiana,2/2,-100,-14,5.45,3.66,6.42,13.7,626028,4,4.58,6.68,740000,11230,19443,4961
Washington Parish,Louisiana,2/2,-62,-7,2.51,4.32,6.12,13.2,252365,4.97,3.88,7.86,694518,45753,14880,2109
Webster Parish,Louisiana,2/2,-73,-10,5.29,2.02,0.27,7.3,269602,0.28,3.97,11.83,810394,10606,31969,1370
West Baton Rouge Parish,Louisiana,2/2,-98,-16,3.42,3.27,9.5,3.8,809647,2.67,3.72,1.94,677575,23399,2081,530
West Carroll Parish,Louisiana,2/2,-110,-9,4.74,0.18,11.29,1.3,701127,4.2,0.82,2.13,256793,19506,43474,3474
West Feliciana Parish,Louisiana,2/2,-108,-7,0.57,5.17,10.39,2.3,323778,3.2,0.94,6.35,202315,46992,9454,4534
Winn Parish,Louisiana,2/2,-90,-11,3.54,0.44,3.07,5.8,255949,3.97,4.67,11.56,228471,28215,47789,2349
Androscoggin,Maine,2/2,-65,-10,1.06,0.35,6.53,8.5,111069,1.25,3.48,6.88,775699,22441,7378,4593
Aroostook,Maine,2/2,-95,-11,4.39,3.56,11.45,9.9,840190,2.12,0.75,11.9,387312,17034,3965,3546
Cumberland,Maine,2/2,-100,-11,0.74,1.38,8.31,11.7,633545,3.2,0.43,4.43,200690,21772,36867,1724
Franklin,Maine,2/2,-64,-14,1.07,2.74,0.51,12.5,333338,2.04,1.85,2.7,346198,30819,13460,2628
Hancock,Maine,2/2,-62,-13,3.55,0.9,6.45,9.1,421215,0.99,3.3,0.25,713504,23929,16105,519
Kennebec,Maine,2/2,-113,-13,1.59,0.72,2.13,0.6,361572,2.52,5.37,0.2,678117,47228,19792,1549
Knox,Maine,2/2,-105,-7,4,3.06,7.56,4.4,873928,0.89,5.03,8.3,403578,27784,4825,1880
Lincoln,Maine,2/2,-72,-10,5.1,1.55,11.41,8.7,874435,2.44,3.77,5.53,111690,38022,5313,2852
Oxford,Maine,2/2,-95,-7,0.45,2.18,9.43,2.4,971651,1.98,5.28,1.61,496352,20025,23588,2806
Penobscot,Maine,2/2,-111,-16,4.22,2.06,1.77,2,287330,5.26,5.18,9.41,150343,29851,24857,3840
Piscataquis,Maine,2/2,-98,-12,1.62,1.38,7.22,18.9,560508,5.15,1.73,8.69,169397,21729,17235,4637
Sagadahoc,Maine,2/2,-85,-7,0.89,1.56,4.83,17.4,565240,0.9,2.72,4.33,499276,7972,8427,2304
Somerset,Maine,2/2,-92,-16,0.3,3.96,11.57,5.7,540943,4.97,1.27,5.33,144673,41717,3276,1846
Waldo,Maine,2/2,-120,-10,2.54,0.81,10.92,17.6,140134,4.34,3.01,0.27,605827,15871,26462,3366
Washington,Maine,2/2,-86,-8,1.65,1.88,5.41,1,211280,3.91,4.09,2.79,601031,45274,46184,4704
York,Maine,2/2,-86,-10,1.09,4.09,1.36,13.8,633110,5.39,4.81,2.97,871521,7464,32925,250
Allegany,Maryland,2/2,-72,-6,2.46,1.31,11.5,19.7,762969,2.79,3.12,2.75,383392,6072,10127,246
Anne Arundel,Maryland,2/2,-101,-13,3.49,1.76,9.27,9.3,285364,1.53,2.74,11.37,740065,28338,3211,1378
Baltimore,Maryland,2/2,-77,-11,0.9,2.78,1.74,12.2,133182,1.35,1.57,6.76,502135,35036,31134,3970
Calvert,Maryland,2/2,-114,-6,2.94,1.99,0.99,19.5,512596,3.62,1.42,4.92,987376,49496,44076,3541
Caroline,Maryland,2/2,-102,-10,5.44,3.79,6.82,19.5,787874,4.76,0.77,8.8,101684,46972,33099,4346
Carroll,Maryland,2/2,-98,-12,1.34,2.87,2.91,13.3,903225,2.19,3.37,2.32,607683,13797,11600,844
Cecil,Maryland,2/2,-89,-10,3.64,4.98,9.93,10.4,640265,0.15,3.33,4.3,719528,28911,38147,415
Charles,Maryland,2/2,-120,-6,2.12,4.25,1.45,1.9,526198,0.17,0.62,9.49,932092,30409,45253,4295
