Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Gasconade,Missouri,9:15,-61.44,-8,0.02,0.04,0.09,0.61,344534,0.01,0.1,0.07,306859,1376,20584,3600
Gentry,Missouri,9:15,-70.87,-7.22,0.04,0.08,0.05,0.72,943363,0.06,0.06,0.1,919374,36726,13830,2217
Greene,Missouri,9:15,-75.6,-7.16,0.07,0.05,0.1,0.47,112970,0.09,0.09,0.01,848823,16911,13985,889
Grundy,Missouri,9:15,-63.15,-7.22,0.06,0.07,0.08,0.18,641898,0.03,0.07,0.09,762712,2824,47579,2892
Harrison,Missouri,9:15,-69.79,-6.61,0.09,0.08,0.02,0.42,893279,0.02,0.02,0.04,142912,6065,40545,3007
Henry,Missouri,9:15,-74,-6.64,0.03,0.09,0.08,0.32,512943,0.03,0.05,0.09,808941,49037,43004,447
Hickory,Missouri,9:15,-61.25,-6.35,0.03,0.06,0.08,0.24,726103,0.05,0.03,0.1,104119,44714,10345,2198
Holt,Missouri,9:15,-75.08,-7.06,0.04,0.05,0.01,0.67,532243,0.05,0.02,0.02,437819,1261,17517,3305
Howard,Missouri,9:15,-72.01,-8,0.03,0.08,0.05,0.7,960890,0.07,0.08,0.04,105264,41347,37073,4764
Howell,Missouri,9:15,-61.18,-7.91,0.1,0.06,0.05,0.34,748280,0.03,0.06,0.01,204179,6594,42062,2419
Iron,Missouri,9:15,-62.62,-6.8,0.07,0.08,0.07,0.03,145272,0.04,0.09,0.07,513555,12580,28777,2123
Jackson,Missouri,9:15,-63.06,-6.83,0.01,0.08,0.03,0.99,790209,0.1,0.07,0.03,634263,23574,34675,663
Jasper,Missouri,9:15,-73.39,-6.88,0.07,0.02,0.05,0.66,424229,0.07,0.08,0.08,403320,10122,47956,100
Jefferson,Missouri,9:15,-60.21,-7.95,0.04,0.02,0.08,0.76,716793,0.04,0.07,0.06,805514,24179,14127,2003
Johnson,Missouri,9:15,-60.71,-6.22,0.07,0.08,0.1,0.24,598536,0.09,0.06,0.09,575693,48448,34484,1619
Knox,Missouri,9:15,-63.59,-6.3,0.07,0.08,0.02,0.03,301334,0.09,0.02,0.06,158848,22677,21572,1019
Laclede,Missouri,9:15,-61.25,-7.31,0.06,0.1,0.04,0.18,163941,0.07,0.01,0.06,176980,45259,21629,4057
Lafayette,Missouri,9:15,-65.37,-7.2,0.01,0.04,0.02,0.1,791178,0.03,0.04,0.04,979716,13001,17446,4144
Lawrence,Missouri,9:15,-75.81,-6.2,0.09,0.05,0.01,0.89,390935,0.08,0.05,0.03,734641,36620,25751,3994
Lewis,Missouri,9:15,-60.56,-6.44,0.05,0.08,0.07,0.29,364429,0.01,0.08,0.09,748839,42192,13528,648
Lincoln,Missouri,9:15,-69.76,-7.88,0.01,0.09,0.06,0.94,411675,0.03,0.02,0.06,918402,45649,5152,4642
Linn,Missouri,9:15,-69,-6.48,0.05,0.03,0.03,0.04,121567,0.05,0.01,0.03,695673,48014,41758,2517
Livingston,Missouri,9:15,-67.49,-6.32,0.01,0.1,0.08,0.6,635224,0.03,0.1,0.07,948793,20900,44098,1057
McDonald,Missouri,9:15,-61.72,-7.48,0.07,0.07,0.1,0.61,791645,0.04,0.01,0.04,861861,35379,43742,1454
Macon,Missouri,9:15,-61.48,-6.59,0.03,0.06,0.03,0.08,122750,0.07,0.07,0.01,848296,34909,28116,2448
Madison,Missouri,9:15,-67.09,-7.41,0.02,0.1,0.06,0.78,489865,0.09,0.03,0.08,879689,41156,18097,2331
Maries,Missouri,9:15,-66.75,-7.94,0.03,0.06,0.09,0.22,865664,0.1,0.03,0.08,284742,21574,21019,2678
Marion,Missouri,9:15,-70.95,-6.33,0.07,0.09,0.09,0.34,553651,0.04,0.06,0.03,251259,39380,29317,2825
Mercer,Missouri,9:15,-70.44,-7,0.06,0.07,0.06,0.27,587634,0.08,0.1,0.09,173317,49446,14893,610
Miller,Missouri,9:15,-60.34,-6.21,0.04,0.01,0.04,0.28,459269,0.05,0.06,0.02,255342,3269,47382,3504
Mississippi,Missouri,9:15,-65.63,-7.45,0.05,0.02,0.1,0.5,799132,0.02,0.04,0.06,126623,17471,37974,923
Moniteau,Missouri,9:15,-71.74,-6.96,0.1,0.09,0.01,0.99,689077,0.01,0.04,0.01,583171,18057,27501,1547
Monroe,Missouri,9:15,-64.95,-6.78,0.01,0.08,0.06,0.75,618571,0.05,0.1,0.1,716037,36424,7223,248
Montgomery,Missouri,9:15,-65.21,-7.19,0.09,0.05,0.03,0.19,166768,0.06,0.07,0.06,190062,2712,2540,2436
Morgan,Missouri,9:15,-74.63,-6.98,0.03,0.03,0.07,0.94,996011,0.05,0.01,0.09,460407,44876,43199,4040
New Madrid,Missouri,9:15,-60.14,-7.4,0.05,0.03,0.03,0.25,700381,0.1,0.06,0.1,876156,9884,21484,3118
Newton,Missouri,9:15,-60.05,-7.4,0.01,0.02,0.07,0.51,224524,0.08,0.01,0.04,483522,30535,11059,2921
Nodaway,Missouri,9:15,-63.96,-6.13,0.09,0.01,0.06,0.9,803995,0.06,0.06,0.08,169072,6775,29698,4912
Oregon,Missouri,9:15,-73.02,-7.54,0.03,0.05,0.01,0.54,369364,0.08,0.06,0.02,767603,4168,23764,1094
Osage,Missouri,9:15,-64.98,-7.23,0.02,0.03,0.1,0.25,677386,0.01,0.09,0.03,106965,31008,4935,2133
Ozark,Missouri,9:15,-63.94,-6.53,0.04,0.1,0.03,0.24,961518,0.08,0.01,0.07,412706,17519,25030,3772
Pemiscot,Missouri,9:15,-64.49,-7.6,0.04,0.08,0.07,0.35,176731,0.02,0.02,0.01,677740,10490,48316,4001
Perry,Missouri,9:15,-68.37,-7.71,0.09,0.03,0.03,0.48,656675,0.09,0.1,0.04,405570,12959,21776,594
Pettis,Missouri,9:15,-74.96,-7.09,0.06,0.1,0.06,0.87,530362,0.09,0.02,0.04,767641,47901,33392,1924
Phelps,Missouri,9:15,-70.14,-6.67,0.04,0.02,0.03,0.42,243070,0.01,0.06,0.06,546221,36420,17038,1153
Pike,Missouri,9:15,-65.17,-6.47,0.02,0.09,0.04,0.97,840857,0.04,0.05,0.09,842558,37262,7226,728
Platte,Missouri,9:15,-71.51,-6.48,0.02,0.06,0.09,0.72,541213,0.06,0.07,0.06,557493,28113,15159,511
Polk,Missouri,9:15,-71.55,-6.1,0.03,0.04,0.09,0.75,708107,0.06,0.04,0.08,106409,2619,31242,182
Pulaski,Missouri,9:15,-64.47,-6.87,0.1,0.03,0.05,0.8,259282,0.06,0.09,0.04,150861,31210,28989,3751
Putnam,Missouri,9:15,-73.55,-6.98,0.08,0.03,0.06,0.48,840297,0.03,0.05,0.02,213746,28150,4606,3880
Ralls,Missouri,9:15,-70.22,-6.52,0.04,0.05,0.05,0.63,307249,0.1,0.06,0.03,342255,7444,23544,1518
Randolph,Missouri,9:15,-65.22,-6.48,0.09,0.05,0.08,0.77,497277,0.01,0.1,0.02,909025,40212,15842,4105
Ray,Missouri,9:15,-68.46,-7.29,0.1,0.08,0.08,0.82,923889,0.01,0.02,0.06,927749,27614,17831,1128
Reynolds,Missouri,9:15,-73.65,-7.87,0.01,0.04,0.1,0.87,475252,0.1,0.1,0.06,507967,43821,27931,423
Ripley,Missouri,9:15,-72.41,-6.67,0.08,0.05,0.03,0.93,616402,0.07,0.02,0.08,319705,1578,11136,1656
St. Charles,Missouri,9:15,-62.54,-7.61,0.05,0.02,0.01,0.2,996018,0.1,0.01,0.01,332517,28643,14890,3566
St. Clair,Missouri,9:15,-69.21,-6.13,0.02,0.05,0.01,0.94,796282,0.1,0.03,0.1,324090,47517,40494,1612
Ste. Genevieve,Missouri,9:15,-65.94,-7.01,0.01,0.08,0.1,0.83,443345,0.03,0.05,0.07,778167,39654,35155,2749
St. Francois,Missouri,9:15,-71.22,-6.75,0.08,0.07,0.05,0.31,239670,0.09,0.04,0.06,283069,22289,27625,133
St. Louis,Missouri,9:15,-62.85,-6.52,0.01,0.07,0.07,0.25,611348,0.07,0.02,0.02,984263,38082,46970,1941
Saline,Missouri,9:15,-72.59,-7.15,0.06,0.05,0.1,0.9,801948,0.05,0.02,0.09,572284,32360,15273,2457
Schuyler,Missouri,9:15,-64.45,-6.42,0.02,0.07,0.05,0.73,743678,0.08,0.04,0.07,303986,45797,27237,312
Scotland,Missouri,9:15,-69.28,-6.14,0.03,0.06,0.09,0.4,691542,0.05,0.08,0.08,232866,27126,7620,587
Scott,Missouri,9:15,-66.19,-7.62,0.09,0.06,0.08,0.54,241839,0.06,0.04,0.05,665825,20552,48013,3571
Shannon,Missouri,9:15,-64.2,-7.53,0.07,0.06,0.1,0.12,588968,0.1,0.1,0.08,866307,25863,16279,2887
Shelby,Missouri,9:15,-64.79,-7,0.1,0.08,0.03,0.03,445355,0.05,0.01,0.06,864003,25341,27849,2182
Stoddard,Missouri,9:15,-61.05,-7.73,0.08,0.1,0.06,0.63,522848,0.03,0.01,0.09,884438,11686,16137,2689
Stone,Missouri,9:15,-69.37,-7.99,0.01,0.04,0.08,0.78,653005,0.07,0.09,0.02,193493,35220,18129,3389
Sullivan,Missouri,9:15,-71.04,-7.06,0.01,0.05,0.04,0.83,463028,0.09,0.04,0.1,295137,45949,48086,3074
Taney,Missouri,9:15,-66.84,-6.57,0.07,0.1,0.04,0.15,159996,0.02,0.03,0.1,839236,4429,26586,2860
Texas,Missouri,9:15,-62.37,-7.56,0.02,0.09,0.02,0.27,200607,0.07,0.01,0.09,138477,12547,9753,4983
Vernon,Missouri,9:15,-72.63,-6.19,0.05,0.09,0.07,0.31,182661,0.03,0.09,0.08,669422,39145,44813,213
Warren,Missouri,9:15,-75.29,-6.28,0.06,0.06,0.07,0.93,816224,0.05,0.06,0.01,293526,40873,32096,3114
Washington,Missouri,9:15,-67.99,-6.56,0.03,0.08,0.03,0.17,895155,0.05,0.05,0.03,208926,41110,49268,2222
Wayne,Missouri,9:15,-75.55,-6.63,0.06,0.01,0.06,0.95,639507,0.02,0.04,0.05,260195,2015,40729,490
Webster,Missouri,9:15,-64.87,-7.3,0.09,0.08,0.03,0.65,446165,0.1,0.05,0.03,129046,43858,24007,2809
Worth,Missouri,9:15,-68.75,-7.14,0.04,0.02,0.08,0.48,478646,0.01,0.1,0.09,599335,29160,26912,3888
Wright,Missouri,9:15,-60.28,-7.16,0.05,0.05,0.09,0.59,286661,0.03,0.09,0.03,385259,30077,21601,4093
St. Louis,Missouri,9:15,-62.27,-6.75,0.01,0.02,0.01,0.34,956264,0.04,0.06,0.03,520909,27218,18952,25
Beaverhead,Montana,9:15,-67.02,-6.06,0.05,0.1,0.09,0.32,657363,0.04,0.01,0.02,846499,28139,23571,1566
Big Horn,Montana,9:15,-64.36,-6.68,0.09,0.09,0.03,0.43,116261,0.03,0.02,0.08,755880,25575,15766,2478
Blaine,Montana,9:15,-60.73,-6.76,0.04,0.01,0.02,0.21,935703,0.04,0.04,0.08,287951,29266,39965,3661
Broadwater,Montana,9:15,-72.88,-6.32,0.06,0.08,0.01,0.17,442990,0.02,0.07,0.09,716972,32481,38095,2793
Carbon,Montana,9:15,-61.86,-7.3,0.02,0.06,0.1,0.82,321135,0.06,0.1,0.04,686390,19767,32628,1898
Carter,Montana,9:15,-70.68,-7.02,0.07,0.05,0.01,0.9,292517,0.01,0.1,0.08,684835,36147,44703,289
Cascade,Montana,9:15,-73.78,-7.36,0.03,0.05,0.06,0.37,360654,0.07,0.01,0.07,849433,3324,20985,1444
Chouteau,Montana,9:15,-74.22,-6.91,0.07,0.08,0.03,0.44,458468,0.01,0.07,0.01,196013,6122,38810,3030
Custer,Montana,9:15,-76,-6.01,0.08,0.04,0.1,0.23,347209,0.07,0.01,0.05,445619,25001,49334,3513
Daniels,Montana,9:15,-65.76,-6.12,0.06,0.1,0.1,0.79,121140,0.06,0.05,0.07,806447,4778,37243,2087
Dawson,Montana,9:15,-64.47,-7.52,0.1,0.02,0.09,0.78,457413,0.06,0.06,0.07,773224,11214,26070,1460
Deer Lodge,Montana,9:15,-66.97,-7.46,0.03,0.1,0.02,0.07,601904,0.05,0.09,0.05,380467,20079,34369,2252
Fallon,Montana,9:15,-63.8,-6.74,0.09,0.01,0.1,0.53,106223,0.02,0.1,0.06,600098,34258,23346,1777
Fergus,Montana,9:15,-70.53,-6.19,0.03,0.1,0.08,0.72,822463,0.02,0.04,0.08,518304,30812,15103,4633
Flathead,Montana,9:15,-61.07,-7.48,0.07,0.09,0.05,0.34,660897,0.02,0.08,0.07,944155,37873,15566,811
Gallatin,Montana,9:15,-72.08,-6.97,0.01,0.04,0.1,0.81,791847,0.03,0.04,0.01,245904,46516,11765,4874
Garfield,Montana,9:15,-64.5,-7.01,0.04,0.06,0.1,0.93,195613,0.03,0.05,0.1,280124,35898,2754,2526
Glacier,Montana,9:15,-75.53,-6.8,0.01,0.01,0.07,0.96,377292,0.1,0.03,0.08,114369,20708,48950,479
Golden Valley,Montana,9:15,-73.42,-7.83,0.04,0.06,0.05,0.79,906270,0.08,0.07,0.02,234702,10025,41208,491
Granite,Montana,9:15,-60.63,-6.04,0.08,0.04,0.04,0.73,386246,0.03,0.02,0.06,906439,45193,44140,3422
Hill,Montana,9:15,-66.42,-6.91,0.01,0.09,0.09,0.65,752201,0.08,0.08,0.08,512068,19139,22639,2530
Jefferson,Montana,9:15,-68.05,-6.64,0.08,0.02,0.09,0.23,324504,0.08,0.01,0.02,332629,46196,43779,1688
Judith Basin,Montana,9:15,-63.24,-6.45,0.08,0.02,0.07,0.45,831439,0.07,0.06,0.06,805639,39386,16405,2872
Lake,Montana,9:15,-62.88,-6.26,0.03,0.02,0.02,0.24,393035,0.1,0.1,0.1,812665,40558,44800,2636
Lewis and Clark,Montana,9:15,-61.66,-6.87,0.09,0.02,0.02,0.65,906094,0.03,0.03,0.05,631952,30733,31957,2545
Liberty,Montana,9:15,-65.95,-6.41,0.1,0.02,0.09,0.25,296497,0.07,0.04,0.07,566934,28701,26065,2506
Lincoln,Montana,9:15,-71.28,-7.92,0.07,0.01,0.04,0.86,564817,0.02,0.01,0.06,788514,40190,27209,4219
McCone,Montana,9:15,-73.87,-6.25,0.08,0.01,0.03,0.2,227118,0.03,0.09,0.01,206013,16959,49616,1916
Madison,Montana,9:15,-72.59,-7.31,0.05,0.02,0.07,0.68,670761,0.07,0.1,0.08,148379,41806,25398,3360
Meagher,Montana,9:15,-69.86,-6.51,0.1,0.03,0.06,0.65,484946,0.05,0.03,0.09,425400,7853,41030,2973
Mineral,Montana,9:15,-69.81,-6.48,0.03,0.06,0.09,0.83,307187,0.08,0.09,0.04,260240,12332,38604,4399
Missoula,Montana,9:15,-71.52,-7.51,0.04,0.09,0.05,0.89,192136,0.03,0.1,0.08,185262,38748,38916,2278
Musselshell,Montana,9:15,-73.95,-7.89,0.06,0.02,0.05,0.28,190055,0.03,0.07,0.04,377473,38427,29307,2664
Park,Montana,9:15,-68.87,-7.16,0.09,0.1,0.08,0.23,892660,0.05,0.03,0.07,902250,46225,29161,1762
Petroleum,Montana,9:15,-66.58,-7.6,0.08,0.01,0.02,0.01,453950,0.01,0.08,0.1,915765,11058,29136,1320
Phillips,Montana,9:15,-71.33,-6.2,0.02,0.01,0.09,0.52,319805,0.06,0.04,0.05,551154,31851,18993,443
Pondera,Montana,9:15,-75.87,-7.49,0.08,0.02,0.06,0.36,269637,0.05,0.07,0.1,982132,3373,48016,1002
Powder River,Montana,9:15,-64.73,-7.01,0.02,0.01,0.07,0.13,955757,0.1,0.1,0.09,940245,9267,42495,3079
Powell,Montana,9:15,-61.07,-6.34,0.02,0.01,0.01,0.34,338512,0.01,0.01,0.1,459956,42061,39371,2599
Prairie,Montana,9:15,-61.14,-6.24,0.01,0.09,0.05,0.6,106900,0.04,0.02,0.07,770315,26902,41344,4812
Ravalli,Montana,9:15,-60.74,-7.51,0.03,0.03,0.01,0.66,559495,0.03,0.03,0.03,816043,22042,48516,1782
Richland,Montana,9:15,-71.23,-6.18,0.07,0.09,0.01,1,586675,0.03,0.09,0.05,602085,30500,48389,2450
Roosevelt,Montana,9:15,-74.21,-7.59,0.04,0.09,0.01,0.02,459669,0.09,0.04,0.02,789262,15458,17006,45
Rosebud,Montana,9:15,-64.47,-7.44,0.07,0.08,0.1,0.78,485135,0.04,0.01,0.01,997768,4136,24631,3002
Sanders,Montana,9:15,-66.81,-6.46,0.03,0.03,0.08,0.17,544701,0.05,0.03,0.01,517522,32161,8137,1775
Sheridan,Montana,9:15,-65.32,-6.56,0.04,0.1,0.06,0.93,800063,0.06,0.06,0.07,154028,35227,16402,4504
Silver Bow,Montana,9:15,-73.6,-6.19,0.07,0.1,0.08,0.87,763639,0.04,0.08,0.07,560086,33923,9566,1212
Stillwater,Montana,9:15,-69.6,-6.94,0.02,0.09,0.05,0.31,321851,0.02,0.03,0.1,766832,31900,3929,3281
Sweet Grass,Montana,9:15,-61.39,-7.4,0.1,0.06,0.01,0.49,326798,0.01,0.02,0.01,861183,26287,39592,2377
Teton,Montana,9:15,-73.41,-7.26,0.04,0.05,0.03,0.97,481629,0.02,0.01,0.1,530870,5617,44296,2006
Toole,Montana,9:15,-69.59,-7.11,0.06,0.05,0.01,0.97,748318,0.05,0.02,0.05,991052,12744,24889,300
Treasure,Montana,9:15,-71.85,-7.24,0.03,0.04,0.05,0.59,477516,0.06,0.03,0.09,319071,7725,15311,877
Valley,Montana,9:15,-60.61,-7.86,0.1,0.04,0.08,0.26,153019,0.09,0.02,0.08,420041,45471,45039,831
Wheatland,Montana,9:15,-70.01,-7.52,0.05,0.02,0.03,0.45,859710,0.06,0.02,0.06,542306,35699,39406,4972
Wibaux,Montana,9:15,-72.44,-6.68,0.01,0.07,0.04,0.65,851417,0.01,0.08,0.07,563506,19481,12618,2742
Yellowstone,Montana,9:15,-67.78,-7.57,0.02,0.02,0.03,0.95,113609,0.08,0.02,0.06,435743,11100,37393,1566
Adams,Nebraska,9:15,-75.06,-7.1,0.02,0.1,0.1,0.1,272440,0.08,0.02,0.1,231498,41876,26941,47
Antelope,Nebraska,9:15,-65.68,-6.93,0.1,0.02,0.06,0.81,432665,0.04,0.1,0.1,321066,7330,5489,118
Arthur,Nebraska,9:15,-60.55,-7.5,0.07,0.02,0.04,0.64,813664,0.03,0.01,0.01,656370,8879,26449,1313
Banner,Nebraska,9:15,-64.71,-6.22,0.03,0.1,0.02,0.65,175477,0.07,0.07,0.04,352997,14859,7101,585
Blaine,Nebraska,9:15,-71.96,-6.81,0.09,0.04,0.01,0.38,480413,0.08,0.08,0.07,795090,4232,35664,4781
Boone,Nebraska,9:15,-71.34,-7.11,0.1,0.03,0.04,0.07,515427,0.08,0.05,0.05,234416,47077,19270,769
Box Butte,Nebraska,9:15,-73.66,-6.28,0.09,0.06,0.03,0.74,472052,0.01,0.08,0.01,184604,22297,19668,1390
Boyd,Nebraska,9:15,-75.54,-6.63,0.05,0.04,0.03,0.43,824761,0.1,0.05,0.1,728819,26644,45131,2731
Brown,Nebraska,9:15,-61.95,-6.9,0.01,0.08,0.04,0.59,771236,0.08,0.03,0.02,657448,7769,19549,3095
Buffalo,Nebraska,9:15,-65.25,-6.77,0.04,0.07,0.09,0.8,755712,0.02,0.03,0.1,739814,45284,1515,395
Burt,Nebraska,9:15,-68.11,-7.83,0.04,0.02,0.07,0.81,262487,0.04,0.08,0.02,560914,4349,9330,2075
Butler,Nebraska,9:15,-63.97,-7.5,0.06,0.02,0.01,0.2,856230,0.01,0.04,0.02,412979,46284,42429,4485
Cass,Nebraska,9:15,-69.84,-6.89,0.08,0.03,0.09,0.11,708632,0.07,0.04,0.09,455765,19130,30391,4134
Cedar,Nebraska,9:15,-62.25,-7.57,0.1,0.1,0.02,0.29,752222,0.02,0.06,0.08,933295,49587,25787,2124
Chase,Nebraska,9:15,-68.39,-7.69,0.05,0.03,0.05,0.74,945087,0.06,0.08,0.02,616293,44882,17158,806
Cherry,Nebraska,9:15,-66.3,-7.37,0.01,0.01,0.09,0.62,885219,0.01,0.02,0.02,678938,42592,45674,2257
Cheyenne,Nebraska,9:15,-74.43,-6.99,0.1,0.03,0.01,0.19,309578,0.05,0.01,0.03,505808,13813,31845,4798
Clay,Nebraska,9:15,-68.73,-7.95,0.05,0.03,0.08,0.14,381289,0.09,0.05,0.03,887172,25644,29748,1479
Colfax,Nebraska,9:15,-71.19,-7.87,0.03,0.02,0.08,0.51,527125,0.06,0.01,0.1,681371,21023,46847,4715
Cuming,Nebraska,9:15,-69.31,-7.36,0.1,0.1,0.01,0.59,328007,0.06,0.07,0.1,532176,22624,37730,4679
Custer,Nebraska,9:15,-63.91,-7.32,0.03,0.05,0.02,0.26,882315,0.05,0.06,0.09,419016,7478,5178,2227
Dakota,Nebraska,9:15,-75.29,-7.57,0.07,0.05,0.1,0.88,522876,0.01,0.09,0.1,537835,48506,41873,2844
Dawes,Nebraska,9:15,-67.06,-6.88,0.03,0.06,0.05,0.98,128332,0.02,0.1,0.05,388904,22578,26050,2228
Dawson,Nebraska,9:15,-71.87,-7.65,0.01,0.04,0.04,0.72,727033,0.03,0.09,0.07,278498,3325,29657,3004
Deuel,Nebraska,9:15,-67.3,-7.66,0.02,0.05,0.06,0.09,237277,0.07,0.04,0.09,899541,48198,21422,2661
Dixon,Nebraska,9:15,-70.69,-6.73,0.05,0.03,0.03,0.93,484474,0.01,0.02,0.03,443172,1122,15611,2640
Dodge,Nebraska,9:15,-64.02,-7.25,0.05,0.02,0.02,0.58,138822,0.07,0.07,0.03,455059,1996,32509,808
Douglas,Nebraska,9:15,-63.21,-7.6,0.09,0.04,0.05,0.03,479384,0.01,0.04,0.08,524360,15433,7369,3318
Dundy,Nebraska,9:15,-63.4,-7.54,0.09,0.03,0.1,0.75,272687,0.05,0.01,0.01,398510,35584,49826,2427
Fillmore,Nebraska,9:15,-62.59,-7.16,0.01,0.07,0.01,0.62,945174,0.06,0.08,0.04,946586,23835,38173,4564
Franklin,Nebraska,9:15,-64.7,-6.71,0.09,0.07,0.1,0.8,349649,0.02,0.03,0.09,972067,6263,3154,2459
Frontier,Nebraska,9:15,-69.21,-7.63,0.03,0.06,0.02,0.58,490070,0.1,0.07,0.02,353629,9375,48532,2322
Furnas,Nebraska,9:15,-66.97,-7.5,0.04,0.01,0.02,0.21,955746,0.02,0.01,0.1,920844,45727,11305,3850
Gage,Nebraska,9:15,-71.57,-6.54,0.07,0.04,0.03,0.82,223184,0.02,0.05,0.03,584634,45795,10359,4938
Garden,Nebraska,9:15,-67.72,-6.02,0.05,0.05,0.04,0.33,465011,0.06,0.06,0.06,479550,12206,10015,3515
Garfield,Nebraska,9:15,-72.07,-7.21,0.09,0.05,0.07,0.75,456527,0.03,0.05,0.01,809321,18120,29840,1746
Gosper,Nebraska,9:15,-65.72,-6.23,0.06,0.03,0.01,0.75,524656,0.06,0.02,0.04,298827,26006,43869,1696
Grant,Nebraska,9:15,-68.05,-7.1,0.05,0.02,0.05,0.98,741688,0.01,0.01,0.08,619174,2416,34637,3568
Greeley,Nebraska,9:15,-70.61,-6.66,0.07,0.02,0.02,0.05,636727,0.01,0.06,0.07,335940,31893,10497,2760
Hall,Nebraska,9:15,-63.82,-6.37,0.04,0.1,0.04,0.38,324216,0.03,0.02,0.1,679109,44756,49359,458
Hamilton,Nebraska,9:15,-75.13,-6.98,0.03,0.1,0.09,0.02,230639,0.1,0.08,0.01,277929,2411,29562,990
Harlan,Nebraska,9:15,-66.74,-6.49,0.06,0.05,0.04,0.93,345903,0.1,0.06,0.09,343939,43096,15621,4841
Hayes,Nebraska,9:15,-64.7,-6.21,0.09,0.02,0.1,0.48,482903,0.05,0.03,0.08,846094,41035,43043,1744
Hitchcock,Nebraska,9:15,-73.6,-6.59,0.09,0.07,0.04,0.12,198527,0.09,0.09,0.07,420675,9668,34157,2588
Holt,Nebraska,9:15,-66.16,-6.81,0.06,0.06,0.02,0.24,752764,0.05,0.1,0.03,834009,41692,33712,2303
Hooker,Nebraska,9:15,-60.81,-7.35,0.1,0.01,0.04,0.91,142030,0.02,0.04,0.09,166064,29085,5203,1892
Howard,Nebraska,9:15,-60.63,-6.6,0.09,0.08,0.1,0.84,525694,0.01,0.03,0.04,240387,35420,28633,4609
Jefferson,Nebraska,9:15,-61.41,-7.9,0.06,0.06,0.1,0.82,570273,0.01,0.03,0.06,861896,43023,11623,4917
Johnson,Nebraska,9:15,-70.28,-6.74,0.09,0.04,0.1,0.41,877814,0.01,0.07,0.1,521106,7845,3539,4202
Kearney,Nebraska,9:15,-66.92,-7.93,0.06,0.07,0.06,0.71,806886,0.08,0.02,0.04,236584,19483,17338,4357
Keith,Nebraska,9:15,-69.6,-7.93,0.08,0.03,0.05,0.6,526675,0.1,0.07,0.08,964838,24383,24682,4984
Keya Paha,Nebraska,9:15,-67.19,-6.34,0.02,0.02,0.01,0.08,982778,0.08,0.06,0.02,405508,3998,22867,4176
Kimball,Nebraska,9:15,-63,-7.97,0.09,0.08,0.03,0.23,407162,0.03,0.02,0.04,534576,29418,18310,1354
Knox,Nebraska,9:15,-69.79,-6.36,0.01,0.01,0.04,0.21,872491,0.08,0.03,0.1,738218,34607,17301,2329
Lancaster,Nebraska,9:15,-67.29,-7.61,0.06,0.09,0.04,0.9,456154,0.07,0.05,0.1,101886,27680,36114,3524
Lincoln,Nebraska,9:15,-73.1,-7.27,0.02,0.1,0.05,0.26,929407,0.03,0.01,0.02,574110,18848,13544,1003
Logan,Nebraska,9:15,-75.42,-6.19,0.01,0.05,0.03,0.33,853250,0.03,0.1,0.06,449453,12327,21060,2014
Loup,Nebraska,9:15,-68.16,-7.34,0.08,0.04,0.07,0.85,317776,0.08,0.09,0.01,357059,29092,47317,4281
McPherson,Nebraska,9:15,-72.47,-6.27,0.08,0.07,0.02,0.9,939604,0.07,0.01,0.08,407270,43751,27579,3774
Madison,Nebraska,9:15,-66.38,-6.77,0.08,0.1,0.05,0.86,130252,0.01,0.02,0.04,372621,49854,29124,102
Merrick,Nebraska,9:15,-75.04,-6.59,0.04,0.08,0.07,0.95,771020,0.1,0.01,0.09,578373,31645,44045,2474
Morrill,Nebraska,9:15,-60.43,-7.16,0.06,0.01,0.04,0.87,904795,0.07,0.08,0.01,550482,17458,31601,2052
Nance,Nebraska,9:15,-75.32,-7.75,0.1,0.1,0.06,0.47,406591,0.04,0.01,0.06,369420,8449,5583,3361
Nemaha,Nebraska,9:15,-63.54,-6.21,0.03,0.09,0.09,0.26,729005,0.1,0.07,0.08,739816,40615,34377,2021
Nuckolls,Nebraska,9:15,-69.77,-6.01,0.03,0.09,0.04,0.73,783034,0.01,0.1,0.03,613723,44636,37733,1469
Otoe,Nebraska,9:15,-72.92,-6.74,0.09,0.04,0.1,0.27,440525,0.04,0.02,0.1,412974,3032,28068,2693
Pawnee,Nebraska,9:15,-69.18,-7.78,0.02,0.02,0.08,0.11,210190,0.01,0.06,0.07,661646,9320,2431,2960
Perkins,Nebraska,9:15,-61.1,-6.14,0.04,0.01,0.09,0.34,828408,0.07,0.01,0.04,677384,18036,42390,2483
Phelps,Nebraska,9:15,-67.45,-6.46,0.01,0.04,0.1,0.72,486824,0.1,0.02,0.05,820660,36424,49415,2808
Pierce,Nebraska,9:15,-74.05,-7.32,0.03,0.07,0.06,0.24,644549,0.06,0.03,0.09,279086,39550,37721,619
Platte,Nebraska,9:15,-70.38,-7.9,0.09,0.04,0.08,0.98,395795,0.04,0.08,0.04,969253,10560,36190,3530
