Counties,States,Time,Subscriber,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Edwards County,Illinois,2017-1-1-0-0,49453399,-75,-10,4.59,0.91,4.12,14.9,451786,0.97,0.43,6.7,862388,8977,44489,3938
Effingham County,Illinois,2017-1-1-0-0,11661184,-114,-9,1,3.51,9.2,18.5,937349,3.28,3.39,5.72,210555,47617,42989,226
Fayette County,Illinois,2017-1-1-0-0,2048688,-109,-9,4.48,5.08,8.93,9.3,303786,2.24,0.49,5.24,653147,28668,24826,4434
Ford County,Illinois,2017-1-1-0-0,28342255,-101,-12,1.96,1.32,9.72,15.9,430950,0.17,2.06,1.76,881080,4007,14392,3169
Franklin County,Illinois,2017-1-1-0-0,68723226,-89,-10,2.55,5.34,5.22,4.4,852024,0.69,4.82,2.92,453727,4359,33490,4813
Fulton County,Illinois,2017-1-1-0-0,2129075,-86,-7,3.64,0.65,8.57,19.6,583095,1.39,2.92,4.92,519678,48053,3155,984
Gallatin County,Illinois,2017-1-1-0-0,81130588,-69,-13,3.03,0.55,4.24,2.3,275255,1.87,2.63,6.28,153571,30182,26043,378
Greene County,Illinois,2017-1-1-0-0,81960952,-88,-11,4.31,1.76,3.92,16,793942,0.86,1.61,10.05,148029,11918,29250,3854
Grundy County,Illinois,2017-1-1-0-0,62790933,-91,-12,4.64,4.98,6.8,10.1,404484,3.59,3.4,1.55,965951,47950,24524,1038
Hamilton County,Illinois,2017-1-1-0-0,27759484,-78,-14,1.11,0.83,6.68,18.1,670993,5.32,2.41,7.22,752708,7157,23569,1106
Hancock County,Illinois,2017-1-1-0-0,39962491,-83,-11,2.57,4.29,3.64,3.2,751445,4.71,2.95,8.63,916441,37888,37998,2810
Hardin County,Illinois,2017-1-1-0-0,30804908,-75,-13,3.83,3.84,3.29,6.4,961961,1.53,1.32,11.15,559878,35639,8667,1357
Henderson County,Illinois,2017-1-1-0-0,73037436,-92,-9,5.25,1.12,8.89,5.2,492387,0.41,2.58,2.8,452715,11160,27561,2301
Henry County,Illinois,2017-1-1-0-0,60540028,-89,-16,3.95,0.66,7.65,17.8,144274,2.87,1.37,10.49,785310,34374,3018,576
Iroquois County,Illinois,2017-1-1-0-0,25861650,-98,-7,0.85,2.53,1.19,3.6,914346,1.91,1.58,0.77,888910,14255,48376,173
Jackson County,Illinois,2017-1-1-0-0,30420221,-107,-13,1.47,1.76,5.5,2.8,883849,4.05,3.54,4.25,845366,31934,42099,1574
Jasper County,Illinois,2017-1-1-0-0,95600643,-63,-7,3.34,1.78,9.39,15.5,385207,4.65,4.57,1.59,516434,45439,42723,1402
Jefferson County,Illinois,2017-1-1-0-0,96504301,-117,-9,3.43,1.54,9.95,9.9,353893,2.1,1.31,6.01,752816,3444,17879,60
Jersey County,Illinois,2017-1-1-0-0,57546317,-99,-7,3.83,2.85,1.3,10.8,358264,1.73,1.07,9.68,275411,10706,25882,2038
Jo Daviess County,Illinois,2017-1-1-0-0,77211946,-108,-10,2.22,5.34,8.04,3.4,694755,3.12,0.32,6.25,566277,27133,33884,4652
Johnson County,Illinois,2017-1-1-0-0,4491160,-63,-14,1.2,3.96,8.22,1.6,353092,0.05,4.85,6.25,252241,3015,37743,3664
Kane County,Illinois,2017-1-1-0-0,40337528,-101,-11,3.41,2.29,7.08,6.1,308201,3.36,5.09,1.54,446905,39917,34860,4537
Kankakee County,Illinois,2017-1-1-0-0,3316198,-92,-11,1.87,1.19,11.33,2.3,223650,4.94,3.14,2.79,375819,36758,24013,751
Kendall County,Illinois,2017-1-1-0-0,82656355,-114,-11,1.62,1.32,7.33,0.8,414310,0.26,2.67,3.67,974997,27039,22169,2584
Knox County,Illinois,2017-1-1-0-0,27527032,-99,-7,1.22,3.86,0.44,8.6,757928,2.93,3.64,5.42,552219,21831,6797,221
Lake County,Illinois,2017-1-1-0-0,62802712,-80,-11,1.2,2.02,11.13,17.5,967391,4.99,0.17,6.66,321144,5725,27120,59
LaSalle County,Illinois,2017-1-1-0-0,99588960,-72,-9,0.83,4.48,8.24,3.7,818538,0.48,2.9,10.64,743253,38257,30737,2822
Lawrence County,Illinois,2017-1-1-0-0,69009736,-110,-12,4.52,3.09,8.79,14.9,662452,2.93,5.21,4.02,145770,35728,10293,3379
Lee County,Illinois,2017-1-1-0-0,76550973,-100,-9,3.46,4.32,4.39,13.1,214577,4.06,5.12,1.89,332331,21200,10855,3942
Livingston County,Illinois,2017-1-1-0-0,6006125,-87,-12,3.48,0.5,6.92,14.6,730849,1.01,0.1,8.25,920465,33918,12913,4184
Logan County,Illinois,2017-1-1-0-0,31095184,-70,-6,2.11,0.52,6.67,2.5,735864,2.59,0.89,0.08,831356,41473,24162,4372
McDonough County,Illinois,2017-1-1-0-0,98235450,-102,-15,1.19,5.14,1.54,12.8,252806,2.21,4.97,2.37,197266,46821,41124,2001
McHenry County,Illinois,2017-1-1-0-0,13276784,-118,-7,5.42,1.19,3.09,14.8,905368,0.4,4.87,3.59,200836,39043,5205,2147
McLean County,Illinois,2017-1-1-0-0,85308476,-66,-7,1.17,4.15,11.67,6.3,409412,0.42,5.11,9.48,171994,18828,2035,2920
Macon County,Illinois,2017-1-1-0-0,75518716,-75,-11,5.48,2.79,1.09,1.3,339425,1.83,4.88,0.55,361386,10349,5797,1546
Macoupin County,Illinois,2017-1-1-0-0,34460895,-94,-7,5.5,1.26,8.46,12.9,164145,3.89,1.35,8.95,262078,18747,11704,4128
Madison County,Illinois,2017-1-1-0-0,36216713,-88,-8,5.2,1.04,7.78,2.3,800906,3.21,3.55,10.83,178015,13824,18917,4549
Marion County,Illinois,2017-1-1-0-0,2161195,-85,-8,0.94,5.04,9.44,11,805391,1.72,0.98,11.26,914374,47258,35962,911
Marshall County,Illinois,2017-1-1-0-0,48765622,-116,-14,1.69,5.03,11.99,7.9,468070,2.61,1.63,6.03,122734,37292,4967,3476
Mason County,Illinois,2017-1-1-0-0,25481842,-72,-11,0.16,4.87,0.68,17.7,725223,4.59,5.17,6.32,291697,9868,48492,3618
Massac County,Illinois,2017-1-1-0-0,24405231,-61,-15,2.56,2.89,3.68,12.5,181440,1.34,2.99,4.69,343473,39341,28076,4529
Menard County,Illinois,2017-1-1-0-0,12346847,-68,-9,2.76,0.22,11.05,1.2,984338,2.86,4.39,9.22,540983,21411,31096,2011
Mercer County,Illinois,2017-1-1-0-0,99119896,-73,-15,5.34,2.43,9.22,16,584091,1.4,0.51,3.52,450925,40776,42866,1642
Monroe County,Illinois,2017-1-1-0-0,64016282,-79,-16,4.16,3.22,5.04,3.2,278830,4.91,1.45,9.93,122939,43947,49146,1227
Montgomery County,Illinois,2017-1-1-0-0,91629544,-108,-15,0.85,2.4,3.79,4.7,862818,0.45,5.1,2.1,663182,25639,32534,3334
Morgan County,Illinois,2017-1-1-0-0,14280834,-113,-14,1.68,5.43,8.79,14,258274,0.46,3.79,4.26,366194,29692,34048,3489
Moultrie County,Illinois,2017-1-1-0-0,41491881,-81,-12,4.77,1.01,9.59,8.6,397992,5.4,4.36,0.71,781695,22762,2076,852
Ogle County,Illinois,2017-1-1-0-0,63430333,-82,-6,2.35,4.99,9.82,15,482372,3.53,4.18,2.73,106290,36854,41817,3484
Peoria County,Illinois,2017-1-1-0-0,90893812,-84,-14,4.55,3.24,2.02,19.2,949304,4.32,0.9,5.37,936836,34357,33495,715
Perry County,Illinois,2017-1-1-0-0,47806272,-105,-15,2.16,0.24,3.37,9,655259,0.91,2.12,11.63,956801,42499,9070,4296
Piatt County,Illinois,2017-1-1-0-0,85029091,-61,-6,2.2,3.32,4.28,8.5,160839,2.11,2.15,7.58,627760,24752,49166,4819
Pike County,Illinois,2017-1-1-0-0,75214409,-107,-10,1.82,5.43,11.06,0.9,984852,4.76,1,4.76,790492,30623,45711,2384
Pope County,Illinois,2017-1-1-0-0,27411952,-66,-15,1.51,4.88,7.32,8.5,787489,1.33,0.11,0.32,580752,49517,27909,2473
Pulaski County,Illinois,2017-1-1-0-0,2698188,-65,-12,2.73,3.28,7.37,5.1,623631,2.43,5.34,10.36,966126,47316,26403,1604
Putnam County,Illinois,2017-1-1-0-0,14400018,-97,-10,4.66,5.19,9.27,9.7,815973,0.36,4.07,0.68,413605,28890,14917,3361
Randolph County,Illinois,2017-1-1-0-0,82945773,-68,-14,4.78,1.73,3.45,7.4,658658,1.65,2.49,3.99,982813,46097,30573,1002
Richland County,Illinois,2017-1-1-0-0,41277636,-115,-13,3.34,2.35,7.76,8.9,378482,2.91,2.91,9.78,222918,35410,14056,3594
Rock Island County,Illinois,2017-1-1-0-0,59204583,-90,-16,3.33,5.17,6.74,2.5,269141,1.31,4.47,8.41,166000,5858,11720,542
St. Clair County,Illinois,2017-1-1-0-0,38112300,-95,-12,3.09,5.09,1.69,3.8,826623,2.53,1.83,3.66,755670,32563,42332,2403
Saline County,Illinois,2017-1-1-0-0,9930989,-79,-11,0.96,4.97,8.19,19.8,724769,3.02,1.72,7.83,434929,14541,21747,4875
Sangamon County,Illinois,2017-1-1-0-0,38658899,-62,-8,2.51,3.42,9.05,17.9,509508,1.6,0.27,10.65,481933,17269,10596,1003
Schuyler County,Illinois,2017-1-1-0-0,34683317,-119,-11,1.4,1.12,5.34,0.9,687924,5.18,1.86,11.3,699813,47137,2049,3833
Scott County,Illinois,2017-1-1-0-0,25208358,-62,-12,1.72,1.74,2.82,4.4,497158,2.57,4.76,11.14,168030,38907,38279,4553
Shelby County,Illinois,2017-1-1-0-0,80268856,-64,-14,3.83,1.35,4.48,19.5,316389,3.37,2.19,0.64,393579,21144,33702,4946
Stark County,Illinois,2017-1-1-0-0,42019257,-65,-15,2.44,0.6,2.73,8.6,645381,0.55,1.3,3.94,775094,26617,39529,4585
Stephenson County,Illinois,2017-1-1-0-0,95763673,-105,-11,4.63,4.05,6.9,4.3,468589,1.01,4.25,9.32,664673,23455,12911,1371
Tazewell County,Illinois,2017-1-1-0-0,80558525,-109,-12,0.83,1.79,3.72,0.9,640566,0.64,3.81,9.83,625685,11203,41304,4497
Union County,Illinois,2017-1-1-0-0,90716092,-66,-11,2.37,1.32,0.25,17.4,286673,4.65,5.45,7.52,477923,43039,19019,3510
Vermilion County,Illinois,2017-1-1-0-0,79351288,-61,-15,4.67,3.42,7.92,0.8,153600,2.6,0.45,10.19,267744,1423,30604,4939
Wabash County,Illinois,2017-1-1-0-0,84458710,-112,-12,3.61,3.65,5.78,2.9,840363,4.32,3.15,11.11,163933,12576,6912,4107
Warren County,Illinois,2017-1-1-0-0,73098789,-106,-13,4.81,4.58,8.74,11.7,296105,3.39,2.42,5.6,429301,32562,16417,1701
Washington County,Illinois,2017-1-1-0-0,67641878,-104,-8,4.1,2.97,10.92,2.5,795350,3.89,2.4,2.99,412832,19023,47185,4897
Wayne County,Illinois,2017-1-1-0-0,87044354,-93,-12,0.48,3.59,11.46,14.9,106173,5.02,5.03,2.74,487243,45410,8522,1519
White County,Illinois,2017-1-1-0-0,8189557,-85,-10,4.22,2.28,3.92,10.5,876423,3.97,2.29,5.67,139951,39198,19610,1155
Whiteside County,Illinois,2017-1-1-0-0,12166694,-104,-14,2.29,4.38,1.55,16.4,927104,0.76,0.49,11.45,710384,29521,45603,4557
Will County,Illinois,2017-1-1-0-0,44075217,-75,-15,1.16,4.76,9.56,18.9,731988,2.68,4.99,8.91,488421,25712,19916,4274
Williamson County,Illinois,2017-1-1-0-0,76247869,-68,-14,1.51,4.9,8.47,17.8,486740,0.74,3.86,2.7,830033,21692,8567,4010
Winnebago County,Illinois,2017-1-1-0-0,40847424,-94,-10,0.63,2.23,9.52,8.5,648254,3.47,2.13,0.89,746762,35881,33166,1833
Woodford County,Illinois,2017-1-1-0-0,83493947,-79,-14,2.31,5.31,1.91,2.4,392360,3.38,0.22,8.09,411575,15930,49438,1086
Adams County,Indiana,2017-1-1-0-0,84658840,-95,-13,4.19,5.16,7.98,11.1,979499,4.52,4.13,6.96,616897,29358,15514,2236
Allen County,Indiana,2017-1-1-0-0,47656800,-62,-6,2.84,3.61,1.37,4.5,897542,4.25,3.08,12,140600,25345,15348,1281
Bartholomew County,Indiana,2017-1-1-0-0,2660513,-118,-8,4.85,3.1,8.15,4.3,652455,2.97,3.03,0.71,168063,22968,13727,1917
Benton County,Indiana,2017-1-1-0-0,95911810,-71,-13,2.4,4.45,3.32,7.2,112735,5.05,1.57,2.3,929672,14330,46364,3006
Blackford County,Indiana,2017-1-1-0-0,90256774,-118,-9,1.82,5.31,2.71,6.5,419659,3.27,0.39,2.83,787780,6230,4568,329
Boone County,Indiana,2017-1-1-0-0,15412990,-115,-7,1.03,3.83,3.08,4.4,229977,0.95,2.72,0.34,366433,45329,29069,481
Brown County,Indiana,2017-1-1-0-0,93071769,-64,-7,0.54,2.19,11.2,19.8,805184,3.35,3.72,4.88,323622,42078,14753,2236
Carroll County,Indiana,2017-1-1-0-0,85928583,-77,-7,0.54,1.02,4.9,6.4,891825,1.76,2.71,4.2,805330,48238,1812,739
Cass County,Indiana,2017-1-1-0-0,68528654,-75,-12,3.51,0.92,8.02,5.5,983693,1.05,2.76,11.21,618950,9469,22102,4698
Clark County,Indiana,2017-1-1-0-0,5257507,-64,-11,0.55,0.89,0.66,4.7,449567,3.79,2.89,1.05,248330,43130,20826,2836
Clay County,Indiana,2017-1-1-0-0,63813333,-63,-12,5.08,3.9,1.77,5.7,473752,3.46,5.1,1.67,521758,31743,39793,2064
Clinton County,Indiana,2017-1-1-0-0,99260523,-78,-14,1.07,2.38,2.63,2.2,431487,5.23,4.57,4.29,563644,16687,16609,1441
Crawford County,Indiana,2017-1-1-0-0,30152531,-89,-10,0.7,2.78,10.96,6.2,860630,4.97,1.28,11.29,178950,33724,48279,4782
Daviess County,Indiana,2017-1-1-0-0,36654853,-117,-7,2.5,4.58,5.34,7.3,856078,1.88,0.61,6.89,327223,42319,25762,1755
Dearborn County,Indiana,2017-1-1-0-0,42143227,-80,-15,5.41,1.6,8.99,11.1,936095,4.91,5.03,6.56,587922,38112,43626,3253
Decatur County,Indiana,2017-1-1-0-0,74232603,-79,-15,3.34,1.89,2.41,5.7,860743,4.73,5.45,10.36,968537,40204,42974,239
DeKalb County,Indiana,2017-1-1-0-0,20313653,-120,-12,2.88,0.88,6.37,16.7,121734,1.43,4.7,4.61,915672,32735,40226,3805
Delaware County,Indiana,2017-1-1-0-0,30901145,-89,-9,3.11,4.65,7.78,13,860311,3.72,2.51,7.57,224684,16411,18996,176
Dubois County,Indiana,2017-1-1-0-0,56819402,-103,-15,0.42,5.03,9.89,5.9,813788,1.53,3.15,10.68,825291,44843,21772,1764
Elkhart County,Indiana,2017-1-1-0-0,23168525,-92,-9,1.59,1.58,4.21,11.3,782711,1.17,3.52,8.27,745546,42264,48601,3440
Fayette County,Indiana,2017-1-1-0-0,27766160,-119,-11,3.49,3.51,9.21,10.3,846626,1.42,5.19,10.58,737065,24620,7222,784
Floyd County,Indiana,2017-1-1-0-0,64725758,-107,-7,5.09,4.65,10.56,2.1,476280,0.59,2.12,8.12,108475,19748,24177,2631
Fountain County,Indiana,2017-1-1-0-0,78214105,-101,-6,2.23,1.51,0.76,14.1,949919,1.97,1.92,5.02,213676,20664,32539,1545
Franklin County,Indiana,2017-1-1-0-0,24697101,-74,-14,0.8,0.48,6.3,11.5,783284,1.31,0.55,9.18,334177,10345,45855,2810
Fulton County,Indiana,2017-1-1-0-0,91510662,-87,-16,3.54,4.13,2.99,4.7,318401,1.95,2.78,7.94,948989,35803,8228,172
Gibson County,Indiana,2017-1-1-0-0,72160696,-88,-14,2.16,1.79,4.88,10.8,852275,1.17,4.77,6.34,457021,7029,5747,55
Grant County,Indiana,2017-1-1-0-0,97191244,-114,-7,4.56,5.15,11.12,15.7,380657,3.28,0.5,11.85,998569,6570,12114,3419
Greene County,Indiana,2017-1-1-0-0,72626074,-119,-14,1.82,4.31,3.6,0.7,603378,1.24,3.52,3.22,620366,49679,33552,433
Hamilton County,Indiana,2017-1-1-0-0,48478717,-86,-11,2.25,0.77,0.8,12.4,179690,1.84,3.64,3.16,112224,49205,39084,3314
Hancock County,Indiana,2017-1-1-0-0,43409291,-77,-11,3.79,5.16,0.05,9.5,270526,4.71,1.12,3.09,329794,48246,32979,3993
Harrison County,Indiana,2017-1-1-0-0,98811883,-61,-11,3.56,1.58,5.16,16.9,326040,3.97,2.43,4.82,306398,23802,41934,1345
Hendricks County,Indiana,2017-1-1-0-0,21472484,-86,-10,3.71,0.76,10.87,18.2,307291,3.17,4.62,11.77,690031,28415,19925,4967
Henry County,Indiana,2017-1-1-0-0,24504054,-71,-16,0.54,2.97,0.83,2.9,786652,2.68,3.99,5.37,987666,35268,35301,3185
Howard County,Indiana,2017-1-1-0-0,7402120,-64,-10,4.29,5.27,8.49,3.1,853900,3.92,2.93,11.5,465067,16477,35315,1173
Huntington County,Indiana,2017-1-1-0-0,4817973,-117,-7,3.16,0.58,5.86,13.9,707201,0.31,1.82,10.05,182569,7629,35035,45
Jackson County,Indiana,2017-1-1-0-0,71102305,-83,-7,3.63,3.85,11.83,19,130246,1.14,3.57,2.83,723628,5936,39762,146
Jasper County,Indiana,2017-1-1-0-0,51642932,-113,-16,0.96,1.51,8.69,6.7,949006,0.52,5.47,4.94,878738,17161,36673,2451
Jay County,Indiana,2017-1-1-0-0,85228679,-120,-8,5.32,1.91,5.52,16.6,290012,5.31,1.96,1.48,213987,41020,22126,24
Jefferson County,Indiana,2017-1-1-0-0,14004725,-72,-6,1.19,1.85,2.57,3.7,293376,2.41,2.38,8.78,268086,20156,8521,3573
Jennings County,Indiana,2017-1-1-0-0,93262416,-118,-16,3.29,3.62,10.1,16.4,788579,1.11,1.36,0.7,953080,38293,9646,4454
Johnson County,Indiana,2017-1-1-0-0,95605171,-113,-9,4.28,4.47,6.58,5.7,347697,4.87,4.82,0.41,407145,28541,46782,4114
Knox County,Indiana,2017-1-1-0-0,81040091,-112,-13,3.89,3.09,2.6,14.2,552926,1.34,0.41,7.59,722477,26538,12381,4409
Kosciusko County,Indiana,2017-1-1-0-0,79244460,-82,-12,3.78,2.93,9.88,4.8,462826,5.2,1.33,8.66,602636,44284,21044,2773
LaGrange County,Indiana,2017-1-1-0-0,42680505,-98,-11,5.39,1.4,9.05,1.7,688414,2.09,1.63,10.47,240492,37349,46092,1767
Lake County,Indiana,2017-1-1-0-0,62161257,-87,-6,4.9,0.42,9.29,13.5,338665,3.11,3.05,7.02,151253,2732,19798,4851
LaPorte County,Indiana,2017-1-1-0-0,36177968,-111,-13,4.65,2.1,7.39,11.3,501467,3.02,3.76,4.01,472040,26323,38213,1634
Lawrence County,Indiana,2017-1-1-0-0,5280018,-88,-15,0.17,3.19,0.2,2.9,422444,3.64,2.17,3.19,260572,18279,26328,396
Madison County,Indiana,2017-1-1-0-0,29820222,-65,-6,5.27,3.48,0.19,4.9,583286,1.47,3.14,6.35,216196,32858,32152,1906
Marion County,Indiana,2017-1-1-0-0,47739142,-110,-7,4.57,3.78,7.45,17.9,682670,0.9,5,7.04,102210,25435,33658,723
Marshall County,Indiana,2017-1-1-0-0,85564363,-119,-11,3.06,4.03,0.16,16.9,190443,1.19,1.92,11.91,770166,12917,46177,925
Martin County,Indiana,2017-1-1-0-0,74340901,-70,-8,1.55,4.92,6.51,10.3,335790,0.18,2.16,4.88,986018,49271,29201,497
Miami County,Indiana,2017-1-1-0-0,35852074,-84,-12,1.95,0.4,10.52,19.3,741652,0.69,0.36,3.68,733119,11412,9634,2956
Monroe County,Indiana,2017-1-1-0-0,28231125,-110,-12,1.16,1.19,5.53,6.9,273973,0.62,4.11,3.81,124900,11052,43559,3959
Montgomery County,Indiana,2017-1-1-0-0,22921812,-118,-7,4.51,4.21,7.09,2,775459,4.43,0.59,7.49,131087,49876,5071,2129
Morgan County,Indiana,2017-1-1-0-0,48013833,-83,-14,1.1,2.28,6.02,19.8,456681,1.04,2.65,8.54,184884,15507,37161,2946
Newton County,Indiana,2017-1-1-0-0,57327672,-92,-8,1.62,2,4.75,9.9,213211,2.75,2.55,6.22,922080,28439,42830,239
Noble County,Indiana,2017-1-1-0-0,53010406,-93,-15,3.2,4.91,0.72,17.3,915489,5.04,3.65,6,410046,31417,8530,1652
Ohio County,Indiana,2017-1-1-0-0,77622333,-70,-12,4.33,2.49,0.64,13,337783,2.82,1.42,9.5,112632,34058,40790,2614
Orange County,Indiana,2017-1-1-0-0,73660888,-103,-16,1.1,3.82,10.2,3.7,453931,3.37,4.65,0.29,461690,33077,11692,762
Owen County,Indiana,2017-1-1-0-0,2543882,-93,-14,0.87,1.36,3.18,16.3,945140,2.1,2.95,5.47,799561,32433,48432,3827
Parke County,Indiana,2017-1-1-0-0,55611133,-69,-11,1.06,1.41,3.27,19.3,865015,1.02,1.9,5.53,673044,34236,43868,4840
Perry County,Indiana,2017-1-1-0-0,42790442,-68,-6,2.82,0.78,10.25,13.9,921921,0.24,1.55,9.55,205620,11554,41990,4554
Pike County,Indiana,2017-1-1-0-0,30356135,-114,-16,4.05,2.86,3.25,6.2,232464,0.32,3.03,2.21,619835,17122,19722,1862
Porter County,Indiana,2017-1-1-0-0,68102031,-60,-7,3.5,2.61,4.88,12.4,150077,1.62,4.54,11.38,562791,1934,22224,3426
Posey County,Indiana,2017-1-1-0-0,28465589,-77,-8,5.43,5.5,5.89,3.8,819363,4.4,5.35,10.18,190402,27657,24555,2493
Pulaski County,Indiana,2017-1-1-0-0,12364341,-110,-16,1.08,1.91,6.25,1.4,919721,4.07,0.68,5.86,966495,29227,32304,1840
Putnam County,Indiana,2017-1-1-0-0,96818698,-81,-9,3.51,2.29,3.32,2.4,490078,0.15,1.56,10.3,106823,4552,12768,1110
Randolph County,Indiana,2017-1-1-0-0,11218321,-86,-7,4.21,4.08,2.25,17.7,868975,0.41,4.41,10.38,188874,8019,32921,2828
Ripley County,Indiana,2017-1-1-0-0,82239582,-69,-7,4.26,4.92,4.8,19.5,585573,0.28,1.04,5.09,427311,16766,27132,3703
Rush County,Indiana,2017-1-1-0-0,85779043,-76,-13,0.09,5.21,7.58,13.9,156593,3.43,4.63,5.97,602798,12436,47609,762
St. Joseph County,Indiana,2017-1-1-0-0,62429927,-104,-8,3.71,3.63,7,8.7,218407,4.25,5.23,1.88,749978,30027,21095,634
Scott County,Indiana,2017-1-1-0-0,82355602,-66,-8,0.86,4.12,6.79,13.9,834674,2.73,3.79,7,399582,17156,11958,2319
Shelby County,Indiana,2017-1-1-0-0,53758741,-75,-12,2.93,0.65,6.75,3.5,881251,2.91,0.13,5.01,524014,7464,24604,1409
Spencer County,Indiana,2017-1-1-0-0,92841704,-103,-10,3.82,0.81,10.57,11.9,644434,5.21,0.54,7.1,542583,31357,5600,2921
Starke County,Indiana,2017-1-1-0-0,30086226,-70,-16,3.75,4.44,9.16,18.8,850588,1.53,1.51,2.78,642034,10199,45212,12
Steuben County,Indiana,2017-1-1-0-0,73703656,-95,-13,3.08,0.77,7.83,14.9,949130,0.59,0.38,3.8,632370,20876,37087,966
Sullivan County,Indiana,2017-1-1-0-0,81377531,-88,-12,2.35,5.48,7.03,3.4,355840,3.96,5.45,9.14,827640,18648,14081,469
Switzerland County,Indiana,2017-1-1-0-0,57028401,-61,-6,4.34,1,4.53,13.6,474470,1.61,1.05,1.53,501495,29597,31302,2415
Tippecanoe County,Indiana,2017-1-1-0-0,29991126,-71,-13,2.88,5.21,7.56,6.7,342582,2.87,2.09,6.87,796802,32237,40373,836
Tipton County,Indiana,2017-1-1-0-0,7783529,-116,-16,0.46,3.48,2.23,13.8,638303,2.51,0.05,6.87,105448,18558,47982,1596
Union County,Indiana,2017-1-1-0-0,22353226,-105,-11,0.44,3.98,3.1,8.4,864388,1.7,2.47,0.11,188893,5424,3206,4115
Vanderburgh County,Indiana,2017-1-1-0-0,99930423,-119,-15,1.38,1.47,1.03,7.5,562717,2.55,3.03,0.24,595935,43919,26700,605
Vermillion County,Indiana,2017-1-1-0-0,23215739,-70,-16,4.23,2.26,6.74,9.7,913807,0.47,5.31,11.66,975420,23021,16212,1313
Vigo County,Indiana,2017-1-1-0-0,19133652,-83,-7,1.94,2.79,11.2,14,601046,1.07,3.94,8.12,142722,8351,7473,433
Wabash County,Indiana,2017-1-1-0-0,50365026,-113,-12,3.12,5.11,5.74,4.5,670313,4.5,3.22,9.09,560489,41469,4245,2706
Warren County,Indiana,2017-1-1-0-0,42416822,-112,-12,3.71,2.7,11.92,7,908342,3.7,2.3,7.68,192398,47534,7348,3738
Warrick County,Indiana,2017-1-1-0-0,56279720,-114,-15,2.51,4.67,1.63,14.5,214682,0.72,0.61,10.64,941714,5080,5029,3815
Washington County,Indiana,2017-1-1-0-0,35679088,-88,-14,1.62,5.12,9.71,19.3,716559,2.35,1.15,10.53,701380,48297,38716,1076
Wayne County,Indiana,2017-1-1-0-0,96923389,-79,-13,4.47,0.87,4.28,8.9,570960,4.03,2.89,10.4,927076,38977,1797,540
Wells County,Indiana,2017-1-1-0-0,98736177,-115,-16,0.64,2.24,2.46,16.3,959529,3.68,5.34,8.82,727746,38290,30911,1699
White County,Indiana,2017-1-1-0-0,8474096,-110,-8,3.66,0.4,0.18,17.8,479318,3.69,1.78,2.3,158401,40135,27555,4565
Whitley County,Indiana,2017-1-1-0-0,27587217,-108,-6,4.1,0.68,7.52,7.8,952329,0.44,4.36,8.55,282907,10793,29327,3943
Adair County,Iowa,2017-1-1-0-0,43876503,-81,-11,2.18,3.64,10.23,5.6,685263,1.8,1.36,1.17,108305,11049,31291,179
Adams County,Iowa,2017-1-1-0-0,63917763,-99,-10,3.91,2.55,7.58,18.6,856130,3.01,5.38,7.75,641213,2707,45585,412
Allamakee County,Iowa,2017-1-1-0-0,48558281,-66,-16,1.91,3.52,1.92,16,723468,2.19,3.25,10.72,584452,30495,47300,1505
Appanoose County,Iowa,2017-1-1-0-0,15749521,-86,-16,4.65,2.41,1.06,15.2,478928,2.49,2.16,9.73,192988,30565,33815,2580
Audubon County,Iowa,2017-1-1-0-0,56962198,-111,-7,4.97,5.29,11.56,17.1,117614,3.68,4.65,6.9,338936,5866,6417,1398
Benton County,Iowa,2017-1-1-0-0,87829473,-119,-9,3.86,3.32,1.49,10.4,202551,4.49,4.88,1.14,804439,43987,23725,4427
Black Hawk County,Iowa,2017-1-1-0-0,23756180,-81,-15,5.05,3.29,0.92,13.3,398830,0.19,2.18,1.76,694820,2615,35780,801
Boone County,Iowa,2017-1-1-0-0,57321760,-98,-12,0.3,5.19,2.55,16.1,414030,1.07,5.17,6.3,423886,32553,43124,4733
Bremer County,Iowa,2017-1-1-0-0,90873780,-94,-16,2.23,3.37,2.57,10.9,628535,5.16,4.2,9.66,698153,26564,20367,4477
Buchanan County,Iowa,2017-1-1-0-0,62476137,-65,-10,1.51,4.02,6.11,16.9,665072,0.2,5.04,4.28,899869,47940,16582,1516
Buena Vista County,Iowa,2017-1-1-0-0,93673134,-114,-14,3.27,2.08,11.78,5.1,377262,0.08,2.66,7.19,615652,17930,39526,2165
Butler County,Iowa,2017-1-1-0-0,61951303,-88,-7,4.81,0.93,0.05,13.2,519990,2.75,2.16,10.51,830054,38559,39089,1261
Calhoun County,Iowa,2017-1-1-0-0,19767616,-93,-14,2,1.53,10.48,3.9,675617,3.97,4.33,0.76,568063,5936,30510,2685
Carroll County,Iowa,2017-1-1-0-0,29214770,-64,-12,0.56,3.42,10.47,4.3,790515,3.25,3.14,8.06,368520,11854,40883,4019
