Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Ireland,Telefonica O2 (East DigiFone),272/02,2015-7,-78.95,-14.26,0.61,0.47,0.59,0.52,0.73,0.02,0.33,0.84,831257,9930,82352,8741
Italy,Vodafone Omnitel,222/10,2015-7,-115.82,-9.42,0.59,0.16,0.21,0.05,0.17,0.43,0.52,0.92,102205,9920,40981,1541
Italy,Wind,222/88,2015-7,-145.03,-7.08,0.36,0.92,0.24,0.04,0.96,0.73,0.35,0.05,282351,6605,78575,6190
Japan,KDDI Corporation,440/51,2015-7,-132.41,-7.12,0.07,0.26,0.07,0.08,0.54,0.1,0.6,0.59,830561,1848,54331,9305
Japan,Soft Bank (Vodafone KK),440/20,2015-7,-139.85,-7.21,0.28,0.94,0.14,0.29,0.88,0.12,0.46,0.78,164208,3610,27329,4931
Japan,KDDI,440/50,2015-7,-115.79,-10.18,0.06,1,0.4,0.71,0.84,0.81,0.7,0.69,943010,9826,32953,1717
Japan,NTT Docomo,440/10,2015-7,-89.9,-11.27,0.45,0.76,0.99,0.78,0.58,0.38,0.79,0.71,138932,2924,41653,9748
Jordan,Zain (Fastlink),416/01,2015-7,-110.55,-6.14,0.45,0.88,0.47,0.81,0.22,0.36,0.19,0.6,743435,1309,63688,1608
Jordan,Orange (MobileCom),416/77,2015-7,-126.82,-8.83,0.94,0.99,0.5,0.99,0.99,0.83,0.33,0.54,336877,6370,88115,3321
Kazakhstan ,K-Cell,401/02,2015-7,-121.56,-8.76,0.91,0.48,0.44,0.34,0.49,0.42,0.96,0.24,629173,6536,76341,2633
Kuwait,MTC/Zain,419/02,2015-7,-114.87,-7.52,0.65,0.04,0.45,0.15,0.25,0.1,0.48,0.29,590102,6879,86573,4119
Kuwait,Viva (KTC),419/04,2015-7,-80.94,-9.39,0.03,0.25,0.25,0.87,0.99,0.73,0.35,1,371197,6371,63775,8409
Lebanon,MTC (MIC 2 Touch),415/03,2015-7,-157.78,-6.24,0.58,0.54,0.42,0.72,0.54,0.99,0.27,0.26,148449,2297,51009,7091
Luxembourg,Tango,270/77,2015-7,-132.34,-6.04,0.51,0.44,0.08,0.54,0.61,0.41,0.54,0.3,502222,5476,45438,5429
Macao,CTM,455/01,2015-7,-99.17,-7.5,0.47,0.61,0.3,0.55,0.55,0.96,0.29,0.87,838743,6007,93126,6183
Macao,Hutchison 3,455/03,2015-7,-77.64,-7.71,0.95,0.85,0.62,0.34,0.32,0.34,0.29,0.85,227345,6280,55319,2796
Malaysia,Celcom,502/19,2015-7,-128.23,-14.08,0.5,0.63,0.83,0.39,0.04,0.32,0.54,0.08,799597,9105,75589,1934
Malaysia,DiGi  Telecommunication,502/16,2015-7,-83.83,-11.5,0.04,0.57,0.87,0.01,0.48,0.66,0.7,0.98,290724,2606,31080,1825
Malaysia,Maxis,502/12,2015-7,-78.6,-11.22,0.06,0.02,0.19,0.85,0.83,0.55,0.91,0.58,618183,6482,19033,4233
Malta,Vodafone(MALTA),278/01,2015-7,-107.56,-8.72,0.04,0.12,1,0.56,0.77,0.6,0.23,0.02,236298,4050,58681,5200
Mauritius,Cellplus Orange,617/01,2015-7,-108.38,-6.32,0.78,0.93,0.26,0.65,0.2,0.25,0.33,0.5,468377,6114,93095,1600
Netherlands,Vodafone(NETHERLANDS),204/04,2015-7,-73.39,-14.42,0.87,0.87,0.71,0.27,0.69,0.89,0.01,0.95,791953,1615,14461,5609
Netherlands,T-mobile (ex Ben),204/16,2015-7,-65.88,-13.77,0.81,0.8,0.71,0.26,0.16,0.12,0.05,0.51,517322,7606,46948,8196
New Zealand,Vodafone(NEW ZEALAND),530/01,2015-7,-64.82,-14.95,0.77,0.31,0.1,0.25,0.26,0.59,0.49,0.21,473546,6742,67946,4295
Nigeria,EMTS,621/60,2015-7,-121.42,-8.95,0.62,0.4,0.23,0.67,0.46,0.72,0.4,0.57,460403,5778,91387,2877
Norway,Telenor Mobile,242/01,2015-7,-159.86,-6.96,0.88,0.59,0.06,0.83,0.8,0.19,0.09,0.21,215878,5097,24933,3803
Norway,NetCom TeliaSonera,242/02,2015-7,-104.33,-11.91,0.33,0.35,0.07,0.07,0.36,0.28,0.48,0.89,147143,7766,82609,5777
Oman,Nawras,422/03,2015-7,-103.27,-8.14,0.89,0.52,0.91,0.35,0.55,0.37,0.48,0.7,763559,1833,53914,5273
Oman,Oman Mobile - GTO (Omantel),422/02,2015-7,-95.55,-9.87,0.32,0.08,0.97,0.76,0.37,0.03,0.07,0.37,721708,5177,67075,1150
Philippines,Smart,515/03,2015-7,-74.47,-11.32,0.15,0.05,0.8,0.48,0.73,0.23,0.67,0.1,596628,7951,97297,9598
Poland,"T-Mobile (ERA,PTC)",260/02,2015-7,-76.4,-13.88,0.83,0.63,0.72,0.7,0.63,0.49,0.61,0.99,714152,8249,20336,3055
Poland,Orange/Centertel,260/03,2015-7,-149.68,-11.9,0.79,0.79,0.61,0.19,0.48,0.46,0.76,0.35,948369,1443,52475,1584
Portugal,Vodafone(PORTUGAL),268/01,2015-7,-112.11,-8.51,0.47,0.31,0.55,0.47,0.57,1,0.01,0.92,638574,7287,84333,8624
Portugal,Optimus (Sonecom),268/03,2015-7,-126.35,-11.21,0.77,0.9,0.46,0.78,0.21,0.7,0.29,0.15,312219,2329,18569,6507
Qatar,Vodafone(QATAR),427/02,2015-7,-118.03,-12.93,0.91,0.58,0.58,0.82,0.64,0.35,0.3,0.88,536122,1770,82361,1362
Qatar,Q-Tel,427/01,2015-7,-77.42,-7.82,0.19,0.81,0.4,0.84,0.11,0.88,0.7,0.6,857655,7104,18982,5475
Romania,Orange (Mobilrom),226/10,2015-7,-98.44,-7.1,0.95,0.47,0.07,0.43,0.68,0.13,0.21,0.15,966509,9011,18931,1890
Russia,MTS(RUSSIA),250/01,2015-7,-74.79,-11.31,0.95,0.84,1,0.95,0.48,0.79,0.6,0.7,500026,4193,41932,8999
Russia,MegaFon,250/02,2015-7,-111.73,-9.02,0.22,0.55,0.51,0.87,0.61,0.06,0.87,0.18,452737,6048,87104,8543
Russia,Vimpelcom Beeline (KB Impuls),250/99,2015-7,-100.92,-9.62,0.64,0.28,0.92,0.24,0.35,0.86,0.89,0.26,659092,2146,37680,9906
Saudi Arabia,Saudi Telecom Company,420/01,2015-7,-111.93,-10.32,0.89,0.61,0.37,0.01,0.38,0.7,0.59,0.65,399831,2668,62320,8731
Saudi Arabia,Mobily,420/03,2015-7,-68.21,-13.17,0.77,0.3,0.5,0.71,0.21,0.93,0.07,0.32,672946,5782,94904,1674
SERBIA,Telenor Serbia,220/01,2015-7,-72.94,-7.51,0.19,0.72,0.99,0.64,0.7,0.38,0.15,0.98,391542,6059,51004,6139
Singapore,Mobile One,525/03,2015-7,-114.91,-8,0.09,0.57,0.32,0.89,0.96,0.67,0.49,0.39,908327,7234,75788,7341
Singapore,Starhub,525/05,2015-7,-124.24,-12.78,0.22,0.07,0.06,0.39,0.08,0.1,0.86,0.81,907369,7560,44471,5159
Singapore,SingTel,525/01,2015-7,-109.17,-14.13,0.19,0.15,0.62,0.38,0.39,0.49,0.73,0.25,318065,1685,56506,8320
Slovak Republic,Orange (ex Globtel),231/01,2015-7,-116,-7.75,0.69,0.6,0.33,0.03,0.58,0.45,0.31,0.78,157398,1079,97067,8563
Slovenia,SI Mobil,293/40,2015-7,-75.5,-12.22,0.77,0.77,0.37,0.27,0.23,0.84,0.31,0.67,926111,2322,28214,1915
South Africa,Vodacom(SOUTH AFRICA),655/01,2015-7,-146.21,-14.72,0.18,0.95,0.65,0.91,0.4,0.96,0.09,0.08,564858,7702,75646,2960
South Africa,MTN(SOUTH AFRICA),655/10,2015-7,-100.52,-11.7,0.37,0.31,0.29,0.87,0.83,0.09,0.49,0.49,460008,4760,20899,6909
South Korea,KT (KTF),450/08,2015-7,-69.16,-11.98,0.51,0.09,0.23,0.66,0.18,0.67,0.05,0.41,587604,9745,15379,9828
South Korea,SK Telecom,450/05,2015-7,-93.23,-8.66,0.89,0.48,0.28,0.62,0.66,0.97,0.19,0.14,718422,8548,42757,6867
Spain,Orange/Amena,214/03,2015-7,-105.53,-13.41,0.35,0.56,0.92,0.35,0.34,0.46,0.03,0.29,970376,9924,16945,7305
Spain,Vodafone (AirTel),214/01,2015-7,-84.12,-7.87,0.3,0.64,0.79,0.4,0.42,0.85,0.1,0.35,158728,7505,72817,5053
Spain,Xfera Yoigo,214/04,2015-7,-116.22,-14.62,0.01,0.56,0.23,0.09,0.26,0.59,0.85,0.61,322801,2751,61349,3083
Spain,Telefonica Moviles(SPAIN),214/07,2015-7,-158.89,-13.15,0.02,0.11,0.58,0.78,0.25,0.94,0.98,0.87,139135,4446,90777,8049
Sweden,Tele2 - Comviq,240/07,2015-7,-145.82,-9.64,0.62,0.61,0.43,0.82,0.12,0.52,0.69,0.13,639439,6330,40986,4042
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2015-7,-88.05,-9.54,0.2,0.59,0.42,0.93,0.19,0.29,0.51,0.17,305511,8341,98058,7495
Sweden,TeliaSonera Mobile,240/01,2015-7,-146.45,-6.78,0.12,0.06,0.28,0.92,0.16,1,0.7,0.82,589676,5720,99628,6898
Switzerland,Swisscom,228/01,2015-7,-62.19,-11.6,0.85,0.55,0.41,0.49,0.46,0.5,0.07,0.2,194941,9791,53686,4740
Switzerland,Sunrise DiAx,228/02,2015-7,-97.81,-8.39,0.12,0.62,0.88,0.62,0.13,0.2,1,0.35,293215,3106,56255,8886
Switzerland,Orange(SWITZERLAND),228/03,2015-7,-82.45,-12.45,0.51,0.05,0.18,0.52,0.26,0.67,0.56,0.49,580314,7908,78685,3714
Thailand,True Move  HSPA,520/00,2015-7,-102.93,-11.71,0.6,0.77,0.46,0.93,0.75,0.25,0.18,0.55,421423,9017,82017,5134
Thailand, AIS,520/03,2015-7,-100.63,-14.12,0.22,0.65,0.98,0.86,0.26,0.28,0.07,0.92,682134,2226,45657,4633
Turkey,Vodafone (TelSim),286/02,2015-7,-105.46,-13.77,0.95,0.99,0.33,0.52,0.83,0.74,0.52,0.39,570811,7255,44253,6225
Turkey,Turkcel,286/01,2015-7,-60.96,-11.8,0.3,0.39,0.97,0.87,0.59,0.73,0.04,0.63,238653,7190,11626,9855
United Arab Emirates,Etisalat(UAE),424/02,2015-7,-61.1,-6.82,0.93,0.43,0.88,0.53,0.97,0.91,0.48,0.28,115197,8075,36686,9294
United Arab Emirates,Du,424/03,2015-7,-123.05,-6.41,0.79,0.84,0.88,0.84,0.19,0.12,0.74,0.99,163427,7031,12217,7309
United Kingdom,Vodafone(UK),234/15,2015-7,-128.31,-7.79,0.31,0.98,0.41,0.5,0.13,0.87,0.75,0.64,146116,6080,44047,6581
United Kingdom,Everything Everywhere,234/30,2015-7,-62.36,-9.27,0.08,0.01,0.59,0.8,0.4,0.82,0.32,1,163259,3394,49434,1711
United Kingdom,Telefonica O2 (CellNet),234/10,2015-7,-137.61,-14.15,0.11,0.83,0.68,0.63,0.85,0.3,0.62,0.1,997149,3926,38432,8891
United Kingdom,Everything Everywhere (ex-Orange),234/33,2015-7,-153.36,-10.78,0.92,0.76,0.39,0.42,0.76,0.38,0.7,0.47,570788,6996,37785,6255
Unted States,AT&T,310/410,2015-7,-113.91,-6.95,0.37,0.4,0.04,0.13,0.87,0.04,0.44,0.65,846504,3099,35927,1704
Unted States,Guamcell Cellular and Paging,310/370,2015-7,-104.92,-7.84,0.71,0.99,0.26,0.49,0.83,0.69,0.44,0.71,818270,1267,45230,9306
Unted States,T-Mobile,310/260,2015-7,-82.13,-10.15,0.62,0.63,0.06,0.87,0.18,0.12,0.05,0.24,759092,3561,66278,3442
Unted States,Verizon Wireless,311/48,2015-7,-74.53,-12.09,0.38,0.11,0.26,0.65,0.82,0.22,0.46,0.84,365882,6102,55673,4856
Albania,Vodafone(ALBANIA),276/02,2015-8,-86.26,-7.82,0.79,0.19,0.81,0.35,0.82,0.72,0.98,0.66,328870,3199,81243,6067
Australia,Vodafone Hutchison,505/03,2015-8,-157.67,-9.42,0.52,0.61,0.44,0.5,0.28,0.81,0.24,0.35,104966,6431,27533,6815
Australia,Optus,505/02,2015-8,-60.92,-10.08,0.58,0.4,0.25,0.51,0.02,0.94,0.59,0.61,898154,5514,79398,4908
Australia,Telstra,505/01,2015-8,-83.15,-6.1,0.48,0.91,1,0.93,0.81,0.63,0.22,0.31,312108,3111,53872,5272
Austria,A1 Austria Telekom (Mobilkom),232/01,2015-8,-108.27,-9.44,0.82,0.28,0.73,0.67,0.78,0.21,0.18,0.87,418624,6208,38448,2914
Austria,H3G(AUSTRIA),232/10,2015-8,-108.33,-6.14,0.25,0.29,0.8,0.42,0.13,0.63,0.24,1,597699,8970,18026,5289
Bahrain,Viva,426/04,2015-8,-111.58,-11.78,0.1,0.9,0.8,0.23,0.55,0.53,0.13,0.07,874009,3639,95133,3487
Bahrain,Batelco,426/01,2015-8,-61.34,-11.13,0.24,0.08,0.5,0.74,0.99,0.63,0.67,0.32,705907,3704,37738,5481
Bahrain,Zain/Vodafone/MTC,426/02,2015-8,-148.52,-7.16,0.1,0.59,0.82,0.31,0.94,0.33,0.29,0.34,929299,5284,72506,3522
Belgium,"Base (KPN,Orange)",206/20,2015-8,-87.78,-13.77,0.69,0.06,0.77,0.84,0.8,0.77,0.41,0.93,879524,8185,53632,8331
Belgium,Mobistar S.A.,206/10,2015-8,-100.66,-12.61,0.11,0.36,1,0.47,0.61,0.5,0.66,0.49,622668,4175,37851,3368
Belgium,Belgacom Mobile,206/01,2015-8,-115.96,-6.36,0.95,0.84,0.9,0.5,0.19,0.76,0.83,0.93,319144,4472,20984,5489
Brazil,Vivo S.A,724/10,2015-8,-142.57,-9.87,0.14,0.53,1,0.85,0.21,0.35,0.58,0.55,604913,2141,21086,3560
Brazil,TIM,724/04,2015-8,-78.49,-11.79,0.66,0.92,0.37,0.22,0.4,0.51,0.82,0.43,793361,9294,65839,8885
Bulgaria,Mobiltel,284/01,2015-8,-150.27,-11.18,0.51,0.14,0.45,0.54,0.86,0.41,0.43,0.05,675083,6221,21965,9361
Canada,Bell Mobility,302/610,2015-8,-87.26,-13.68,0.55,0.68,0.91,0.57,0.57,0.5,0.17,0.1,725596,6580,82040,3000
Canada,Telus Mobility,302/220,2015-8,-76.5,-8.39,0.98,0.41,0.01,0.71,0.82,0.17,0.99,0.95,745156,2370,91402,2138
China,China Mobile,460/07,2015-8,-91.18,-9.52,0.89,0.71,0.8,0.33,0.75,0.85,0.49,0.04,821651,3766,99837,5878
China,China Unicom,460/01,2015-8,-98.17,-7.25,0.31,0.74,0.25,0.76,0.2,0.59,0.98,0.56,297132,6095,93074,4307
China,China Mobile,460/02,2015-8,-125.89,-7.06,0.64,0.91,0.81,0.79,0.11,0.53,0.46,0.27,931656,3261,87099,5402
China,China Mobile,460/00,2015-8,-132.63,-9.11,0.68,0.06,0.88,0.51,0.48,0.74,0.43,0.81,530626,3710,16078,7353
Croatia,Croatian Telecom (ex T- Mobile),219/01,2015-8,-123.99,-11.93,0.15,0.99,0.94,0.25,0.33,0.57,0.21,0.31,634621,1955,93855,1851
Croatia,VIP-net,219/10,2015-8,-153.73,-8.81,0.95,0.16,0.56,0.54,0.05,0.53,0.77,0.77,173567,6892,18578,1723
Czech Republic,Telefonica O2 (Eurotel),230/02,2015-8,-144.61,-8.28,0.54,0.03,0.14,0.14,0.62,0.93,0.88,0.1,443933,3666,63894,8218
Denmark,Telenor (Sonofon),238/02,2015-8,-82.42,-10.86,0.88,0.08,0.48,0.11,0.74,0.02,1,0.73,577118,9818,64458,8826
Dominica Rep.,"Orange Dominicana, S.A.",370/01,2015-8,-129,-14.77,0.25,0.5,0.84,0.15,0.92,0.52,0.34,0.34,795761,3522,92238,5069
Egypt,Vodafone(EGYPT),602/02,2015-8,-62.87,-13.91,0.66,0.16,0.66,0.32,0.43,0.86,0.1,0.29,263548,8743,48050,4335
Egypt,Etisalat Misr,602/03,2015-8,-114.44,-8.44,1,0.74,0.78,0.23,0.22,0.96,0.15,0.29,261678,1131,79241,2181
Estonia,Tele2(ESTONIA),248/03,2015-8,-132.93,-13.31,0.43,0.26,0.77,0.83,0.84,0.13,0.34,0.78,444982,6905,72052,1226
France,SFR (Cegetel),208/10,2015-8,-63.69,-14.2,0.51,0.51,0.76,0.47,0.47,0.05,0.26,0.85,958768,2815,41646,5930
France,Orange (Iteneris),208/01,2015-8,-156.17,-9.29,0.51,0.17,0.22,0.51,0.05,0.36,0.51,0.21,425069,4077,85066,5001
France,Free Mobile,208/15,2015-8,-80.63,-11.76,0.79,0.01,0.54,0.38,0.55,0.18,0.21,0.43,783404,8753,30904,6983
France,Bouygues,208/20,2015-8,-69.35,-12.53,0.85,0.4,0.05,0.1,0.31,0.48,0.21,0.78,128831,6076,45129,6765
Germany,Telekom Deutschland (T-Mobile),262/01,2015-8,-70.04,-8.6,0.63,0.38,0.71,0.31,0.38,0.06,0.21,0.23,719792,1038,60680,8857
Germany,Vodafone(GERMANY),262/02,2015-8,-128.45,-11.17,0.11,0.11,0.95,0.81,0.34,0.41,0.71,0.64,676984,4712,51145,3666
Germany,Telefonica O2/viag,262/07,2015-8,-79.76,-8.57,0.43,0.23,0.88,0.28,0.1,0.86,0.02,0.16,996188,2495,47037,1388
Germany,E-Plus,262/03,2015-8,-106.96,-13.79,0.84,0.22,0.34,0.16,0.04,0.08,0.26,0.21,152642,6390,65901,6325
Hongkong,China Mobile - Peoples,454/12,2015-8,-96.73,-9.81,0.94,0.77,0.59,0.66,0.05,0.21,0.75,0.79,248821,2842,15205,1137
Hongkong,H3G(HONG KONG),454/03,2015-8,-118.04,-12.06,0.62,0.55,0.67,1,0.7,0.93,0.31,0.11,726474,8363,41836,6946
Hongkong,PCCW-HKT Telephone Limited,454/19,2015-8,-80.96,-9.33,0.9,0.7,0.56,0.84,0.16,0.03,0.24,0.63,921440,2986,98523,1400
Hongkong,SmarTone - Vodafone,454/06,2015-8,-139.04,-7.83,0.38,0.37,0.58,0.55,0.09,0.11,0.49,0.05,209494,7579,34658,1206
Hongkong,CSL (C&W),454/00,2015-8,-70.16,-13.78,0.9,0.74,0.71,0.75,0.71,0.5,0.18,0.5,589724,2631,85289,9158
Hungary,Vodafone(HUNGARY),216/70,2015-8,-135.61,-14.18,0.69,0.17,0.4,0.07,0.13,0.2,0.35,0.94,244082,8594,68452,3537
Hungary,T-Mobile(HUNGARY),216/30,2015-8,-130.65,-11.93,0.06,0.21,0.28,0.04,0.86,0.21,0.51,0.29,618365,7545,93765,4983
India,Airtel (Karnataka),404/45,2015-8,-146.78,-8.53,0.28,0.43,0.52,0.04,0.13,0.3,0.7,0.44,151088,6251,11088,9172
India,Airtel (Delhi),404/10,2015-8,-101.03,-9.02,0.58,1,0.99,0.4,0.3,0.59,0.5,0.17,363392,6161,33094,2601
Indonesia,Indosat (IDNSL),510/01,2015-8,-149.2,-6.56,0.36,0.37,0.65,0.26,0.13,0.66,0.48,0.57,574758,1573,23292,6850
Ireland,Vodafone(IRELAND),272/01,2015-8,-85.8,-14.43,0.26,0.97,0.89,0.27,0.97,0.08,0.59,0.47,584464,1556,19111,4376
Ireland,Meteor,272/03,2015-8,-110.03,-11.85,0.12,0.26,0.55,0.55,0.39,0.57,0.15,0.09,157819,7871,89344,9986
Ireland,Telefonica O2 (East DigiFone),272/02,2015-8,-136.39,-6.57,0.25,0.19,0.63,0.89,0.05,0.73,0.5,1,757958,4003,36813,5344
Italy,Vodafone Omnitel,222/10,2015-8,-98.7,-9.87,0.82,0.79,0.06,0.18,0.86,0.12,0.28,0.16,563290,2984,38589,6888
Italy,Wind,222/88,2015-8,-150.43,-6.96,0.71,1,0.44,0.31,0.91,0.38,0.24,0.99,958299,5549,60750,5757
Japan,KDDI Corporation,440/51,2015-8,-128.53,-13.12,0.33,0.66,0.89,0.81,0.65,0.56,0.7,0.2,392625,4528,29505,6804
Japan,Soft Bank (Vodafone KK),440/20,2015-8,-129.28,-13.74,0.78,0.82,0.45,0.98,0.5,0.57,0.83,0.44,462456,2913,23788,3964
Japan,KDDI,440/50,2015-8,-83.14,-6.32,0.65,0.16,0.88,0.33,0.18,0.46,0.43,0.44,524976,9228,80794,7992
Japan,NTT Docomo,440/10,2015-8,-128.28,-14.91,0.3,0.85,0.56,0.72,0.41,0.05,0.12,1,976584,9184,35698,9990
Jordan,Zain (Fastlink),416/01,2015-8,-124.7,-12.86,0.06,0.24,0.16,0.22,0.3,0.62,0.55,0.92,483309,9144,74979,1540
Jordan,Orange (MobileCom),416/77,2015-8,-109.57,-10.06,0.61,0.52,0.22,0.99,0.45,0.75,1,0.01,294502,3207,58303,4590
Kazakhstan ,K-Cell,401/02,2015-8,-101.89,-12.05,0.75,0.7,0.51,0.2,0.96,0.25,0.59,0.11,666754,9188,21548,1951
Kuwait,MTC/Zain,419/02,2015-8,-159.34,-13.11,0.83,0.1,0.4,0.35,0.41,0.12,0.46,0.56,151881,9080,84993,5147
Kuwait,Viva (KTC),419/04,2015-8,-82.71,-12.22,0.33,0.28,0.82,0.63,0.52,0.25,0.79,0.72,708281,6130,74209,5743
Lebanon,MTC (MIC 2 Touch),415/03,2015-8,-145.69,-9.68,0.45,0.54,0.05,0.07,0.61,0.66,1,0.94,482532,4358,96343,7303
Luxembourg,Tango,270/77,2015-8,-135.48,-14.85,0.88,0.39,0.7,0.03,0.85,0.67,0.36,0.36,393576,2608,65383,3164
Macao,CTM,455/01,2015-8,-100.52,-8.92,0.36,0.17,0.38,0.15,0.78,0.94,0.75,0.38,678670,8813,36291,3019
Macao,Hutchison 3,455/03,2015-8,-129.16,-8.47,0.48,0.9,0.7,0.52,0.93,0.56,0.07,0.65,943109,1220,75245,3343
Malaysia,Celcom,502/19,2015-8,-65.33,-10.05,0.31,0.76,0.79,0.81,0.21,0.32,0.59,0.66,115313,3898,78456,4944
Malaysia,DiGi  Telecommunication,502/16,2015-8,-149.29,-13.77,0.11,0.12,0.48,0.52,0.96,0.67,0.6,0.76,629393,7181,75059,1566
Malaysia,Maxis,502/12,2015-8,-121.89,-13.99,0.02,0.57,0.08,0.21,0.81,0.57,0.04,0.93,942941,1732,28258,6230
Malta,Vodafone(MALTA),278/01,2015-8,-116.53,-12.31,0.57,0.75,0.55,0.25,0.76,1,0.49,0.19,695776,3734,10841,3175
Mauritius,Cellplus Orange,617/01,2015-8,-132.74,-7.51,0.41,0.21,0.64,0.05,0.11,0.8,0.12,0.31,282599,1636,35614,3266
Netherlands,Vodafone(NETHERLANDS),204/04,2015-8,-132.73,-6.6,0.1,0.1,0.28,0.89,0.6,0.87,0.03,0.61,216413,1053,96301,4928
Netherlands,T-mobile (ex Ben),204/16,2015-8,-93.27,-9.05,0.03,0.98,0.9,0.39,0.97,0.29,0.19,0.63,885892,3820,19318,8783
New Zealand,Vodafone(NEW ZEALAND),530/01,2015-8,-63.75,-14.7,0.3,0.75,0.36,1,0.35,0.41,0.99,0.64,152814,8213,47420,6936
Nigeria,EMTS,621/60,2015-8,-98.53,-11.46,0.94,0.5,0.95,0.74,0.6,0.85,0.95,0.96,532949,5268,65731,9270
Norway,Telenor Mobile,242/01,2015-8,-67.12,-10.17,0.47,0.6,0.48,0.06,0.45,0.71,0.98,0.78,285121,4974,79801,2449
Norway,NetCom TeliaSonera,242/02,2015-8,-90.58,-9.24,0.97,0.51,0.39,0.19,0.1,0.05,0.51,0.99,950472,5423,85518,6554
Oman,Nawras,422/03,2015-8,-76.11,-13.84,0.34,0.9,0.59,0.08,0.21,0.97,0.13,0.14,200737,4743,31739,5298
Oman,Oman Mobile - GTO (Omantel),422/02,2015-8,-151.14,-13.17,0.2,0.78,0.34,0.7,0.69,0.55,0.56,0.57,750631,3183,66804,8327
Philippines,Smart,515/03,2015-8,-94.79,-6.61,0.44,0.52,0.5,0.12,0.16,0.73,0.02,0.13,752181,6632,80507,6500
Poland,"T-Mobile (ERA,PTC)",260/02,2015-8,-76.6,-13.23,0.31,0.56,0.77,0.57,0.98,0.71,0.96,0.7,856203,6617,88891,7675
Poland,Orange/Centertel,260/03,2015-8,-71.18,-9.8,0.51,0.67,0.25,0.18,0.6,0.5,0.52,0.4,913315,8649,83271,3868
Portugal,Vodafone(PORTUGAL),268/01,2015-8,-158.84,-13.32,0.82,0.09,0.13,0.41,0.17,0.22,0.81,0.47,757454,2387,79648,2089
Portugal,Optimus (Sonecom),268/03,2015-8,-61.19,-7.04,0.96,0.25,0.6,0.23,0.34,0.41,0.47,0.01,706278,7585,80656,6441
Qatar,Vodafone(QATAR),427/02,2015-8,-153.4,-14.02,0.64,0.03,0.21,0.42,0.13,0.04,0.82,0.14,508347,7907,17344,2618
Qatar,Q-Tel,427/01,2015-8,-145.13,-14.58,0.01,0.74,0.4,0.1,0.73,0.03,0.19,0.33,776603,6373,92018,5683
Romania,Orange (Mobilrom),226/10,2015-8,-152.24,-11.12,0.69,0.9,0.72,0.73,0.83,0.64,0.39,0.62,471099,7982,51707,6753
Russia,MTS(RUSSIA),250/01,2015-8,-120.22,-10.75,0.03,0.51,0.35,0.85,0.95,0.93,0.71,0.21,760614,2081,82139,8710
Russia,MegaFon,250/02,2015-8,-123.77,-11.55,0.88,0.6,0.45,0.13,0.05,0.93,0.81,0.98,934099,4241,51294,6920
Russia,Vimpelcom Beeline (KB Impuls),250/99,2015-8,-74.19,-7.29,0.6,0.5,0.01,0.32,0.14,0.13,0.19,0.93,807900,6342,96772,1739
Saudi Arabia,Saudi Telecom Company,420/01,2015-8,-124,-14.6,0.63,0.33,0.44,0.46,0.99,0.45,0.07,0.11,517518,2862,54196,7413
Saudi Arabia,Mobily,420/03,2015-8,-113.44,-9.91,0.11,0.55,0.75,0.13,0.13,0.94,0.06,0.82,450470,1363,39074,8726
SERBIA,Telenor Serbia,220/01,2015-8,-66.79,-11.71,0.91,0.25,0.74,0.08,0.71,0.72,0.95,0.53,921309,2255,41304,8749
Singapore,Mobile One,525/03,2015-8,-131.94,-9.39,0.03,0.24,0.84,0.33,0.43,0.94,0.62,0.7,974053,5443,24510,2696
Singapore,Starhub,525/05,2015-8,-75.02,-8.89,0.21,0.45,0.2,0.05,0.29,0.66,0.01,0.08,312143,1506,94089,3789
Singapore,SingTel,525/01,2015-8,-91.54,-7.11,0.11,0.57,0.91,0.34,0.41,0.16,0.88,0.77,625157,3005,59856,1813
Slovak Republic,Orange (ex Globtel),231/01,2015-8,-122.4,-9.08,0.33,0.64,0.81,0.99,0.56,0.04,0.6,0.88,523679,9325,34379,4125
Slovenia,SI Mobil,293/40,2015-8,-151.95,-11.54,0.2,0.22,0.27,0.6,0.81,0.03,0.62,0.72,971422,9801,22666,4158
South Africa,Vodacom(SOUTH AFRICA),655/01,2015-8,-66.55,-9.04,0.22,0.49,0.56,0.4,0.41,0.84,0.06,0.06,765863,3221,97750,5757
South Africa,MTN(SOUTH AFRICA),655/10,2015-8,-75.57,-6.91,0.59,0.83,0.86,0.51,0.83,0.87,0.76,0.78,187499,5476,37465,6304
South Korea,KT (KTF),450/08,2015-8,-125.7,-6.94,0.82,0.72,0.41,0.39,0.19,0.02,0.79,0.14,289671,1133,36057,9953
South Korea,SK Telecom,450/05,2015-8,-158.72,-7.75,0.39,0.64,0.72,0.21,0.69,0.69,0.64,0.61,141577,4006,86171,9012
Spain,Orange/Amena,214/03,2015-8,-153.87,-13.56,0.37,0.85,0.72,0.88,0.17,0.98,0.41,0.68,472955,5129,92579,9292
