2015-1,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Croatia,VIP-net,219/10,5-Aug,-62.41,-12.99,0.4,0.91,0.8,0.92,0.16,0.52,0.76,0.19,140760,5067,35948,3305
Czech Republic,Telefonica O2 (Eurotel),230/02,5-Aug,-137.5,-9.53,0.74,0.03,0.41,0.55,0.01,0.14,0.62,0.81,532059,1363,95451,6657
Denmark,Telenor (Sonofon),238/02,5-Aug,-138.66,-8.12,0.3,0.09,0.81,0.83,0.89,0.61,0.02,0.73,598877,9251,60214,5985
Dominica Rep.,"Orange Dominicana, S.A.",370/01,5-Aug,-121.38,-7.27,0.78,0.83,0.71,0.37,0.44,0.91,0.77,0.66,908385,2643,13722,4245
Egypt,Vodafone(EGYPT),602/02,5-Aug,-95.7,-7.93,0.49,0.74,0.23,0.26,0.03,0.06,0.48,0.08,637903,1778,81208,2853
Egypt,Etisalat Misr,602/03,5-Aug,-107.54,-6.38,0.9,0.95,0.26,0.18,0.5,0.46,0.79,0.03,142699,4177,29924,5029
Estonia,Tele2(ESTONIA),248/03,5-Aug,-135.89,-9.79,0.57,0.92,0.65,0.77,0.43,0.35,0.89,0.31,432849,5172,39476,2391
France,SFR (Cegetel),208/10,5-Aug,-98.86,-11.27,1,0.12,0.9,0.44,0.4,0.44,0.84,0.92,928077,2539,78928,5994
France,Orange (Iteneris),208/01,5-Aug,-117.89,-14.82,0.32,0.99,0.28,0.3,0.3,0.25,0.99,0.71,784573,4208,79820,7062
France,Free Mobile,208/15,5-Aug,-91.56,-7.33,0.47,0.63,0.78,0.32,0.31,0.22,0.14,0.9,477707,3284,97114,2413
France,Bouygues,208/20,5-Aug,-140.09,-14.67,0.1,0.65,0.13,0.5,0.18,0.6,0.87,0.91,404405,3214,85627,2288
Germany,Telekom Deutschland (T-Mobile),262/01,5-Aug,-154.12,-10.06,0.34,0.19,0.85,0.79,0.3,0.9,0.42,0.9,901599,8384,32425,1699
Germany,Vodafone(GERMANY),262/02,5-Aug,-155.5,-10.45,0.81,0.42,0.66,0.08,0.41,0.04,0.25,0.07,968435,9469,55834,7264
Germany,Telefonica O2/viag,262/07,5-Aug,-62.03,-10.02,0.06,0.67,0.95,0.9,0.24,0.77,0.33,0.61,556305,1587,62092,1871
Germany,E-Plus,262/03,5-Aug,-129.05,-11.18,0.43,0.85,1,0.86,0.85,0.51,0.18,0.73,212575,7970,65426,7144
Hongkong,China Mobile - Peoples,454/12,5-Aug,-104.64,-9.17,0.91,0.66,0.3,0.05,0.89,0.16,0.43,0.73,409013,6856,20111,8649
Hongkong,H3G(HONG KONG),454/03,5-Aug,-97.08,-10.2,0.49,0.91,1,0.37,0.18,0.75,0.58,0.68,964737,2667,11821,8008
Hongkong,PCCW-HKT Telephone Limited,454/19,5-Aug,-87.7,-13.77,0.14,0.1,0.28,0.82,0.92,0.25,0.81,0.24,226558,8854,48718,8275
Hongkong,SmarTone - Vodafone,454/06,5-Aug,-131.17,-11.6,0.42,0.68,0.64,0.41,0.42,0.73,0.74,0.47,840185,8132,18890,7438
Hongkong,CSL (C&W),454/00,5-Aug,-73.02,-12.16,0.65,0.9,0.49,0.76,0.81,0.45,0.03,0.82,644680,2271,36721,9784
Hungary,Vodafone(HUNGARY),216/70,5-Aug,-116.77,-7.22,0.48,0.72,0.18,0.67,0.56,0.11,0.89,0.59,655048,7743,26334,4595
Hungary,T-Mobile(HUNGARY),216/30,5-Aug,-82.67,-14.47,0.79,0.25,0.08,0.69,0.02,0.21,0.9,0.67,512606,6299,22951,4144
India,Airtel (Karnataka),404/45,5-Aug,-67.2,-10.88,0.18,0.1,0.93,0.2,0.14,0.8,0.88,0.42,759088,6064,43799,6864
India,Airtel (Delhi),404/10,5-Aug,-97.38,-14.77,0.92,0.3,0.13,0.8,0.23,0.13,0.48,0.78,974887,6658,10937,9193
Indonesia,Indosat (IDNSL),510/01,5-Aug,-128.67,-14.29,0.92,0.9,0.14,0.8,0.97,0.82,0.41,0.93,576965,2301,93792,8522
Ireland,Vodafone(IRELAND),272/01,5-Aug,-149.79,-14.67,0.85,1,0.64,0.95,0.56,0.52,0.06,0.91,123354,8502,20481,2531
Ireland,Meteor,272/03,5-Aug,-151.11,-11.94,0.07,0.91,0.53,0.91,0.18,0.79,0.81,0.33,443787,1839,78193,8246
Ireland,Telefonica O2 (East DigiFone),272/02,5-Aug,-130.1,-12.87,0.49,0.76,0.77,0.15,0.92,0.62,0.04,0.71,752601,6768,77293,7159
Italy,Vodafone Omnitel,222/10,5-Aug,-89.85,-14.24,0.49,0.69,0.03,0.16,0.51,0.8,0.09,0.82,809267,8227,89248,8706
Italy,Wind,222/88,5-Aug,-128.28,-8.59,0.32,0.39,0.17,0.44,0.26,0.03,0.82,0.94,256567,1693,47138,9425
Japan,KDDI Corporation,440/51,5-Aug,-117.38,-8.32,0.96,0.62,0.72,0.08,0.31,0.38,0.35,0.36,399746,4018,38413,2506
Japan,Soft Bank (Vodafone KK),440/20,5-Aug,-131.57,-11.06,0.62,0.64,0.09,0.62,0.98,0.01,0.77,0.2,557565,7879,89058,4219
Japan,KDDI,440/50,5-Aug,-115.35,-8.34,0.84,0.6,0.64,0.35,0.69,0.44,0.07,0.29,228471,2691,52600,1487
Japan,NTT Docomo,440/10,5-Aug,-106.17,-13.38,0.27,0.34,0.88,0.54,0.41,0.8,0.15,0.31,252292,2294,78796,3512
Jordan,Zain (Fastlink),416/01,5-Aug,-82.16,-13.2,0.95,0.04,0.06,0.17,0.85,0.22,0.64,0.81,580340,8445,11465,1271
Jordan,Orange (MobileCom),416/77,5-Aug,-71.36,-7.64,0.7,0.55,0.77,0.7,0.09,0.72,0.42,0.18,775764,4888,83609,9558
Kazakhstan ,K-Cell,401/02,5-Aug,-131.89,-11.86,0.72,0.23,0.87,0.08,0.95,0.62,0.56,0.31,214650,6385,17579,6616
Kuwait,MTC/Zain,419/02,5-Aug,-150.96,-8.05,0.18,0.24,0.4,0.6,0.51,0.81,0.85,0.06,533582,1579,60794,7038
Kuwait,Viva (KTC),419/04,5-Aug,-74.87,-10.96,0.71,0.7,0.99,0.27,0.89,0.84,0.96,0.79,543902,2910,51309,2504
Lebanon,MTC (MIC 2 Touch),415/03,5-Aug,-69.37,-13,0.24,0.06,0.74,0.05,0.12,0.1,0.48,0.38,849333,2650,95195,8690
Luxembourg,Tango,270/77,5-Aug,-129.04,-7.5,0.37,0.84,0.23,0.27,0.27,0.95,0.87,0.76,579130,9780,27939,3490
Macao,CTM,455/01,5-Aug,-103.97,-12.49,0.86,0.03,0.07,0.1,0.63,0.69,0.55,0.96,873958,2047,63347,7885
Macao,Hutchison 3,455/03,5-Aug,-68.43,-6.86,0.5,0.98,0.75,0.99,0.13,0.92,0.67,0.69,652930,3040,23902,2514
Malaysia,Celcom,502/19,5-Aug,-155.67,-11.43,0.42,0.99,0.19,0.72,0.9,0.86,0.94,0.91,677781,4628,78980,6420
Malaysia,DiGi  Telecommunication,502/16,5-Aug,-116.61,-12.25,0.48,0.6,0.04,0.32,0.93,0.66,0.08,0.44,542386,8657,35125,9477
Malaysia,Maxis,502/12,5-Aug,-135.32,-8.86,0.93,0.9,0.13,0.4,0.88,0.53,0.55,0.06,550475,1801,26698,9024
Malta,Vodafone(MALTA),278/01,5-Aug,-129.82,-7.09,0.18,0.73,0.95,0.63,0.32,0.93,0.12,0.03,704745,1204,26582,1107
Mauritius,Cellplus Orange,617/01,5-Aug,-73.18,-14.18,0.4,0.35,0.11,0.09,0.4,0.53,0.79,0.46,221496,9564,23349,3977
Netherlands,Vodafone(NETHERLANDS),204/04,5-Aug,-101.89,-14.87,0.32,0.87,0.11,0.37,0.12,0.55,0.39,0.55,259159,4919,83705,1706
Netherlands,T-mobile (ex Ben),204/16,5-Aug,-107.17,-13.91,0.37,0.76,0.63,0.03,0.27,0.39,0.94,0.14,622596,8599,22919,6323
New Zealand,Vodafone(NEW ZEALAND),530/01,5-Aug,-109.3,-7.83,0.69,0.64,0.16,0.94,0.45,0.68,0.26,0.01,676921,2005,53449,7348
Nigeria,EMTS,621/60,5-Aug,-103.53,-6.27,0.44,0.49,0.4,0.63,0.73,0.94,0.44,0.27,210734,9740,69096,9046
Norway,Telenor Mobile,242/01,5-Aug,-76.08,-6.61,0.89,0.87,0.89,0.2,0.04,0.19,0.69,0.63,933305,7883,44814,9734
Norway,NetCom TeliaSonera,242/02,5-Aug,-151.99,-12.51,0.22,0.82,0.19,0.19,0.74,0.54,0.9,0.1,917542,6012,99939,4643
Oman,Nawras,422/03,5-Aug,-100.67,-8.03,0.24,0.55,0.18,0.4,0.01,0.63,0.44,0.12,417800,2643,89442,1885
Oman,Oman Mobile - GTO (Omantel),422/02,5-Aug,-72.28,-14.56,0.56,0.4,0.84,0.96,0.77,0.29,0.79,0.04,744645,7833,18233,5914
Philippines,Smart,515/03,5-Aug,-103.21,-8.56,0.51,0.02,0.44,0.99,0.85,0.02,0.62,0.56,589121,5506,40717,8782
Poland,"T-Mobile (ERA,PTC)",260/02,5-Aug,-122.89,-6.47,0.69,0.82,0.73,0.15,0.13,0.34,0.14,0.31,747393,6162,95789,7084
Poland,Orange/Centertel,260/03,5-Aug,-66.21,-9.09,0.23,0.96,0.79,0.34,0.6,0.54,0.72,0.75,700982,1796,91758,5117
Portugal,Vodafone(PORTUGAL),268/01,5-Aug,-144.75,-6.65,0.96,0.29,0.7,0.48,0.41,0.86,0.52,0.48,501821,9786,80338,3954
Portugal,Optimus (Sonecom),268/03,5-Aug,-138.55,-12.51,0.25,0.38,0.91,0.19,0.93,0.29,0.87,0.05,878146,7134,36476,6693
Qatar,Vodafone(QATAR),427/02,5-Aug,-92.74,-6.51,0.98,0.27,0.87,0.36,0.22,0.06,0.69,0.25,164691,7734,84520,7258
Qatar,Q-Tel,427/01,5-Aug,-157.77,-9,0.11,0.98,0.98,0.62,0.89,1,0.7,0.78,512924,1025,62323,5815
Romania,Orange (Mobilrom),226/10,5-Aug,-69.42,-12.74,0.66,0.43,0.67,0.71,0.22,0.65,0.75,0.1,221647,4906,22686,6767
Russia,MTS(RUSSIA),250/01,5-Aug,-93.69,-7.87,0.24,0.19,0.21,0.64,0.6,0.02,0.65,0.61,273784,6104,34287,8527
Russia,MegaFon,250/02,5-Aug,-106.05,-11.97,0.13,0.76,0.55,0.58,0.24,0.02,0.2,0.7,229695,8937,16486,5522
Russia,Vimpelcom Beeline (KB Impuls),250/99,5-Aug,-117.38,-12.82,0.71,0.19,0.98,0.89,0.58,0.08,0.56,0.29,372865,9540,92759,2772
Saudi Arabia,Saudi Telecom Company,420/01,5-Aug,-81.55,-14,0.78,0.51,0.14,0.73,0.96,0.55,0.09,0.23,935122,3774,21719,6008
Saudi Arabia,Mobily,420/03,5-Aug,-61.38,-9.16,0.07,0.11,0.68,0.13,0.66,0.08,0.1,0.15,273034,8238,71579,4225
SERBIA,Telenor Serbia,220/01,5-Aug,-81.56,-10.24,0.19,0.21,0.83,0.6,0.74,0.31,0.14,0.06,716807,9971,71530,5265
Singapore,Mobile One,525/03,5-Aug,-103.78,-14.4,0.49,0.35,0.82,0.71,0.59,0.63,0.79,0.44,313304,6059,36915,7489
Singapore,Starhub,525/05,5-Aug,-94.15,-13.3,0.44,0.35,0.49,0.72,0.68,0.23,0.5,0.9,391170,8105,72430,2478
Singapore,SingTel,525/01,5-Aug,-74.4,-8.21,0.14,0.28,0.77,0.2,0.91,0.94,0.33,0.34,437112,1926,70930,8179
Slovak Republic,Orange (ex Globtel),231/01,5-Aug,-121.31,-14.73,0.53,0.78,0.42,0.31,0.76,0.88,0.3,0.51,518734,4953,68069,3091
Slovenia,SI Mobil,293/40,5-Aug,-69.72,-7.18,0.85,1,0.35,0.3,0.97,0.97,0.49,0.89,493584,5600,59935,1691
South Africa,Vodacom(SOUTH AFRICA),655/01,5-Aug,-78.78,-6.38,0.98,0.22,0.44,0.72,0.99,0.02,0.2,0.02,325022,9942,55915,1762
South Africa,MTN(SOUTH AFRICA),655/10,5-Aug,-95.67,-6.3,0.44,0.06,0.99,0.36,0.8,0.37,0.39,0.47,117001,4874,29897,8037
South Korea,KT (KTF),450/08,5-Aug,-129,-6.61,0.92,0.8,0.63,0.86,0.61,0.95,0.27,0.52,827173,5455,76826,3606
South Korea,SK Telecom,450/05,5-Aug,-121.07,-11.35,0.03,0.37,0.31,0.85,0.1,0.24,0.37,0.43,430212,9043,42881,3854
Spain,Orange/Amena,214/03,5-Aug,-108.38,-14.71,0.8,0.06,0.96,0.61,0.74,0.07,0.61,0.29,706968,7178,36802,6993
Spain,Vodafone (AirTel),214/01,5-Aug,-134.87,-6.77,0.4,0.31,0.91,0.68,0.5,0.79,0.69,0.38,829422,4774,32442,7791
Spain,Xfera Yoigo,214/04,5-Aug,-66.41,-14.07,0.6,0.35,0.19,0.37,0.24,0.79,0.49,0.68,242794,6183,60693,8997
Spain,Telefonica Moviles(SPAIN),214/07,5-Aug,-84.38,-10.61,0.28,0.01,0.07,0.35,0.53,0.76,0.17,0.22,994582,4939,70248,6620
Sweden,Tele2 - Comviq,240/07,5-Aug,-150.38,-6.4,0.63,1,0.83,0.07,0.61,0.86,0.38,1,553589,8941,25166,7594
Sweden,"Telenor (Vodafone,Europolitn)",240/08,5-Aug,-155.06,-11.53,0.07,0.79,0.32,0.26,0.46,0.57,0.51,0.06,682149,9549,42149,5892
Sweden,TeliaSonera Mobile,240/01,5-Aug,-107.98,-8.57,0.34,0.53,0.81,0.3,0.85,0.67,0.34,0.18,502342,1156,99791,9805
Switzerland,Swisscom,228/01,5-Aug,-140.97,-7.54,0.3,0.15,0.17,0.42,0.11,0.82,0.1,0.89,131609,5484,32936,6157
Switzerland,Sunrise DiAx,228/02,5-Aug,-120.05,-8.38,0.54,0.31,0.7,0.23,0.47,0.05,0.53,0.03,159511,7919,17099,6879
Switzerland,Orange(SWITZERLAND),228/03,5-Aug,-67.02,-7.25,0.21,1,0.99,0.13,0.55,0.66,0.51,0.53,271453,4267,36682,1893
Thailand,True Move  HSPA,520/00,5-Aug,-74.55,-9.08,0.86,0.59,0.5,0.31,0.29,0.14,0.11,0.71,491506,7733,62282,3261
Thailand, AIS,520/03,5-Aug,-117.75,-14.49,0.81,0.12,0.92,0.28,0.59,0.43,1,0.83,979214,7249,40855,5077
Turkey,Vodafone (TelSim),286/02,5-Aug,-66.08,-10.96,0.68,0.28,0.34,0.04,0.58,0.15,0.49,0.03,334214,6053,55377,5184
Turkey,Turkcel,286/01,5-Aug,-69.73,-11.88,0.63,0.33,0.85,0.87,0.94,0.88,0.71,0.56,174590,3409,86539,8131
United Arab Emirates,Etisalat(UAE),424/02,5-Aug,-115.9,-11.79,0.94,0.12,0.11,0.47,0.06,1,0.52,0.82,282934,8774,72422,9164
United Arab Emirates,Du,424/03,5-Aug,-107.94,-7.06,0.26,0.38,0.34,0.78,0.28,0.92,0.87,0.28,309119,5596,40887,1467
United Kingdom,Vodafone(UK),234/15,5-Aug,-93.54,-11.64,0.91,0.29,0.7,0.79,0.89,0.85,0.24,0.83,595283,8889,17456,5016
United Kingdom,Everything Everywhere,234/30,5-Aug,-68.73,-10.83,0.11,0.74,0.94,0.75,0.96,0.29,0.86,0.94,407176,3070,41915,9077
United Kingdom,Telefonica O2 (CellNet),234/10,5-Aug,-141.51,-7.21,0.37,0.42,0.28,0.88,0.09,0.5,0.48,0.66,462562,8561,80476,4488
United Kingdom,Everything Everywhere (ex-Orange),234/33,5-Aug,-141.96,-6.01,0.14,0.51,0.11,0.65,0.8,0.61,0.05,0.23,584070,3250,18126,4662
Unted States,AT&T,310/410,5-Aug,-75.67,-14.66,0.81,0.64,0.66,0.83,0.85,0.87,0.4,0.23,231151,8855,99946,4901
Unted States,Guamcell Cellular and Paging,310/370,5-Aug,-65.67,-14.14,0.99,0.92,0.84,0.65,0.65,0.03,0.25,0.58,133569,3451,33016,8904
Unted States,T-Mobile,310/260,5-Aug,-71.5,-12.45,0.67,0.46,0.09,0.94,0.86,0.49,0.51,0.2,119064,8725,41638,4989
Unted States,Verizon Wireless,311/48,5-Aug,-93.78,-10.82,0.8,0.86,0.36,0.32,0.52,0.03,0.97,0.44,269620,6271,31270,4662
Albania,Vodafone(ALBANIA),276/02,6-Aug,-109.52,-11.82,0.77,0.84,0.48,0.77,0.78,0.52,0.45,0.67,306779,5609,50818,7575
Australia,Vodafone Hutchison,505/03,6-Aug,-74.38,-9.11,0.8,0.8,0.02,0.44,0.48,0.81,0.68,0.66,310376,2677,68390,5231
Australia,Optus,505/02,6-Aug,-92.6,-10.36,0.74,0.51,0.2,0.75,0.01,0.27,0.4,0.23,339221,6531,79116,8193
Australia,Telstra,505/01,6-Aug,-146.73,-7.97,0.86,0.39,0.31,0.18,0.9,0.53,0.94,0.65,340155,1693,31963,6658
Austria,A1 Austria Telekom (Mobilkom),232/01,6-Aug,-62.04,-12.55,0.17,0.05,0.38,0.99,1,0.21,0.37,0.19,227166,9734,79582,8271
Austria,H3G(AUSTRIA),232/10,6-Aug,-146.45,-9.83,0.76,0.3,0.24,0.18,0.77,0.12,0.75,0.56,174988,2645,24824,2780
Bahrain,Viva,426/04,6-Aug,-156.65,-13.35,0.36,0.63,0.79,0.51,0.13,0.62,0.24,0.14,524263,6804,96075,8267
Bahrain,Batelco,426/01,6-Aug,-80.9,-8.61,0.56,0.45,0.48,0.19,0.1,0.57,0.77,0.03,481847,2226,25401,9154
Bahrain,Zain/Vodafone/MTC,426/02,6-Aug,-65.74,-13.17,0.54,0.48,0.51,0.58,0.1,0.46,0.65,0.18,615520,1243,57309,4187
Belgium,"Base (KPN,Orange)",206/20,6-Aug,-77.66,-9.36,0.47,0.21,0.83,0.92,0.53,0.31,0.42,0.89,885673,2841,95981,3789
Belgium,Mobistar S.A.,206/10,6-Aug,-66.73,-10.98,0.82,0.59,0.69,0.88,0.86,0.6,0.61,0.54,726724,2006,35750,7276
Belgium,Belgacom Mobile,206/01,6-Aug,-68.72,-11.01,0.73,0.16,0.61,0.15,0.42,0.28,0.44,0.98,566986,7317,43595,4517
Brazil,Vivo S.A,724/10,6-Aug,-115.35,-10.75,0.93,0.59,0.67,0.54,1,0.25,0.78,0.31,203939,1574,97895,7464
Brazil,TIM,724/04,6-Aug,-120.08,-8.59,0.22,0.2,0.82,0.28,0.91,0.58,0.84,0.11,374473,6259,87935,9192
Bulgaria,Mobiltel,284/01,6-Aug,-118.68,-11.32,0.67,0.12,0.94,0.06,0.08,0.5,0.55,1,450354,4321,36448,7848
Canada,Bell Mobility,302/610,6-Aug,-132.05,-12.36,0.38,0.23,0.8,0.8,0.84,0.17,0.04,0.8,708008,6907,41558,3186
Canada,Telus Mobility,302/220,6-Aug,-159.49,-10.25,0.29,0.1,0.22,0.67,0.84,0.03,0.44,0.13,402274,6158,39070,4617
China,China Mobile,460/07,6-Aug,-79.2,-7.36,0.4,0.3,0.71,0.87,0.36,0.69,0.79,0.91,661310,1705,15492,3553
China,China Unicom,460/01,6-Aug,-71.16,-8.11,0.48,0.05,0.99,0.3,0.23,0.42,0.16,0.77,620147,3053,86098,9833
China,China Mobile,460/02,6-Aug,-107.08,-12.13,0.13,0.27,0.41,0.72,0.83,0.3,0.83,0.19,685556,2671,10212,1733
China,China Mobile,460/00,6-Aug,-69.19,-12.94,0.66,0.65,0.14,0.66,0.22,0.44,0.37,0.08,752708,5291,36943,4278
Croatia,Croatian Telecom (ex T- Mobile),219/01,6-Aug,-72.62,-14.76,0.33,0.08,0.7,0.59,0.08,0.66,0.76,0.22,422647,9865,37940,6813
Croatia,VIP-net,219/10,6-Aug,-93.75,-11.73,0.8,0.8,0.31,0.1,0.62,0.62,0.38,0.36,118282,4723,47375,4079
Czech Republic,Telefonica O2 (Eurotel),230/02,6-Aug,-66.54,-14.15,0.64,0.42,0.19,0.09,0.04,0.51,0.34,0.53,453862,6022,13001,8272
Denmark,Telenor (Sonofon),238/02,6-Aug,-153.67,-13.97,0.78,0.03,0.56,0.96,0.75,0.55,0.54,0.39,741459,4327,87886,1422
Dominica Rep.,"Orange Dominicana, S.A.",370/01,6-Aug,-77.61,-9.24,0.05,0.14,0.78,0.44,0.87,0.25,0.75,0.47,258079,9105,11079,7786
Egypt,Vodafone(EGYPT),602/02,6-Aug,-109.75,-9.73,0.13,0.97,0.02,0.94,0.46,0.94,0.13,0.03,818057,6062,65056,4988
Egypt,Etisalat Misr,602/03,6-Aug,-141.96,-12.66,0.29,0.26,0.57,0.48,0.15,0.83,0.52,0.73,648173,2403,40256,4924
Estonia,Tele2(ESTONIA),248/03,6-Aug,-79.53,-10.83,0.38,0.94,0.16,0.49,0.03,0.16,0.69,0.32,594698,4373,32972,8217
France,SFR (Cegetel),208/10,6-Aug,-158.94,-9.96,0.85,0.42,0.08,0.82,0.22,0.17,0.19,0.05,471948,2267,95005,4869
France,Orange (Iteneris),208/01,6-Aug,-139.77,-11.97,0.03,0.76,0.32,0.92,0.18,0.71,0.6,0.91,519054,5315,66140,3443
France,Free Mobile,208/15,6-Aug,-67.28,-14.74,0.88,0.66,0.83,0.86,0.24,0.23,0.9,0.99,593724,5358,78743,9982
France,Bouygues,208/20,6-Aug,-136.28,-14.44,0.77,0.84,0.23,0.54,0.17,0.81,0.88,0.26,118625,6623,33032,7976
Germany,Telekom Deutschland (T-Mobile),262/01,6-Aug,-66.75,-14.71,0.55,0.04,0.83,0.83,0.22,0.38,0.45,0.89,344381,3133,93666,6062
Germany,Vodafone(GERMANY),262/02,6-Aug,-121.82,-11.27,0.59,0.8,0.86,0.99,0.86,0.68,0.84,0.52,229289,8314,52146,9388
Germany,Telefonica O2/viag,262/07,6-Aug,-110.73,-9.83,0.69,1,0.38,0.61,0.26,0.46,0.59,0.07,990212,5584,53438,8353
Germany,E-Plus,262/03,6-Aug,-95.47,-11.17,0.07,0.61,0.08,0.38,0.28,0.19,0.34,0.07,481025,1873,96060,3797
Hongkong,China Mobile - Peoples,454/12,6-Aug,-127.18,-10.72,0.49,0.6,0.1,0.59,0.66,0.55,0.88,0.25,352803,3737,72678,3511
Hongkong,H3G(HONG KONG),454/03,6-Aug,-87.01,-7.98,0.93,0.44,0.23,0.48,0.94,0.31,0.95,0.2,214833,9053,23870,8070
Hongkong,PCCW-HKT Telephone Limited,454/19,6-Aug,-104.33,-13.03,0.44,0.22,0.79,0.26,0.07,0.7,0.18,0.21,326076,4706,80347,4499
Hongkong,SmarTone - Vodafone,454/06,6-Aug,-92.03,-11.52,0.68,0.55,0.98,0.72,0.55,0.62,0.47,0.19,937804,6380,12828,4745
Hongkong,CSL (C&W),454/00,6-Aug,-138.65,-14.43,0.28,0.36,0.29,0.73,0.75,0.74,0.68,0.35,240320,2590,79942,8584
Hungary,Vodafone(HUNGARY),216/70,6-Aug,-98.05,-14.32,0.4,0.7,0.14,0.36,0.26,0.37,0.4,0.44,651959,9170,84991,7159
Hungary,T-Mobile(HUNGARY),216/30,6-Aug,-142.39,-9.45,0.96,0.65,0.44,0.49,0.76,0.14,0.7,0.16,405338,4664,76362,6490
India,Airtel (Karnataka),404/45,6-Aug,-93.15,-14.26,0.89,0.83,0.19,0.41,0.23,0.15,0.73,0.17,606549,7068,59758,9479
India,Airtel (Delhi),404/10,6-Aug,-97.15,-7.05,0.1,0.51,0.29,0.06,0.86,0.31,0.08,0.41,312922,1284,21760,5068
Indonesia,Indosat (IDNSL),510/01,6-Aug,-109.38,-7.48,0.85,0.92,1,0.56,0.01,0.48,0.32,1,190244,4195,77243,1984
Ireland,Vodafone(IRELAND),272/01,6-Aug,-90.68,-8.85,0.63,0.26,0.88,0.82,0.55,0.19,0.35,0.47,503110,8829,38393,9150
Ireland,Meteor,272/03,6-Aug,-138.37,-8.5,0.87,0.82,0.17,0.99,0.11,0.22,0.53,0.64,212407,8841,49686,5869
Ireland,Telefonica O2 (East DigiFone),272/02,6-Aug,-142.59,-13.06,0.37,0.26,0.69,0.87,0.36,0.77,0.49,0.97,168197,5058,70346,3971
Italy,Vodafone Omnitel,222/10,6-Aug,-94,-7.26,0.15,0.44,0.94,0.49,0.35,0.62,0.62,0.44,774825,6904,32400,3939
Italy,Wind,222/88,6-Aug,-75.24,-13.23,0.46,0.7,0.81,0.75,0.67,0.39,0.35,0.92,259476,3774,18104,5956
Japan,KDDI Corporation,440/51,6-Aug,-94.02,-12.57,0.04,0.28,0.88,0.22,0.5,0.11,0.48,0.48,115245,5264,63314,7730
Japan,Soft Bank (Vodafone KK),440/20,6-Aug,-79.11,-13.02,0.39,0.96,0.39,1,0.99,0.08,0.05,0.05,257435,8888,73850,2383
Japan,KDDI,440/50,6-Aug,-95.13,-7.68,0.63,0.64,0.79,0.48,0.35,0.95,0.93,0.52,866236,1075,82232,1901
Japan,NTT Docomo,440/10,6-Aug,-124.46,-7.79,0.67,0.65,0.75,0.7,0.73,0.3,0.1,0.47,147233,6611,15266,2689
Jordan,Zain (Fastlink),416/01,6-Aug,-149.27,-13.58,0.4,0.39,0.25,0.09,0.64,0.07,0.96,0.03,599454,6819,33698,4156
Jordan,Orange (MobileCom),416/77,6-Aug,-77.64,-12.28,0.68,0.33,0.6,0.03,0.14,0.93,0.18,0.94,279862,1233,98074,3585
Kazakhstan ,K-Cell,401/02,6-Aug,-152.51,-12.02,0.8,0.92,0.58,1,0.19,0.07,0.17,0.65,795796,9726,33845,5472
Kuwait,MTC/Zain,419/02,6-Aug,-156.85,-12.2,0.2,0.03,0.64,0.88,0.2,0.27,0.15,0.32,777935,8922,48576,3382
Kuwait,Viva (KTC),419/04,6-Aug,-127.95,-14.96,0.49,0.59,0.95,0.54,0.59,0.32,0.09,0.14,545777,2664,62815,2141
Lebanon,MTC (MIC 2 Touch),415/03,6-Aug,-103.51,-10.99,0.26,0.36,0.12,0.24,0.51,0.48,0.62,0.76,898781,2390,63421,1095
Luxembourg,Tango,270/77,6-Aug,-92.74,-11.44,0.93,0.85,0.67,0.7,0.66,0.49,0.19,0.33,645499,2339,40531,4825
Macao,CTM,455/01,6-Aug,-134.36,-13.46,0.22,0.8,0.18,0.8,0.56,0.57,0.23,0.22,104377,2412,24351,9493
Macao,Hutchison 3,455/03,6-Aug,-99.51,-11.45,0.15,0.98,0.85,0.65,0.79,0.45,0.43,0.1,823006,1832,55391,2051
Malaysia,Celcom,502/19,6-Aug,-113.98,-13.83,0.8,0.69,0.2,0.91,0.38,0.08,0.77,0.68,115433,3948,59071,7405
Malaysia,DiGi  Telecommunication,502/16,6-Aug,-89.91,-8.96,0.11,0.75,0.78,0.7,0.69,0.76,0.81,0.84,970552,1002,76670,7317
Malaysia,Maxis,502/12,6-Aug,-95.96,-13.45,0.74,0.77,0.49,0.14,0.44,0.77,0.06,0.04,497498,3749,35723,6148
Malta,Vodafone(MALTA),278/01,6-Aug,-78.99,-11.48,0.16,0.63,0.51,0.17,0.07,0.33,0.4,0.72,289734,9382,56877,3255
Mauritius,Cellplus Orange,617/01,6-Aug,-123.73,-13.74,1,0.87,0.54,0.34,0.36,0.7,0.41,1,755264,5586,85443,6994
Netherlands,Vodafone(NETHERLANDS),204/04,6-Aug,-63.01,-8.21,0.34,0.75,0.98,0.49,0.23,0.22,0.92,0.19,970562,6870,81579,3993
Netherlands,T-mobile (ex Ben),204/16,6-Aug,-61.23,-13.18,0.14,0.95,0.37,0.17,0.1,0.86,0.47,0.1,363950,8408,62259,1873
