Region,Time,Subscriber_Prepaid,Subscriber_Postpaid,Subscriber_Combo1,Subscriber_Combo2,Subscriber_Combo3,Subscriber_Combo4,Subscriber_Combo5,Subscriber_Combo6,Subscriber_Combo12,VoLTE Holding Time_VoLTE holding Time,Data_Downlink traffic,Data_Uplink traffic,Coverage_Avg RSRP,Coverage_SINR,Quality_Avg RSRQ,VoLTE_Call setup success rate,VoLTE_Call completion success rate,VoLTE_Call setup time ,VoLTE_Drop call rate,VoLTE_IMS registration latency ,VoLTE_IMS registration success rate,VoLTE_HO interruption time,VoLTE_MOS,VoLTE_Speech path delay,Data_Call setup success rate,Data_Call completion success rate,Data_Call setup time ,Data_Drop call rate,Data_HO interruption time ,Data_Low throughput samples rate,Data_Retransmission rate,Streaming_Startup time,Streaming_MOS,Streaming_Freeze rate ,Streaming_Number of video stall,Streaming_Dropped frame rate,Streaming_Reproduction start failure rate,Streaming_Reproduction start delay,Streaming_Buffering time,Streaming_number of re-buffering,Streaming_Synchronization index,Streaming_Throughput,Streaming_Inter packet delay,Streaming_Jitter,Streaming_Packet loss rate,Streaming_Round trip time,Gaming_Startup time,Gaming_MOS,Gaming_Dropped frame rate,Gaming_Reproduction start failure rate,Gaming_Reproduction start delay,Gaming_Throughput,Gaming_Inter packet delay,Gaming_Jitter,Gaming_Packet loss rate,Gaming_Round trip time,Chatting_DNS lookup attempt,Chatting_Avg ping time,Chatting_App login time
BLT,6:00,3851,33996,20169,2144,2387,2498,2203,2527,2067,112.37,2779.28,421.81,-83.48,21.49,-11.13,99.26,99.01,188.22,0.41,58.4,98.01,56.96,5,91.42,98.41,98.69,251.45,0.89,65.99,1.94,0.2,919.65,5,0.46,2,0.34,0.39,783.02,588.43,3,0.73,8.52,86.33,63.45,0.96,45.74,893.95,4,0.83,0.89,510.93,1.23,49.29,96.12,0.59,72.63,2,33.96,33.94
BLY,6:00,2698,33986,20042,2080,2237,1856,2331,2299,3141,146.68,2534.36,396.76,-84.01,21.71,-10.82,98.72,97.18,285.56,0.43,59.95,97.12,43.31,5,72.19,97.49,97.87,178.19,0.48,77.77,1.83,0.17,409.75,5,0.11,1,0.38,0.48,966.47,515.27,1,0.49,4.04,82.19,32.8,0.41,41.29,786.98,4,0.51,0.51,364.77,5.28,89.08,89.62,0.41,73.35,2,51.61,46.57
BSN,6:00,1170,33899,20925,2214,2904,2560,1904,1705,1688,-105.07,1421.42,421.63,-83.21,22.8,-10.04,98.28,99.52,260.81,0.57,51.86,97.97,54.53,5,97.42,97.14,99.46,219.64,0.09,50.1,1.52,0.45,733.66,4,0.98,2,0.09,0.49,367.11,601.89,1,0.22,6.02,67.91,69.66,0.15,36.08,666.5,4,0.85,0.83,832.91,1.97,57.87,81.89,0.55,82.25,2,93.41,86
BTB,6:00,2605,31653,18993,1786,1839,2504,2584,1629,2317,199.56,1716.11,385.85,-87.03,18.04,-10.57,97.76,99.95,277.1,0.16,74.42,97.91,51.75,4,39.81,99.96,97.55,189.62,0.72,68.16,1.5,0.45,764.1,4,0.2,2,0.72,0.48,851.29,688.7,1,0.18,8.65,82.66,41.43,0.46,92.47,812.15,4,0.47,0.48,309.82,6.15,97.1,59.92,1,42.8,3,78.96,57.05
BTP,6:00,5819,30964,18942,2311,2252,2276,2510,903,1770,162.57,2257.27,382.85,-74.98,20.05,-9.64,98.47,97.12,201.27,0.16,87.4,99,59.15,5,57.15,98.87,99.45,200.58,0.12,33.43,1.47,0.11,705.71,5,0.81,3,0.07,0.2,814.03,684.82,2,0.92,8.67,81.59,55.62,0.72,31.9,453.71,5,0.72,0.98,406.74,9.29,60.85,54.53,0.5,87.69,3,84.03,64.83
CCK,6:00,2110,32654,19316,1942,2109,2591,2457,2299,1940,110.28,1707.55,446.71,-74.08,18.88,-10.27,97.06,98.22,291.98,0.15,92.55,98.26,53.45,5,38.2,99.99,98.58,223.8,0.14,56.3,1.92,0.16,973.8,4,0.61,3,0.29,0.29,432.07,562.48,1,0.77,8.64,37.96,53.35,0.64,52,499.83,4,0.32,0.65,876.7,7.05,58.81,36.33,0.23,45.66,1,47.49,46.37
CLM,6:00,1568,30819,20269,2080,1465,1962,1348,1739,1956,5.90,2516.21,391.89,-75.27,18.43,-11.57,97.92,99.74,203.3,0.12,95.31,97.55,63.73,4,90.38,99.95,98.28,245.2,0.42,36.41,1.21,0.16,709.42,5,0.61,1,0.67,0.64,785.56,876.14,2,0.52,3.22,84,93.94,1,76.75,988.51,5,0.69,0.45,531.03,7.37,64.23,52.9,0.61,84.01,3,71.32,48.45
CNG,6:00,5224,32121,18837,1875,2590,1642,1671,2800,2706,106.07,1679.86,402.58,-87.81,22.48,-11.3,98.28,98.67,214.96,0.09,86.06,98.34,72.24,5,58.46,98.07,99.26,159.65,0.1,63.42,1.99,0.38,861.75,5,0.1,1,0.75,0.5,616.09,700.43,1,0.15,3.4,67.16,88.66,0.47,42.9,474.49,5,0.63,0.78,938.58,3.01,88.17,44.2,0.41,32.1,3,84.24,58.05
CTH,6:00,4650,31503,20472,1465,2731,2030,1549,1969,1286,138.13,2656.38,410.84,-76.93,20.44,-9.63,97.04,99.05,186.83,0.49,78.85,97.86,88.76,4,50.43,99.26,97.62,281.53,0.16,74.12,1.69,0.21,389.46,5,0.82,2,0.55,0.62,985.52,459.37,3,0.39,9.92,60.3,63.64,0.1,60.88,896.57,4,0.92,0.9,301.62,9.49,51.24,97.9,0.6,79.77,2,81.32,77.63
ECS,6:00,3602,31397,20730,1588,1966,1465,1809,2300,1538,167.29,564.27,393.35,-74.41,19.92,-8.01,97.12,97.49,165.34,0.1,64.43,99.11,30.28,5,96.58,97.58,97.15,154.07,0.84,88.71,1.28,0.17,967.94,5,0.95,3,0.45,0.58,493.73,490.06,1,0.69,1.48,91.92,30.87,0.16,80.02,864.96,5,0.6,0.81,516.22,5.13,68.6,77,0.45,79.11,2,78.79,65.04
GUL,6:00,1470,35239,20728,2905,2267,2670,2843,2110,1717,117.08,2725.90,380.37,-80.99,19.52,-9.18,100,97.59,231.35,0.46,72.62,99.29,82.17,5,62.66,97.49,97.37,295.14,0.82,87.43,1.91,0.17,515.24,5,0.4,2,0.69,0.64,623.38,905.77,1,0.38,8.51,90.39,52.21,0.35,79.83,820.32,4,0.68,0.76,526.23,3.26,42.66,30.62,0.87,42.71,3,59.05,90.53
HGG,6:00,4058,34027,19272,2167,2254,2257,2662,2512,2903,85.05,2470.59,425.50,-72.98,20.22,-8.38,100,97.48,151.78,0.19,65.34,97.65,81.17,4,77.01,97.34,97.05,255.69,0.64,90.26,1.69,0.4,809.81,4,0.74,3,1,0.3,671.3,819.41,2,1,7.26,86.24,83.04,0.32,77.34,570.55,5,0.86,0.63,833.26,3.65,52.76,57.55,0.64,57.41,1,91.01,52.53
HLV,6:00,4182,32103,20807,2021,2133,2569,1564,1162,1847,215.97,2018.05,388.24,-76.19,17.22,-11.54,100,98.82,245.51,0.85,96.02,97.76,51.23,5,94.36,99.3,98.64,272.96,0.35,48.42,1.61,0.42,790.48,5,0.41,2,0.31,0.16,553.49,705.98,3,0.45,2.02,41.89,78.05,0.99,56.73,527.16,5,0.16,0.34,897.83,2.79,96.66,47.18,0.39,76.16,3,63.74,60.04
JRE,6:00,1912,31329,19119,1926,2776,1811,2057,2450,1191,-1.71,2181.59,432.61,-83.29,22.91,-11.94,100,98.47,255.09,0.91,86.73,97.97,83.6,5,84.31,99.22,99.41,220.95,0.78,30.55,1.16,0.5,912.2,4,0.21,3,0.75,0.09,407.08,607.69,1,0.62,6.08,80,75.55,0.56,63.75,823.48,4,0.3,0.18,777.34,5.5,56.11,97.84,0.37,82.04,1,69.68,96.34
JRI,6:00,2428,33104,20879,1771,2054,1479,2613,2595,1713,51.37,2799.93,391.10,-73.24,21.06,-10.88,100,97.33,169.93,0.6,48.75,99.52,69.24,4,80.01,98.94,99.14,289.14,0.89,82.13,1.39,0.26,480.15,4,0.78,2,0.36,0.34,536.55,537.92,2,0.09,1.36,88.06,90.1,0.72,68.55,428.2,4,0.12,0.61,845.49,6.74,79.79,57.17,0.07,61.67,3,35.37,62.28
JRW,6:00,4067,30347,18286,2630,2596,2396,1476,2135,828,-7.78,1562.11,360.03,-84.11,20.94,-11.58,100,97.77,240.88,0.12,37.22,97.26,71.7,5,76.42,98.1,98.84,267.55,0.34,39.38,1.89,0.31,754.55,5,0.5,1,0.38,0.92,617.56,404.74,2,0.42,4.21,33.73,94.56,0.26,86.14,663.51,5,0.63,0.11,962.21,7.71,91.64,62.26,0.96,34.84,1,37.04,65.17
KLG,6:00,4273,32130,19285,1321,2151,1967,2274,2469,2663,178.36,2087.15,400.97,-77.45,23.37,-10.56,100,99.72,229.84,0.84,86.17,98.78,85.76,5,80.37,99.91,98.56,189.87,0.09,53.65,1.67,0.24,662.27,4,0.52,3,0.54,0.64,462.46,819.21,1,0.26,2.87,88.2,79.64,0.66,72.18,599.27,5,0.84,0.46,906.21,5.89,66.91,60.45,0.32,87.99,3,93.82,40.61
KRD,6:00,2440,29423,19564,1457,1622,1910,1170,2059,1641,160.22,1533.68,391.29,-75.29,17.86,-8.41,100,99.43,247.07,0.4,60.21,98.63,96.86,4,95.44,99.55,97.47,173,0.69,81.55,1.35,0.36,404.23,4,0.26,1,0.14,0.39,475.55,579.16,3,0.17,6.6,51.33,94.78,0.54,60.71,767.69,5,0.8,0.16,805.87,4.03,74,75.41,0.13,82.26,1,49.19,35.66
KRJ,6:00,3014,30054,20079,1558,1103,1406,1990,1751,2166,135.23,1908.99,417.12,-73.29,21.43,-8.87,100,98.28,183.49,0.21,80.49,99.39,39.48,5,38.91,99.9,98.41,180.25,0.22,46.22,1.45,0.13,932.59,5,0.74,3,0.14,0.79,565.29,567.15,1,0.18,2.2,65.09,52.3,0.97,41.95,725.74,5,0.63,0.35,780.8,7.44,57.04,34.01,0.61,63.38,3,40.81,42.04
LCK,6:00,2742,31466,20211,1766,1670,1863,1854,2500,1602,149.93,2400.18,397.31,-74.04,20.23,-10.08,100,97.15,284.06,0.66,66.83,99.96,91.62,5,34.04,99.01,97.6,289.02,0.12,93.96,1.25,0.44,954.39,5,0.21,2,0.5,0.28,410.63,968.74,2,0.79,1.25,46.85,78.54,0.74,93.26,353.04,5,0.08,0.99,565.06,3.22,68.56,32.52,0.2,97.38,1,33.81,50.57
LTG,6:00,2957,30224,17947,1740,2593,1867,2112,1969,1996,133.84,1230.27,356.93,-76,16.55,-10.44,100,99.72,207.24,0.7,68.55,97.63,37.83,4,81.69,97.7,97.91,227.72,0.53,36.99,1.49,0.32,473.69,5,0.44,2,0.7,0.37,948.14,484.03,3,0.1,5.3,69.66,47.2,0.59,48.33,320.13,5,0.31,0.71,732.05,4.32,82.5,48.91,0.21,33.78,1,75.12,76.05
MBY,6:00,3607,33473,21388,1798,2190,1875,1647,3071,1504,185.98,2528.53,397.55,-81.23,17,-8.59,100,98.67,274.53,0.76,70.67,97.75,37.42,4,58.18,97.94,99.42,192.58,0.32,33.53,1.75,0.24,848.09,5,0.51,1,0.94,0.59,768.25,327.42,2,0.34,6.57,82.33,73.28,0.37,87.08,987.02,4,0.85,0.37,324.6,8.24,37.66,97.44,0.23,63.7,1,36.39,45.26
MND,6:00,2784,33402,20895,1387,1840,1528,2491,2749,2511,88.95,1206.29,399.58,-70.2,23.33,-10.68,100,98.91,218.25,0.66,52.84,97.18,47.09,5,77.79,98.99,98.47,262.55,0.91,91.18,1.22,0.47,921.08,4,0.63,3,0.78,0.87,863.06,364.05,2,0.34,3.31,36.95,49.16,0.44,70.98,575.98,5,0.52,0.45,561.75,6.19,31.9,76.69,0.55,68.16,3,31.77,59.23
MPR,6:00,3358,33454,20325,1507,2575,2308,2446,1947,2348,117.96,2273.89,418.11,-87.85,20.27,-11.73,100,99.51,156.48,0.16,68.42,99.71,84.37,4,81.23,99.27,97.48,192.27,0.96,41.29,1.32,0.27,408.82,5,0.1,3,0.52,0.11,386.44,730.95,2,0.77,6.54,80.99,86.26,0.38,94.53,900.08,5,0.42,0.33,726.4,8.51,93.29,56.78,0.8,31.62,2,36.8,62.42
MSL,6:00,4723,30492,18401,2643,1705,2637,2268,1331,1507,39.30,1680.17,412.50,-72.3,20.91,-10.78,99.81,99.33,289.31,1,94.15,98.42,42.26,5,56.35,99.77,97.32,245.31,0.84,43.34,1.15,0.28,485.53,5,0.69,2,0.17,0.23,894.37,847.51,1,0.67,4.18,51.78,63.75,0.36,45.97,714.31,5,0.94,0.11,350.79,9.85,72.73,47.54,0.74,37.77,3,58.01,98.49
ORC,6:00,4055,31415,20296,1989,2228,1426,1742,2398,1335,177.93,1196.33,393.69,-87.04,18.63,-11.55,99.53,97.43,249.52,0.88,34.57,97.92,44.35,4,33.03,98.93,99.45,287.01,0.53,93.27,1.56,0.38,656.21,4,0.38,3,0.66,0.3,801.1,454.34,1,0.97,8.33,55.41,49.83,0.42,76,323.98,5,0.39,0.33,997.47,5.51,64.9,30.16,0.96,33.24,2,43.37,50.29
PGL,6:00,2825,32716,20155,2329,2418,1824,2395,2307,1289,195.30,2577.59,427.03,-85.74,22.46,-8.38,98.13,99.41,260.9,0.57,38.55,97.12,79.61,5,89.26,98.47,98.22,184.59,0.33,91.75,2,0.45,997.36,4,0.91,1,0.68,0.5,596.69,653.7,1,0.32,9.94,90.27,34.03,0.2,83.15,454.17,5,0.86,0.53,971.3,2.34,71.54,38.65,0.48,38.33,2,33.67,84.75
PLB,6:00,2142,30435,19472,1445,2042,2067,1333,1801,2274,158.51,2094.85,373.62,-71.97,21.28,-8.93,99.51,97.94,166.92,0.5,96.59,98.84,35.1,4,62.77,97.34,97.45,205.62,0.84,32.17,1.9,0.43,832.16,4,0.85,3,0.49,0.66,362.51,493.46,3,0.96,7.89,52.61,64.35,0.21,42.48,693.62,4,0.1,0.46,727.23,2.05,78.69,70.69,0.35,96.62,1,93.31,68.57
PNR,6:00,2912,32666,20443,2108,2318,2857,1531,1954,1454,89.71,2195.90,398.82,-81.47,18.8,-8.84,98.94,99.91,240.52,0.84,82.95,98.06,42.32,5,45.99,98.78,98.78,191.27,0.9,70.64,1.43,0.1,451.13,5,0.25,2,0.95,0.67,563.48,893.31,2,0.91,2.04,33.77,80.52,0.21,42.62,411.75,4,0.67,0.45,495.03,4.94,72.56,73.33,0.37,41.47,1,84.56,62.5
PRS,6:00,4497,28897,18353,1867,2653,1817,903,1658,1646,123.45,1594.44,379.39,-73.97,23.44,-9.49,99.1,97.92,251.74,0.91,40.75,98.27,41.14,5,82.67,99.01,99.68,267.33,0.81,44.7,1.51,0.36,350.2,5,0.15,1,0.23,0.58,780.08,320.14,3,0.17,3.58,62.05,98.27,0.75,62.86,880.42,4,0.98,0.85,865.86,3.37,80.22,40.84,0.94,80.53,3,31.6,45.57
PTK,6:00,2817,34173,21715,1867,1986,1928,2442,1946,2290,104.81,2333.09,376.56,-83.68,21.09,-10.95,98.32,99.38,202.94,0.38,45.51,98.27,82.69,4,36.12,99.16,99.01,217.43,0.44,68.73,1.18,0.38,719.94,4,0.61,2,0.51,0.63,566.67,741.13,2,0.78,2.39,52.24,42,0.72,50.1,549.62,4,0.23,0.52,443.4,1.47,76.11,74.84,0.53,44.04,1,49.44,97.91
PUB,6:00,4583,34760,20846,2424,2629,2294,2256,2033,2279,177.07,2627.57,378.76,-87.73,20.56,-9.13,98.03,97.33,162.57,0.68,56.25,98.25,47.44,4,83.69,98,97.77,254.59,0.99,46.8,1.56,0.49,754.57,4,0.41,1,0.09,0.94,672.81,581.02,1,0.3,2.7,35.69,59.33,0.99,42.65,613.79,4,0.73,0.98,718.06,4.81,95.8,46.92,0.55,76.32,2,64.59,32.54
SDM,6:00,2335,32477,20731,2003,1643,1658,1932,2183,2326,45.77,1095.92,359.67,-70.14,23.87,-10.5,99.09,98.83,293.53,0.91,95.18,99.48,54.64,5,37.05,98.24,98.92,272.85,0.69,79.78,1.77,0.45,663.5,4,0.94,2,0.61,0.24,607.17,956.24,2,0.48,8.62,57.49,67.87,0.76,61.25,424.41,4,0.58,0.87,862.82,5.86,71.43,98.77,0.69,57.33,2,66.08,58.74
SHW,6:00,3332,30805,19062,2811,1787,1424,1944,1913,1865,-60.83,1502.19,378.66,-84.61,21.21,-8.4,98.89,99.56,299.22,0.93,78.27,99.01,73.22,5,97.41,99.79,99.57,202.21,0.84,32.06,1.79,0.45,459.58,5,0.85,3,0.11,0.1,907.37,787.03,2,0.28,4.53,76.1,95.14,0.61,59.92,899.31,4,0.86,0.93,578.93,2.23,91.84,73.18,0.1,76.17,2,89.46,37.44
SKG,6:00,3137,32618,20489,2452,2384,1214,1659,1865,2555,73.98,1533.06,441.63,-72.57,19.76,-8.67,99.67,99.61,243.48,0.34,75.7,98.06,88.21,5,60.94,98.38,97.21,208.56,0.43,88.56,1.49,0.18,499.79,5,0.96,1,0.59,0.87,408.89,332.36,2,0.95,2.13,70.99,72.66,0.49,72.34,433.58,4,0.53,0.31,775.58,6.67,72.05,58.69,0.55,83.51,1,86.15,94.45
SMB,6:00,2509,30577,20001,1372,1734,1078,2163,2854,1376,41.77,1826.32,410.48,-84.77,19.34,-11.17,97.6,97.7,163.08,0.08,80.33,97.18,92.62,4,61.17,97.03,99.59,294.24,0.88,95.59,1.01,0.4,461.71,5,0.41,2,0.54,0.18,639.59,936.48,1,0.6,8.7,86.6,41.09,0.56,75.68,847.28,5,0.48,0.51,863.11,5.08,67.15,62.31,0.33,56.95,3,82.24,57.38
SMI,6:00,3522,31740,19151,2162,1744,1857,2282,2251,2294,113.65,1278.32,414.42,-75.9,20.02,-9.91,98.43,99.13,262.81,0.38,89.74,97.02,69.11,4,94.43,98.99,98.26,241.61,0.27,43.3,1.37,0.44,343.67,5,0.74,2,0.11,0.55,552.63,428,1,0.93,8.31,89.78,64.14,0.39,69.83,525.2,5,0.47,0.65,749.12,9.85,34.45,38.5,0.78,92.35,3,45.23,53.13
SRG,6:00,4080,29889,18455,1628,1687,2609,1584,1512,2414,166.89,2415.47,404.51,-86.29,23.85,-8.1,98.92,99.18,262.96,0.08,36.21,99.06,58.73,5,30.67,98.38,97.71,278.01,0.93,86.68,1.31,0.1,693.77,4,0.31,3,0.83,0.69,448.04,863.18,1,0.53,7.98,52.7,52.8,0.38,93.79,777.74,4,0.43,0.9,463.95,7.48,63.23,97.81,0.75,50.17,2,39.23,84.39
STS,6:00,2511,29695,19325,1949,1699,2120,1893,1087,1622,52.49,1999.81,391.68,-84.03,20.96,-9.08,98.24,99.03,186.63,0.85,60.12,97.23,77.28,4,68.76,99.59,99.06,299.52,0.13,98.38,1.55,0.3,421.54,5,0.9,2,0.23,0.62,330.54,558.88,3,0.8,4.4,91.53,49.23,0.4,99.3,643.24,5,0.95,0.79,962.04,1.37,85.63,64.84,0.41,77.22,1,95.33,84.38
TBL,6:00,3576,31473,19056,2733,1168,2242,1619,1608,3048,-26.97,1149.06,420.03,-84.22,17.28,-10.26,98.28,97.23,298.05,0.16,92.14,98.15,64.95,5,45.1,98.95,99.92,178.55,0.1,91.5,1.75,0.24,701.77,5,0.47,1,0.65,0.35,383.11,557.64,3,0.17,8.69,31.72,95.66,0.75,63.03,346.09,5,0.4,0.88,969.39,7.47,40.92,85.05,0.67,84,2,39.26,36.3
TGL,6:00,3095,32643,20990,1752,1895,1636,2470,2015,1885,165.97,1471.45,391.48,-73.92,17.37,-8.18,98.6,98.52,226.84,0.58,35.62,99.4,80.72,5,84.28,99.68,98.07,212.87,0.47,88.48,1.03,0.35,700.65,4,0.64,1,0.14,0.66,887.06,841.49,3,0.17,10,77.26,35.28,0.61,84.21,829.57,5,0.96,0.5,357.73,2.85,41.41,72.49,0.89,79.36,3,53.65,49.12
TMP,6:00,4576,33205,19923,2326,2548,1453,1365,3635,1957,70.14,1240.56,422.23,-88.28,20.33,-8.02,98.37,98.21,262.13,0.07,43.28,98.91,73.35,5,44.55,98.92,99.61,293.6,0.94,78.8,1.61,0.34,938.35,4,0.17,2,0.42,0.49,992.57,491.66,2,0.7,6.68,31.59,43.03,0.22,77.12,914.52,4,0.11,0.26,333.22,7.88,78.12,81.17,0.15,62.22,2,34.33,85.13
TMS,6:00,3231,33608,19566,2379,2405,2286,2203,1584,3185,46.11,2048.87,387.83,-89.52,20.36,-10.21,98.48,98.28,223.56,0.94,78.25,98.06,54,5,89.23,99.46,97.17,283.54,0.56,69.79,1.06,0.12,653.17,4,0.97,2,0.32,0.69,378.67,763.59,2,0.72,4.03,50.52,75.47,0.23,54.11,302.21,4,0.75,0.51,350.32,7.12,90.28,53.38,0.8,34.72,2,37.98,87.65
TPY,6:00,1938,32348,20934,1205,1811,2182,2337,2854,1026,137.11,2169.85,401.88,-70.23,21.81,-9.57,99.35,97.85,223.85,0.95,90.3,97.03,45.13,4,47.67,99.63,99.42,289.79,0.18,67.89,1.74,0.2,773.67,5,0.82,3,0.47,0.38,556.47,884.07,1,0.54,9.79,39.35,69.36,0.16,97.82,671.25,4,0.94,0.45,906.8,1.33,33.68,62.85,0.31,63.3,3,47.04,54.68
TUS,6:00,3261,30296,19435,1705,2183,2342,1269,1388,1973,61.76,1723.78,392.44,-81.95,20.1,-10.8,99.88,99.01,171.59,0.81,35.71,98.84,62.27,4,33.64,99.18,99.93,255.44,0.07,65.6,1.71,0.48,642.84,4,0.09,2,0.62,0.8,717.83,874.22,2,0.22,8.92,99.4,78.48,0.15,34.78,839.17,5,0.1,0.74,628.62,1.69,32.34,60.15,0.46,53.55,1,73.84,90.99
WLD,6:00,3298,30878,19898,1722,2356,1520,2208,2181,993,111.91,2171.94,368.68,-76.41,23.13,-10.85,98,98.22,205.11,0.52,61.56,97.75,49.71,4,85.2,97.36,98.57,222.98,0.98,66.79,1.4,0.48,716.89,5,0.42,3,0.11,0.96,790.58,625.77,3,0.23,2.77,90.08,77.9,0.56,46.39,420.42,5,0.83,0.58,342.9,6.29,46.13,61.75,0.98,43.44,1,97.45,81.95
YCK,6:00,3816,33092,22323,2166,2299,1674,1343,1649,1638,50.03,1458.10,392.40,-79.9,17.93,-11.11,97.73,99.03,241.87,0.54,84.52,98.87,74.31,5,66.97,99.53,99.27,237.75,0.45,63.81,1.63,0.43,983.5,5,0.58,1,0.14,0.36,829.35,453.62,1,0.5,6.12,74.78,54.22,0.47,59.35,492.74,4,0.39,0.19,859.53,2.99,32.02,62.73,0.18,30.22,2,76.75,51.1
YSH,6:00,2570,32969,19413,2707,2308,2264,2409,1593,2276,71.01,1932.35,381.22,-70.2,17.16,-11.7,99.06,99.91,202.95,0.98,73.63,98.55,64.06,4,51.64,99.46,97.49,289.7,0.33,47.58,1.13,0.26,813.22,4,0.72,3,0.81,0.75,651.72,787.29,1,0.2,1.2,67.55,49.35,0.94,93.98,394.56,4,0.39,0.97,656.21,3.99,82.47,67.11,0.95,32.35,2,58.48,67.71
ALX,7:00,2022,28767,20210,1559,1506,714,1844,1460,1475,272.76,2103.76,391.98,-82.67,18.34,-9.46,97.95,99.73,283.83,0.22,90.89,97.87,44.67,5,39.95,97.04,99.01,186.97,0.89,97.49,1.58,0.29,425.31,5,0.11,1,0.26,0.13,752.14,384.01,1,0.3,4.32,80.59,65.87,0.27,31.37,672.77,4,0.69,0.23,357.1,2.35,37.84,47.45,0.09,41.04,3,30.95,42.22
AMK,7:00,906,30443,19979,2042,1908,1830,1715,2106,864,129.59,1843.45,411.54,-80.06,23.06,-8.82,99.22,99.11,247.56,0.99,68.12,99.29,85.22,4,84.46,97.96,97.37,209.74,0.61,46.29,1.31,0.15,820.25,5,0.62,1,0.82,0.29,596.83,711.76,3,0.35,8.98,59.33,59.39,0.36,98.44,887.38,5,0.41,0.47,652.61,5.64,63.79,72.91,0.69,53.25,3,50.91,62.99
ART,7:00,3482,32142,19726,1839,2311,2211,1528,2342,2185,40.26,1945.52,381.03,-76.72,17.48,-9.5,99.81,98.88,273.27,0.87,67.65,99.1,98.45,4,80.57,99.54,99.08,229.89,0.41,40.49,1.11,0.15,782.39,5,0.76,3,0.49,0.33,931.53,419.65,3,0.33,2.84,89.93,62.68,0.27,45.57,622.58,5,0.33,0.86,829.49,6.69,30.42,32.94,0.65,63.84,3,45.11,99.29
AYE,7:00,2992,33469,20673,2816,1733,2625,1462,2139,2020,66.69,3274.26,381.33,-80.8,19.06,-11.43,99.59,99.26,288.92,0.48,54.74,99.73,59.87,4,36.52,97.19,99.43,258.16,0.23,58.11,1.53,0.16,404.23,5,0.65,3,0.76,0.52,541.91,905.78,2,0.44,9.16,79.52,51.07,0.74,92.57,869.48,4,0.55,0.84,756.95,8.87,61.57,32.57,0.96,49.41,3,59.57,69.06
BDK,7:00,3285,29980,21293,1326,861,1984,1483,1202,1831,119.02,2122.43,390.01,-85.24,21.43,-8.91,97.14,99.22,180.15,0.14,54.77,98.27,31.73,4,71.07,97.11,98.16,264.98,0.59,37.89,1.97,0.4,300.37,4,0.95,1,0.87,0.6,725.18,552.47,3,0.39,5.49,80.35,30.51,0.12,90.22,543.71,4,0.21,0.53,881.46,8.18,58.02,96.31,0.08,68.34,1,85.1,77.77
BKK,7:00,3837,29992,18343,1392,1786,2866,1191,1455,2959,90.14,2164.81,422.32,-89.58,22.48,-11.94,98.87,99.11,171.25,0.36,87.68,97.99,74.55,5,97.14,97.7,98.05,228.88,0.72,79.67,1.7,0.19,321.16,4,0.84,3,0.68,0.86,927.61,711.76,3,0.49,8.84,71.56,52.21,0.22,83.31,581.24,4,0.89,0.29,311.24,1.41,32.82,72.25,0.4,50.8,1,94.41,76.15
BKT,7:00,3443,31360,19887,1261,2127,1814,1758,2377,2137,35.83,2134.29,416.46,-81.05,16.01,-10.73,99.14,97.22,230.26,0.41,64.52,98.63,47.46,4,58.2,99.04,98.29,155,0.36,65.54,1.81,0.23,374.63,4,0.52,2,0.87,0.13,752.14,719.16,3,0.43,9.06,77.93,35.2,0.27,86.07,558.85,4,0.86,0.15,409.84,1.03,84.95,95.26,0.72,87.93,2,51.95,61.15
BLT,7:00,4827,33393,20918,2051,1767,2239,2374,2384,1659,114.36,1574.30,394.75,-89.97,19.2,-8.35,97.66,97.74,183.93,0.59,67.49,98.98,59.09,4,81.54,98.11,98.38,257.88,0.25,94.61,1.47,0.4,583.39,5,1,2,0.29,0.31,301.31,905.71,3,0.5,2.97,43.77,75.53,0.99,92.51,452.7,5,0.81,0.32,312.8,7.63,68.68,50.7,1,69.8,1,80.52,30.39
BLY,7:00,2350,29417,18592,556,2197,1816,2288,1819,2150,75.04,1902.43,374.01,-75.68,18.75,-11.36,97.5,98.19,264.63,0.83,50.34,99.14,59.97,5,56.88,98.47,97.05,194.2,0.51,76.52,1.92,0.37,305.72,5,0.34,3,0.69,0.47,514.66,747.42,1,0.76,6.42,43.65,75.85,0.15,52.65,431.35,4,0.87,0.09,484.6,3.87,72.47,66.99,0.81,78.17,3,63.27,30.07
BSN,7:00,2973,32514,19662,2223,1591,2044,2451,3088,1454,116.33,1231.15,378.81,-85.73,23.98,-8.38,97.02,98.96,243.88,0.84,92.61,98.93,30.4,5,47.78,97.65,99.62,221.86,0.82,70.01,1.65,0.4,300.97,5,0.62,1,1,0.16,949.19,490.86,3,0.73,9.38,58.74,41.1,0.16,76.14,613.79,5,0.55,0.71,318.95,9.71,79.29,65.05,0.09,55.34,2,50,68.34
BTB,7:00,3634,29334,17797,1846,1787,1745,2209,1711,2239,56.67,1717.01,380.28,-87.66,23.11,-8.2,97.1,97.61,242.34,0.73,49.5,99.29,55.72,4,98.39,97.85,98.47,247.66,0.18,80.1,1.41,0.48,713.72,5,0.84,2,0.42,0.68,625.69,547.68,3,0.89,7.69,40.6,96.19,0.27,81.28,369.69,4,0.88,0.91,470.79,4.7,56.56,49.76,0.68,81.01,3,68.97,92.39
