Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Spain,Telefonica Moviles(SPAIN),214/07,W9,-93.04,-12.35,0.62,0.18,0.98,0.52,0.53,0.15,0.3,0.54,535691,1419,85000,4108
Sweden,Tele2 - Comviq,240/07,W9,-65.77,-11.36,0.34,0.73,0.66,0.57,0.59,0.55,0.44,0.82,377620,7174,79950,8395
Sweden,"Telenor (Vodafone,Europolitn)",240/08,W9,-90.32,-9.8,0.12,0.72,0.71,0.33,0.09,0.15,0.11,0.28,138658,3761,54340,2904
Sweden,TeliaSonera Mobile,240/01,W9,-138.91,-13.97,0.33,0.4,0.22,0.51,0.54,0.64,0.78,0.14,347177,9003,90109,7466
Switzerland,Swisscom,228/01,W9,-86.65,-8.31,0.42,0.04,0.71,0.91,0.04,0.32,0.57,0.16,156646,8642,39787,7666
Switzerland,Sunrise DiAx,228/02,W9,-62.83,-7.09,0.62,0.16,0.11,0.42,0.76,0.8,0.38,0.16,536208,5242,21882,5226
Switzerland,Orange(SWITZERLAND),228/03,W9,-119.2,-14.74,0.76,0.6,0.74,0.27,0.48,0.93,0.47,0.61,135532,7905,69190,7341
Thailand,True Move  HSPA,520/00,W9,-84.1,-13.02,0.47,0.75,0.05,0.51,0.37,0.15,0.84,0.44,265426,8638,90137,3749
Thailand, AIS,520/03,W9,-146.8,-8.11,0.64,0.49,0.91,0.6,0.57,0.14,0.2,0.45,630861,2767,58894,2562
Turkey,Vodafone (TelSim),286/02,W9,-138.14,-6.69,0.75,0.46,0.64,0.55,0.36,0.4,0.54,0.81,113527,4146,41601,3107
Turkey,Turkcel,286/01,W9,-83.42,-14.27,0.27,0.33,0.53,0.73,0.13,0.43,0.02,0.7,328470,2539,96396,3967
United Arab Emirates,Etisalat(UAE),424/02,W9,-92.04,-7.83,0.47,0.72,0.18,0.04,0.59,0.69,0.01,0.02,460497,3806,98254,5347
United Arab Emirates,Du,424/03,W9,-155.52,-12.53,0.43,0.94,0.32,0.82,0.08,0.9,0.03,0.36,601737,5729,87677,3556
United Kingdom,Vodafone(UK),234/15,W9,-89.97,-14.98,0.52,0.65,0.83,0.64,0.49,0.49,0.91,0.45,485591,3025,80845,6511
United Kingdom,Everything Everywhere,234/30,W9,-77.93,-12.77,0.94,0.69,0.29,0.48,0.84,0.32,0.89,0.33,731077,7169,80476,3463
United Kingdom,Telefonica O2 (CellNet),234/10,W9,-131.77,-12.05,0.2,0.41,0.86,0.92,0.12,0.88,0.1,0.8,210580,4197,36178,1090
United Kingdom,Everything Everywhere (ex-Orange),234/33,W9,-91.72,-7.08,0.89,0.06,0.98,0.91,0.82,0.71,0.26,0.25,628552,2017,17005,7849
Unted States,AT&T,310/410,W9,-157.78,-6.53,0.26,0.71,0.75,0.18,0.28,0.09,0.22,0.32,198753,6485,58938,3031
Unted States,Guamcell Cellular and Paging,310/370,W9,-83.24,-7.46,0.49,0.07,0.09,0.04,0.82,0.71,0.81,0.54,676351,4067,16911,5892
Unted States,T-Mobile,310/260,W9,-65.64,-6.99,0.41,0.38,0.73,0.37,0.12,0.32,1,0.34,903617,5274,10535,8817
Unted States,Verizon Wireless,311/48,W9,-116.34,-8.81,0.09,0.76,0.67,0.41,0.72,0.77,0.97,0.44,554115,1550,15543,3284
Albania,Vodafone(ALBANIA),276/02,W10,-113.75,-11.61,0.23,0.91,0.22,0.82,0.35,0.07,0.83,0.8,591365,5328,85860,5595
Australia,Vodafone Hutchison,505/03,W10,-87.03,-14.08,0.99,1,0.34,0.13,0.39,0.58,0.95,0.59,644477,4230,23950,8862
Australia,Optus,505/02,W10,-106.11,-6.13,0.23,0.35,0.71,0.3,0.66,0.24,0.12,0.99,120853,1907,50476,2519
Australia,Telstra,505/01,W10,-74.69,-11.51,0.66,0.73,0.72,0.61,0.38,0.33,0.67,0.1,685117,2608,98600,1665
Austria,A1 Austria Telekom (Mobilkom),232/01,W10,-82.5,-14.25,0.14,0.68,0.32,0.31,0.58,0.7,0.87,0.93,106168,4995,71156,9183
Austria,H3G(AUSTRIA),232/10,W10,-139.45,-11.24,0.03,0.59,0.54,0.28,0.06,0.85,0.96,0.92,409089,2804,31195,4620
Bahrain,Viva,426/04,W10,-150.49,-10.6,0.91,0.85,0.72,0.15,0.36,0.35,0.91,0.17,965620,1846,27190,7946
Bahrain,Batelco,426/01,W10,-145.11,-12.29,0.74,0.16,0.2,0.12,0.61,0.65,0.23,0.76,537306,9888,23062,8715
Bahrain,Zain/Vodafone/MTC,426/02,W10,-86.86,-13.86,0.18,0.88,0.88,0.54,0.33,0.82,0.47,0.22,615993,1972,52983,3341
Belgium,"Base (KPN,Orange)",206/20,W10,-94.55,-9.42,0.19,0.7,0.62,0.19,0.93,0.68,0.96,0.64,468245,1487,49961,6449
Belgium,Mobistar S.A.,206/10,W10,-127.89,-11.37,0.46,0.19,0.45,0.72,0.75,0.94,0.8,0.73,947734,8199,43335,6191
Belgium,Belgacom Mobile,206/01,W10,-102.6,-8.95,0.65,1,0.48,0.31,0.6,0.46,0.85,0.73,570252,4390,61396,7219
Brazil,Vivo S.A,724/10,W10,-75.47,-14.22,0.85,0.66,0.16,0.21,0.46,0.79,0.94,0.23,803130,8999,67788,1183
Brazil,TIM,724/04,W10,-113.71,-6.58,0.29,0.24,0.27,0.27,0.4,0.37,0.99,0.53,853373,9851,46390,2578
Bulgaria,Mobiltel,284/01,W10,-86.01,-10.91,0.32,0.26,0.88,0.52,0.29,0.41,0.02,0.17,358687,2101,49563,7521
Canada,Bell Mobility,302/610,W10,-78.34,-9.34,0.05,0.49,0.99,1,0.65,0.74,0.34,0.62,356067,2413,36024,6558
Canada,Telus Mobility,302/220,W10,-99.67,-6.33,0.64,0.56,0.71,0.53,0.23,0.12,0.51,0.21,990756,1501,63169,1184
China,China Mobile,460/07,W10,-88.46,-13.16,0.73,0.9,0.03,0.45,0.86,0.03,0.56,1,512175,6717,99818,1536
China,China Unicom,460/01,W10,-100.38,-6.88,0.81,0.5,0.27,0.35,0.93,0.68,0.28,0.33,918947,6551,96678,6963
China,China Mobile,460/02,W10,-149.61,-7.79,0.76,0.78,0.19,0.62,0.57,0.24,0.73,0.19,771248,9845,20796,7379
China,China Mobile,460/00,W10,-138.09,-12.43,0.11,0.18,0.37,0.93,0.2,0.8,0.55,0.94,813797,7231,65664,2096
Croatia,Croatian Telecom (ex T- Mobile),219/01,W10,-82.28,-14.7,0.47,0.58,0.32,0.52,0.81,0.04,0.97,0.49,782210,1231,60201,2262
Croatia,VIP-net,219/10,W10,-99.09,-12.55,0.07,0.15,0.69,0.21,0.06,0.66,0.91,0.39,754359,4109,50925,6224
Czech Republic,Telefonica O2 (Eurotel),230/02,W10,-75.35,-7.29,0.03,0.87,0.44,0.46,0.99,0.97,0.98,1,317823,9874,31745,5366
Denmark,Telenor (Sonofon),238/02,W10,-115.23,-13.67,0.07,0.12,0.76,0.26,0.97,0.16,0.55,0.95,613713,5666,64974,6196
Dominica Rep.,"Orange Dominicana, S.A.",370/01,W10,-159.54,-11.72,0.1,0.94,0.69,0.69,0.3,0.23,0.13,0.37,935388,2482,56439,9349
Egypt,Vodafone(EGYPT),602/02,W10,-142.79,-11.52,0.51,0.02,0.66,0.27,0.07,0.48,0.2,0.11,757511,9750,45820,4022
Egypt,Etisalat Misr,602/03,W10,-139.99,-13.44,0.23,0.57,0.43,0.34,0.4,0.73,0.66,0.18,914418,6246,47263,8947
Estonia,Tele2(ESTONIA),248/03,W10,-72.77,-7.99,0.24,0.45,0.42,0.09,0.22,0.79,0.86,0.08,515427,2172,74101,8503
France,SFR (Cegetel),208/10,W10,-76.35,-12.87,0.02,0.3,0.43,0.76,0.98,0.31,0.22,0.94,571431,4547,71831,4538
France,Orange (Iteneris),208/01,W10,-125.05,-8.68,0.44,0.02,0.33,0.53,0.18,0.75,0.64,0.39,810166,1181,56833,8979
France,Free Mobile,208/15,W10,-118.99,-14.9,0.04,0.72,0.64,0.62,0.55,0.69,0.67,0.64,621284,6210,24598,1730
France,Bouygues,208/20,W10,-77.31,-13.16,0.42,0.58,0.86,0.97,0.97,0.16,0.43,0.01,758175,4002,22011,7026
Germany,Telekom Deutschland (T-Mobile),262/01,W10,-103.71,-11.66,0.1,0.7,0.73,0.14,0.14,0.18,0.65,1,716158,7794,46241,9283
Germany,Vodafone(GERMANY),262/02,W10,-76.43,-14.89,0.08,0.44,0.3,0.52,0.4,0.67,0.8,0.95,251779,7376,76989,6947
Germany,Telefonica O2/viag,262/07,W10,-87.58,-7.18,0.98,0.2,1,0.34,0.07,0.65,0.7,0.63,512198,9807,26822,5777
Germany,E-Plus,262/03,W10,-71.09,-7.07,0.78,0.78,0.18,0.11,0.74,0.54,0.07,0.72,629881,3966,22497,9669
Hongkong,China Mobile - Peoples,454/12,W10,-121.01,-7.8,0.58,0.84,0.66,0.99,0.14,0.11,0.39,0.15,624006,3494,28000,8286
Hongkong,H3G(HONG KONG),454/03,W10,-152.22,-6.8,0.96,0.77,0.51,0.41,0.96,0.93,0.97,0.82,572672,2643,24952,5565
Hongkong,PCCW-HKT Telephone Limited,454/19,W10,-65.33,-8.36,0.65,0.98,0.86,0.73,0.11,0.67,0.1,0.86,450507,6468,82810,4947
Hongkong,SmarTone - Vodafone,454/06,W10,-130.89,-11.16,0.91,1,0.73,0.34,0.59,0.12,0.55,0.65,116498,7971,84782,9588
Hongkong,CSL (C&W),454/00,W10,-104.3,-10.08,0.26,0.83,0.7,0.72,0.95,0.25,0.55,0.94,938353,2530,40234,1642
Hungary,Vodafone(HUNGARY),216/70,W10,-75.28,-12.53,0.01,0.05,0.45,0.2,0.49,0.81,0.81,0.24,125398,7556,40709,5944
Hungary,T-Mobile(HUNGARY),216/30,W10,-146.53,-10.94,0.01,0.46,0.62,0.96,0.32,0.36,0.11,0.61,989560,9363,35147,4535
India,Airtel (Karnataka),404/45,W10,-144.6,-9.47,0.72,0.77,0.96,0.49,0.2,0.54,0.25,0.29,752030,6288,76999,5638
India,Airtel (Delhi),404/10,W10,-83.22,-11.1,0.44,0.61,0.18,0.55,0.72,0.72,0.92,0.49,245329,9627,61306,8022
Indonesia,Indosat (IDNSL),510/01,W10,-135.47,-6.56,0.75,0.2,0.06,0.15,0.35,0.53,0.65,0.74,935163,4697,97202,7787
Ireland,Vodafone(IRELAND),272/01,W10,-133.84,-7.87,0.26,0.64,0.48,0.11,0.71,0.18,0.58,0.1,491827,1882,20542,2132
Ireland,Meteor,272/03,W10,-156.42,-14.53,0.28,0.78,0.41,0.56,0.55,0.77,0.54,0.34,103174,8730,34532,7603
Ireland,Telefonica O2 (East DigiFone),272/02,W10,-123.58,-8.43,0.89,0.77,0.45,0.53,0.64,0.39,0.67,0.43,867203,8033,96464,1880
Italy,Vodafone Omnitel,222/10,W10,-74.44,-6.59,0.23,0.62,0.58,0.8,0.66,0.8,0.16,0.9,173732,8148,88998,3851
Italy,Wind,222/88,W10,-135.72,-11.03,0.54,0.49,0.87,0.05,0.5,0.85,0.26,0.52,940892,8190,48020,1490
Japan,KDDI Corporation,440/51,W10,-129.06,-6.56,0.85,0.08,0.87,0.45,0.49,0.83,0.08,0.17,481822,2043,83969,1075
Japan,Soft Bank (Vodafone KK),440/20,W10,-155.9,-8.65,0.68,0.01,0.14,0.49,0.22,0.46,0.11,0.39,261093,2240,87197,5212
Japan,KDDI,440/50,W10,-80.06,-9.34,0.32,0.46,0.31,0.93,0.38,0.87,0.19,0.71,236084,2297,65612,2702
Japan,NTT Docomo,440/10,W10,-153.35,-11.23,0.42,0.2,0.26,0.68,0.84,0.13,0.34,0.13,624968,5271,89725,3292
Jordan,Zain (Fastlink),416/01,W10,-157.64,-13.75,0.86,0.23,0.74,0.11,0.81,0.54,0.58,0.69,334890,2503,73901,8492
Jordan,Orange (MobileCom),416/77,W10,-78.57,-10.1,0.93,0.39,0.31,0.99,0.15,0.78,0.59,0.56,660987,9877,67449,5038
Kazakhstan ,K-Cell,401/02,W10,-103.22,-9.92,0.09,0.32,0.6,0.8,0.04,0.69,0.07,0.53,833234,5200,69875,5565
Kuwait,MTC/Zain,419/02,W10,-81.08,-11.28,0.09,0.73,0.74,0.66,0.71,0.94,0.28,0.78,418687,6205,68742,2179
Kuwait,Viva (KTC),419/04,W10,-149.6,-13.89,0.7,0.45,0.68,0.05,0.41,0.01,0.84,0.84,427027,2684,13498,3698
Lebanon,MTC (MIC 2 Touch),415/03,W10,-82.54,-7.46,0.58,0.42,0.96,0.84,0.05,0.77,0.49,0.63,390045,2329,51783,1706
Luxembourg,Tango,270/77,W10,-94.17,-12.19,0.68,0.41,0.57,0.48,0.66,0.4,0.45,0.52,302152,9856,59021,2277
Macao,CTM,455/01,W10,-104.68,-12.89,0.67,0.6,0.03,0.85,0.02,0.66,0.06,0.59,745333,8314,47548,1848
Macao,Hutchison 3,455/03,W10,-128.68,-9.49,0.04,0.21,0.69,0.78,0.96,0.59,0.29,0.88,539843,1004,17540,1966
Malaysia,Celcom,502/19,W10,-133,-14.7,0.5,0.7,0.58,0.54,0.75,0.1,0.47,0.62,363013,6188,50816,3305
Malaysia,DiGi  Telecommunication,502/16,W10,-67.78,-14.34,0.41,0.63,0.63,0.15,0.65,0.33,0.2,0.47,183290,3028,68429,5189
Malaysia,Maxis,502/12,W10,-145.04,-13.11,0.71,0.04,0.48,0.54,0.12,0.68,0.67,0.02,341542,2653,13510,9673
Malta,Vodafone(MALTA),278/01,W10,-123.78,-6.72,0.94,0.25,0.24,0.22,0.39,0.8,0.7,0.39,533387,6771,40141,2320
Mauritius,Cellplus Orange,617/01,W10,-96.86,-13.9,0.2,0.29,0.56,0.23,0.46,0.26,0.65,0.37,379366,7806,56258,1362
Netherlands,Vodafone(NETHERLANDS),204/04,W10,-150.07,-6.92,0.38,0.79,0.71,0.17,0.51,0.91,0.99,0.97,883253,4988,12635,5259
Netherlands,T-mobile (ex Ben),204/16,W10,-105.77,-6.13,0.17,0.09,0.01,0.2,0.07,0.7,0.18,0.24,434619,6953,39440,3093
New Zealand,Vodafone(NEW ZEALAND),530/01,W10,-109.02,-13.03,0.86,0.28,0.86,0.93,0.03,0.67,0.55,0.05,404936,1733,44118,9674
Nigeria,EMTS,621/60,W10,-73.16,-6.16,0.2,0.49,0.98,0.86,0.14,0.92,0.05,0.63,916279,8438,94537,6914
Norway,Telenor Mobile,242/01,W10,-72.67,-8.5,0.9,0.05,0.11,0.08,0.2,0.62,0.55,0.36,296731,6002,18517,9256
Norway,NetCom TeliaSonera,242/02,W10,-109.81,-11.17,0.8,0.29,0.85,0.32,0.99,0.5,0.59,0.35,494460,7684,82295,4654
Oman,Nawras,422/03,W10,-84.86,-13.37,0.01,0.2,0.01,0.46,0.8,0.94,0.46,0.37,532108,1347,89617,8255
Oman,Oman Mobile - GTO (Omantel),422/02,W10,-69.48,-8.58,0.88,0.31,0.87,0.84,0.89,0.4,0.83,0.19,529781,9504,78471,8692
Philippines,Smart,515/03,W10,-114.84,-9.21,0.14,0.24,0.3,0.19,0.06,0.05,0.46,0.76,890790,4093,95344,2195
Poland,"T-Mobile (ERA,PTC)",260/02,W10,-147.5,-14.77,0.29,0.12,0.15,0.02,0.34,0.02,0.97,0.45,601932,5028,19920,6358
Poland,Orange/Centertel,260/03,W10,-81.07,-14.76,0.88,0.98,0.5,0.95,0.34,0.45,0.37,0.24,487112,1910,29648,1548
Portugal,Vodafone(PORTUGAL),268/01,W10,-84.96,-9.65,0.06,0.43,0.28,0.1,0.59,0.78,0.83,0.17,881848,5282,17864,5805
Portugal,Optimus (Sonecom),268/03,W10,-131.67,-14.76,0.55,0.88,0.03,0.31,0.32,0.07,0.6,0.07,891576,8652,33777,3135
Qatar,Vodafone(QATAR),427/02,W10,-140.13,-10.79,0.5,0.69,0.59,0.69,0.58,0.51,0.1,0.64,376028,8952,42497,1994
Qatar,Q-Tel,427/01,W10,-133.32,-9.65,0.53,0.49,0.99,0.51,0.55,0.54,0.64,0.31,636692,3575,89003,2089
Romania,Orange (Mobilrom),226/10,W10,-152.06,-9.5,0.68,0.84,0.79,0.7,0.81,0.32,0.89,0.22,346148,4015,24045,3500
Russia,MTS(RUSSIA),250/01,W10,-105.35,-6.25,0.5,0.48,0.62,0.84,0.77,0.76,0.55,1,571742,5318,43381,7570
Russia,MegaFon,250/02,W10,-71.82,-8.33,0.74,0.51,0.42,0.24,0.93,0.65,0.78,0.42,685031,3989,55603,8717
Russia,Vimpelcom Beeline (KB Impuls),250/99,W10,-81.26,-12.86,0.22,0.13,0.47,0.96,0.21,0.87,0.01,0.64,103503,8149,95524,6777
Saudi Arabia,Saudi Telecom Company,420/01,W10,-144.97,-8.42,0.72,0.34,0.15,0.59,0.23,0.68,0.98,1,936780,2491,40581,5617
Saudi Arabia,Mobily,420/03,W10,-141.2,-7.94,0.99,0.06,0.95,0.8,0.86,0.99,0.12,0.99,823522,2695,92112,7921
SERBIA,Telenor Serbia,220/01,W10,-123.9,-11.93,0.04,0.17,0.94,0.92,0.85,0.75,0.71,0.88,697364,1650,97015,2503
Singapore,Mobile One,525/03,W10,-125.01,-13.35,0.95,0.18,0.89,0.02,0.2,0.73,0.92,0.39,374075,3785,22707,3207
Singapore,Starhub,525/05,W10,-141.5,-9.54,0.05,0.91,0.16,0.93,0.19,0.45,0.3,0.46,925528,6705,79264,9328
Singapore,SingTel,525/01,W10,-115.17,-6.35,0.07,0.39,0.62,0.5,0.44,0.6,0.98,0.45,144904,3618,72108,3924
Slovak Republic,Orange (ex Globtel),231/01,W10,-69.54,-9.98,0.18,0.49,0.81,0.79,0.71,0.2,0.83,0.04,241380,7110,42769,5336
Slovenia,SI Mobil,293/40,W10,-123.99,-12.99,0.47,0.64,0.35,0.6,0.06,0.96,0.3,0.51,465191,4818,84431,7273
South Africa,Vodacom(SOUTH AFRICA),655/01,W10,-135.57,-6.8,0.38,0.79,0.13,0.73,0.45,0.99,0.19,0.78,664496,8839,75891,4028
South Africa,MTN(SOUTH AFRICA),655/10,W10,-151.24,-9.97,0.39,0.64,0.52,0.51,0.81,0.3,0.27,0.65,222304,6768,38908,7646
South Korea,KT (KTF),450/08,W10,-144.72,-8.45,0.29,0.49,0.02,0.2,0.27,0.67,0.79,0.36,154500,7389,96627,6820
South Korea,SK Telecom,450/05,W10,-155.71,-10.18,0.77,0.31,0.96,0.19,0.2,0.68,0.86,0.7,400044,3080,96145,4516
Spain,Orange/Amena,214/03,W10,-88.54,-11.68,0.85,0.23,0.51,0.34,0.79,0.66,0.87,0.75,569284,1065,35729,5474
Spain,Vodafone (AirTel),214/01,W10,-127.3,-12.25,0.17,0.63,0.42,0.77,0.83,0.32,0.9,0.22,922936,5123,42623,9815
Spain,Xfera Yoigo,214/04,W10,-73.87,-10.12,0.2,0.26,0.27,0.11,0.94,0.42,0.47,0.11,329481,6770,31129,3177
Spain,Telefonica Moviles(SPAIN),214/07,W10,-148.94,-9,0.5,0.64,0.74,0.64,0.69,0.25,0.39,0.94,765925,4599,36783,8077
Sweden,Tele2 - Comviq,240/07,W10,-131.72,-13.16,0.42,0.45,0.25,0.05,0.19,0.04,0.89,0.43,998959,8874,35663,6033
Sweden,"Telenor (Vodafone,Europolitn)",240/08,W10,-90.97,-12.7,0.25,0.09,0.17,0.96,0.85,0.13,0.07,0.84,928325,6461,98978,6171
Sweden,TeliaSonera Mobile,240/01,W10,-126.93,-6.31,0.2,0.88,0.17,0.31,0.59,0.86,0.28,0.16,668944,4712,89872,3705
Switzerland,Swisscom,228/01,W10,-123.09,-13.78,0.42,0.46,0.59,0.22,0.34,0.1,0.98,0.21,384738,9951,71645,3757
Switzerland,Sunrise DiAx,228/02,W10,-91.26,-9.22,0.28,0.14,0.83,0.36,0.48,0.11,0.8,0.87,261642,2563,86219,6395
Switzerland,Orange(SWITZERLAND),228/03,W10,-138.5,-14.12,0.46,0.02,0.03,0.83,0.19,0.41,0.05,0.73,488136,4550,76648,8103
Thailand,True Move  HSPA,520/00,W10,-72.98,-10.52,0.15,0.2,0.98,0.75,0.44,0.23,0.22,0.69,113180,5771,67311,2369
Thailand, AIS,520/03,W10,-119.56,-12.99,0.66,0.88,0.35,0.81,0.87,0.09,0.07,0.33,121857,6797,37323,8704
Turkey,Vodafone (TelSim),286/02,W10,-98.15,-7.39,0.33,0.5,0.92,0.33,0.68,0.69,0.17,0.96,439579,5344,46148,2564
Turkey,Turkcel,286/01,W10,-91.61,-9.22,0.73,0.55,0.25,0.25,0.88,0.21,0.96,0.25,857598,1729,86163,7553
United Arab Emirates,Etisalat(UAE),424/02,W10,-100.41,-8.17,0.31,0.66,0.48,0.31,0.98,0.8,0.19,0.71,605524,7240,54607,9498
United Arab Emirates,Du,424/03,W10,-125.15,-12.41,0.2,0.23,0.27,0.01,0.16,0.09,0.09,0.03,503111,6457,19245,9486
United Kingdom,Vodafone(UK),234/15,W10,-152.38,-10.44,0.72,0.51,0.18,0.44,0.74,0.32,0.75,0.9,688993,3876,39419,9615
United Kingdom,Everything Everywhere,234/30,W10,-63.17,-11.7,0.63,0.39,0.95,0.28,0.21,0.69,0.67,0.39,181268,7187,52353,2905
United Kingdom,Telefonica O2 (CellNet),234/10,W10,-147.83,-9.68,0.87,0.34,0.69,0.38,0.78,0.27,0.07,0.39,232399,2971,83674,6103
United Kingdom,Everything Everywhere (ex-Orange),234/33,W10,-69.62,-10.08,0.46,0.7,0.8,0.9,0.51,0.69,0.69,0.18,161598,3432,44848,2530
Unted States,AT&T,310/410,W10,-152.59,-9.36,0.3,0.32,0.76,0.61,0.56,0.72,0.71,0.64,432942,5756,45312,3550
Unted States,Guamcell Cellular and Paging,310/370,W10,-139.12,-14.33,0.38,0.92,0.27,0.03,0.42,0.74,0.16,0.81,742650,9271,62367,6378
Unted States,T-Mobile,310/260,W10,-150.62,-9.63,0.34,0.14,0.32,0.57,0.11,0.84,0.51,0.24,710168,9700,13688,4543
Unted States,Verizon Wireless,311/48,W10,-68.92,-8.9,0.59,0.39,0.74,0.41,0.5,0.27,0.78,0.59,643280,3506,43264,8938
Albania,Vodafone(ALBANIA),276/02,W11,-68.1,-6.01,0.8,0.13,0.73,0.93,0.17,0.65,0.85,0.39,934513,5251,43861,3969
Australia,Vodafone Hutchison,505/03,W11,-121.91,-13.85,0.8,0.79,0.54,0.83,0.79,0.6,0.86,0.73,570495,4718,23607,3691
Australia,Optus,505/02,W11,-81.66,-9.05,0.86,0.29,0.93,0.09,0.37,0.04,0.57,0.25,907024,3535,20126,4606
Australia,Telstra,505/01,W11,-119.94,-10.37,0.54,0.39,1,0.18,0.13,0.3,0.4,0.99,770676,6267,84393,7318
Austria,A1 Austria Telekom (Mobilkom),232/01,W11,-139.14,-12.81,0.85,0.73,0.89,0.09,0.77,0.72,0.12,1,895690,1673,66025,1696
Austria,H3G(AUSTRIA),232/10,W11,-109.38,-12.49,0.43,0.3,0.78,0.18,0.64,0.14,0.48,0.81,669304,8715,53272,1136
Bahrain,Viva,426/04,W11,-70.78,-9.02,0.26,0.93,0.28,0.81,0.95,0.73,0.39,0.48,503282,5024,76325,3235
Bahrain,Batelco,426/01,W11,-156.78,-13.41,0.2,0.89,0.26,0.71,0.37,0.42,0.69,0.2,285887,8130,59591,1894
Bahrain,Zain/Vodafone/MTC,426/02,W11,-120.25,-12.01,0.82,0.15,0.61,0.65,0.43,0.11,0.92,1,707175,9625,94057,6664
Belgium,"Base (KPN,Orange)",206/20,W11,-78.6,-11.3,0.01,0.24,0.18,0.67,0.71,0.85,0.11,0.83,453064,5899,13256,1880
Belgium,Mobistar S.A.,206/10,W11,-90.33,-10.37,0.43,0.01,0.33,0.68,0.36,0.12,0.51,0.87,539732,9473,73495,6455
Belgium,Belgacom Mobile,206/01,W11,-119.09,-12.03,0.71,0.59,0.01,0.24,0.35,0.11,0.39,0.11,565909,7468,81777,3120
Brazil,Vivo S.A,724/10,W11,-145.01,-11.15,0.43,0.25,0.44,0.07,0.13,0.24,0.99,0.56,261731,9466,12479,7289
Brazil,TIM,724/04,W11,-150.82,-14.89,0.96,0.82,0.14,0.73,0.62,0.5,0.24,0.01,195312,5120,55800,5027
Bulgaria,Mobiltel,284/01,W11,-156.17,-8.64,0.44,0.71,0.13,1,0.05,0.27,0.22,0.73,879846,4078,96730,5925
Canada,Bell Mobility,302/610,W11,-156.05,-12.77,0.65,0.5,0.12,0.5,0.26,0.04,0.26,0.33,793899,9173,81229,8318
Canada,Telus Mobility,302/220,W11,-137.25,-12.6,0.8,0.16,0.92,0.25,0.57,0.96,0.75,0.83,840097,6328,42442,4162
China,China Mobile,460/07,W11,-120.95,-13.79,0.08,0.81,0.66,0.18,0.99,0.26,0.19,0.42,145050,4279,28569,1853
China,China Unicom,460/01,W11,-71.18,-14.57,0.43,0.22,0.83,0.4,0.41,0.74,0.68,0.48,480560,8152,77344,8083
China,China Mobile,460/02,W11,-124.56,-6.82,0.31,0.93,0.62,0.63,0.23,0.17,0.59,0.29,120900,7654,22427,2927
China,China Mobile,460/00,W11,-99.54,-6.27,0.85,0.11,0.94,0.8,0.87,0.51,0.31,0.03,738701,8443,21268,9957
Croatia,Croatian Telecom (ex T- Mobile),219/01,W11,-94.05,-10.53,0.21,0.28,0.57,0.34,0.09,0.77,0.74,0.48,818618,1705,21259,9531
Croatia,VIP-net,219/10,W11,-158.16,-7.6,0.9,0.93,0.13,0.1,0.54,0.83,0.17,0.17,606184,6372,83143,1483
Czech Republic,Telefonica O2 (Eurotel),230/02,W11,-72.32,-14.95,0.36,0.05,0.72,0.64,0.03,0.21,0.94,0.13,417083,2846,83257,6626
Denmark,Telenor (Sonofon),238/02,W11,-63.1,-7.28,0.67,0.84,0.46,0.41,0.2,0.84,0.08,0.25,619653,8010,24796,4691
Dominica Rep.,"Orange Dominicana, S.A.",370/01,W11,-144.65,-11.81,0.18,0.5,0.89,0.56,0.59,0.29,0.72,0.1,859908,4268,55939,7112
Egypt,Vodafone(EGYPT),602/02,W11,-77.94,-9.05,0.86,0.06,0.66,0.66,0.93,0.46,0.48,0.35,583093,8880,33496,6507
Egypt,Etisalat Misr,602/03,W11,-62.27,-11.13,0.88,0.23,0.02,0.88,0.49,0.55,0.87,0.32,255949,9077,28768,4388
Estonia,Tele2(ESTONIA),248/03,W11,-109.23,-11.11,0.29,0.74,0.62,0.76,0.28,0.71,0.52,0.91,397900,1887,45296,4302
France,SFR (Cegetel),208/10,W11,-115.56,-9.75,0.46,0.77,0.95,0.52,0.56,0.24,0.2,0.65,591947,6775,95490,9523
France,Orange (Iteneris),208/01,W11,-83.74,-7.69,0.08,0.22,0.09,0.98,0.16,0.33,0.95,0.59,523308,1745,79550,1166
France,Free Mobile,208/15,W11,-105.94,-14.74,0.52,0.4,0.5,0.87,0.38,0.26,0.85,0.75,975243,3333,35835,8278
France,Bouygues,208/20,W11,-149.35,-9.18,1,0.12,0.15,0.69,0.15,0.45,0.85,0.02,683667,5353,64081,2242
Germany,Telekom Deutschland (T-Mobile),262/01,W11,-78.23,-11.23,0.96,0.43,0.27,0.45,0.51,0.3,0.26,0.01,350067,1593,49669,9473
Germany,Vodafone(GERMANY),262/02,W11,-142.2,-13.22,0.99,0.34,0.38,0.4,0.38,0.92,0.56,0.63,195893,5063,32944,9696
Germany,Telefonica O2/viag,262/07,W11,-123.68,-8.31,0.57,0.8,0.94,0.69,0.94,0.78,0.49,0.02,587299,6861,16277,3527
